ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,dba_end_date,location_start_date,location_end_date,mailing_address_1
1281754-07-211,1058654,Side Inc,Sonoma's Finest Real Estate,580 4th St,San Francisco,CA,94107,2016-09-01T00:00:00.000,,2021-07-08T00:00:00.000,,580 4th St
1281756-07-211,1125992,Felicia Kwong,Felicia Hyde St Apartment,1752 Hyde St,San Francisco,CA,94109,2021-07-01T00:00:00.000,,2021-07-01T00:00:00.000,,1756 Hyde St
1281757-07-211,1058654,Side Inc,Sonoma's Finest,580 4th St,San Francisco,CA,94107,2016-09-01T00:00:00.000,,2021-07-08T00:00:00.000,,580 4th St
1281758-07-211,1058654,Side Inc,Sf's Finest,580 4th St,San Francisco,CA,94107,2016-09-01T00:00:00.000,,2021-07-08T00:00:00.000,,580 4th St
1281759-07-211,1058654,Side Inc,Plus One Real Estate,580 4th St,San Francisco,CA,94107,2016-09-01T00:00:00.000,,2021-07-08T00:00:00.000,,580 4th St
1281760-07-211,1058654,Side Inc,Plus One Realty,580 4th St,San Francisco,CA,94107,2016-09-01T00:00:00.000,,2021-07-08T00:00:00.000,,580 4th St
1281761-07-211,1058654,Side Inc,Plus One Properties,580 4th St,San Francisco,CA,94107,2016-09-01T00:00:00.000,,2021-07-08T00:00:00.000,,580 4th St
1281762-07-211,1058654,Side Inc,Plus One Homes,580 4th St,San Francisco,CA,94107,2016-09-01T00:00:00.000,,2021-07-08T00:00:00.000,,580 4th St
1281763-07-211,1058654,Side Inc,About Real Estate,580 4th St,San Francisco,CA,94107,2016-09-01T00:00:00.000,,2021-07-08T00:00:00.000,,580 4th St
1281764-07-211,1058654,Side Inc,About Realty,580 4th St,San Francisco,CA,94107,2016-09-01T00:00:00.000,,2021-07-08T00:00:00.000,,580 4th St
1281765-07-211,1058654,Side Inc,About Homes,580 4th St,San Francisco,CA,94107,2016-09-01T00:00:00.000,,2021-07-08T00:00:00.000,,580 4th St
1281767-07-211,168329,Bon Appetit Management Co,Bon Appetit @ Aurora,85 Bluxome St Fl 1,San Francisco,CA,94107,1987-07-01T00:00:00.000,,2021-07-08T00:00:00.000,,201 Redwood Shores Pkwy Ste 100
1281768-07-211,1123478,T Phoenix,T Phoenix,832 Clement St,San Francisco,CA,94118,2021-04-17T00:00:00.000,,2021-04-17T00:00:00.000,,832 Clement St
1281769-07-211,168329,Bon Appetit Management Co,Bon Appetit @ Aurora,85 Bluxome St Fl 2,San Francisco,CA,94107,1987-07-01T00:00:00.000,,2021-07-08T00:00:00.000,,201 Redwood Shores Pkwy Ste 100
1281771-07-211,1125993,Tamoor Sial,At Learning,1468 25th Street St Apt 302,San Fransisco,CA,94107,2021-07-08T00:00:00.000,,2021-07-08T00:00:00.000,,1468 25th Street St 302 Apt
1281773-07-211,168329,Bon Appetit Management Co,Bon Appetit @ Aurora,85 Bluxome St Fl 3,San Francisco,CA,94107,1987-07-01T00:00:00.000,,2021-07-08T00:00:00.000,,201 Redwood Shores Pkwy Ste 100
1281774-07-211,168329,Bon Appetit Management Co,Bon Appetit @ Aurora,85 Bluxome St Fl 4,San Francisco,CA,94107,1987-07-01T00:00:00.000,,2021-07-08T00:00:00.000,,201 Redwood Shores Pkwy Ste 100
1281776-07-211,1125994,"Bay Area Energy Solutions, Inc.","Bay Area Energy Solutions, Inc.",1326 Marsten Rd,Burlingame,CA,94010,2021-07-01T00:00:00.000,,2021-07-08T00:00:00.000,,1326 Marsten Rd
1281779-07-211,392163,Rodas Luis,Rodas Towing,1430 Bush St,San Francisco,CA,94109,2012-11-02T00:00:00.000,,2021-07-01T00:00:00.000,,Po Box 743
1281781-07-211,1125996,Yabin Han,Nirvana Bay Beauty Skin Care Spa,840 Holloway Ave,San Francisco,CA,94112,2021-07-08T00:00:00.000,,2021-07-08T00:00:00.000,,840 Holloway Ave
1281783-07-211,1125997,Waverly Services And Print,Waverly Services And Print,111 Waverly Pl,San Francisco,CA,94108,2021-07-01T00:00:00.000,,2021-07-01T00:00:00.000,,111 Waverly Pl
1281796-07-211,435711,Yun Igor,Bentos Flooring,21 Cragmont Ct,Pacifica,CA,94044,2009-02-02T00:00:00.000,,2021-07-07T00:00:00.000,,21 Cragmont Ct
