ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,dba_end_date,location_start_date,location_end_date,mailing_address_1
1158432-08-171,433776,Global Capital Markets Inc,Global Capital Markets Inc.,90 New Montgomery St Fl 9th,San Francisco,CA,94105,2007-05-01T00:00:00.000,,2017-06-01T00:00:00.000,,19200 Von Karman Ave # 210
1158434-08-171,464016,Jml Engineering & Construction,Jml Engineering & Construction Inc,921 S Marina Way South Ste D,Richmond,CA,94804,2011-11-07T00:00:00.000,,2017-06-01T00:00:00.000,,2010 Crow Canyon Pl Ste 108
1158438-08-171,166780,Wu Bai-Chao,Bcw Construction & Maint Co,275 Colon Ave,San Francisco,CA,94134,1996-05-13T00:00:00.000,,2017-08-17T00:00:00.000,,275 Colon Ave
1158439-08-171,166780,Wu Bai-Chao,Bai Chao Wu,2907 San Bruno Ave,San Francisco,CA,94134,1996-05-13T00:00:00.000,,1999-03-18T00:00:00.000,,275 Colon Ave
1158444-08-171,1074407,"Golden Gateidence Opco, LLC",San Francisco Post Acute,5767 Mission St,San Francisco,CA,94112,2017-07-17T00:00:00.000,,2017-08-04T00:00:00.000,,2121 Pine St
1158445-08-171,1026403,Culturewise Inc,Culturewise Inc,1315 23rd Ave #210,San Francisco,CA,94122,2016-02-16T00:00:00.000,,2017-08-17T00:00:00.000,,1315 23rd Ave Ste 210
1158448-08-171,1009153,Senhua Enterprise Inc,Senhua Enterprise Inc,3315 Jennings St,San Francisco,CA,94124,2015-01-30T00:00:00.000,,2017-04-01T00:00:00.000,,3315 Jennings St
1158453-08-171,946412,Blum David R,Dr. Clue,2727 Tachevah Dr Apt 12,Santa Rosa,CA,94505,1995-10-27T00:00:00.000,,2017-08-17T00:00:00.000,,2727 Tachevah Dr Apt 12
1158480-08-171,1074922,Ramon A.Navarrete,R & M Plumbing,48 Ocean Ave,San Francisco,CA,94112,2017-08-18T00:00:00.000,,2017-08-18T00:00:00.000,,48 Ocean Ave
1158492-08-171,1074929,Man Group LLC,Omg Tea,2891 Sanbruno Ave,San Francisco,CA,94134,2017-08-18T00:00:00.000,,2017-08-18T00:00:00.000,,2891 San Bruno Ave
1158494-08-171,1074930,"Chroma Colors, Inc.","Chroma Colors, Inc.",929 Po Box,Fairfax,CA,94978,2017-08-01T00:00:00.000,,2017-08-01T00:00:00.000,,59 Larkspur St Ste 1
1158504-08-171,1074938,Sam Burbank,Inverse Square Films,5 Bessie St,San Francisco,CA,94110,2017-08-17T00:00:00.000,,2017-08-17T00:00:00.000,,5 Bessie St
1158508-08-171,1074940,Alfonso Cosio,Bay Area Art Services,770 Van Ness Ave 105,San Francisco,CA,94102,2017-08-18T00:00:00.000,,2017-08-18T00:00:00.000,,770 Van Ness Ave 105 Ste
1158512-08-171,1074942,The Andrew Warner Company LLC,Mixergy,201 Mission St,San Francsico,CA,94105,2013-01-01T00:00:00.000,,2013-01-01T00:00:00.000,,0000 Undeliverable Mail
1158519-08-171,1074945,Cos And Company LLC,Cos And Company LLC,90 Heather Ave 304,San Francisco,CA,94118,2017-08-01T00:00:00.000,,2017-08-01T00:00:00.000,,90 Heather Ave Apt 304
1158524-08-171,1074947,Steven J Axelrod Inc,Steven J Axelrod Inc,513 Valencia St Ste 4,San Francisco,CA,94110,2014-01-01T00:00:00.000,,2014-01-01T00:00:00.000,,513 Valencia St Ste 4
1158525-08-171,1074947,Steven J Axelrod Inc,Tax Office SF,513 Valencia St Ste 4,San Francisco,CA,94110,2014-01-01T00:00:00.000,,2014-01-01T00:00:00.000,,513 Valencia St Ste 4
1158529-08-171,1074949,Henry Wang,Guardian Remodeling And Construction,11 Airport Blvd,South San Francisco,CA,94080,2017-07-01T00:00:00.000,,2017-07-01T00:00:00.000,,29 Burlwood Dr
1158545-08-171,1074962,Sas C-Stores Inc.,San Francisco Mart 3,3300 Cesar Chavez St,San Francisco,CA,94110,2017-07-20T00:00:00.000,,2017-07-20T00:00:00.000,,12003 Mukilteo Speedway 101 Ste
1158547-08-171,1074963,"Sas C-Stores, Inc.",San Francisco Mart 1,2000 19th Ave,San Francisco,CA,94116,2017-07-20T00:00:00.000,,2017-07-20T00:00:00.000,,12003 Mukilteo Speedway 101 Ste
1158551-08-171,1074965,Sas C-Stores Inc.,San Francisco Mart 2,2301 19th Ave,San Francisco,CA,94116,2017-07-20T00:00:00.000,,2017-07-20T00:00:00.000,,12003 Mukilteo Speedway 101 Ste
1158555-08-171,1074967,1926 Trophy Building Inc.,1926 Trophy Building Inc.,501 38th Ave,San Francisco,CA,94121,2010-08-16T00:00:00.000,,2010-08-16T00:00:00.000,,510 Chotem Crescent
1158557-08-171,1074968,Kelly Johnson,Casa Kj,1587 34th Ave,San Francisco,CA,94122,2017-08-18T00:00:00.000,,2017-08-18T00:00:00.000,,1587 34th Ave
1158559-08-171,1074969,Stephen Gene Fan Tam,532 28th Ave,532 28th Ave,San Francisco,CA,94121,2008-08-08T00:00:00.000,,2008-08-08T00:00:00.000,,115 Nova Dr
1158567-08-171,1012152,Women Organized To Make Abuse Nonexistent Inc (Woman Inc),Women Organized To Make Abuse Non Existent Inc.,26 Boardman Pl,San Francisco,CA,94103,1977-07-01T00:00:00.000,,2016-07-01T00:00:00.000,,26 Boardman Pl
1158574-08-171,340678,Ssb Technologies Inc,Level Access Inc.,114 Sansome St Ste 950,San Francisco,CA,94104,2000-04-02T00:00:00.000,,2017-07-01T00:00:00.000,,1310 N Courthouse Rd Ste 860
1158575-08-171,1039239,Elevated Systems Inc,Elevated San Francisco,2442 Bayshore Blvd,San Francisco,CA,94134,2016-07-08T00:00:00.000,,2017-08-18T00:00:00.000,,2442 Bay Shore Blvd
1158594-08-171,1074978,Connect Speech Therapy Inc.,Connect Speech Therapy Inc,1316 Leavenworth St,San Francisco,CA,94109,2017-08-15T00:00:00.000,,2017-08-15T00:00:00.000,,1316 Leavenworth St
1158606-08-171,401443,Waters Joshua A,Daiquiri Dash,864 Folsom St,San Francisco,CA,94107,2006-09-01T00:00:00.000,,2017-07-03T00:00:00.000,,864 Folsom St
