ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,dba_end_date,location_start_date,location_end_date,mailing_address_1
1263054-10-201,476824,Rezny Sarah,Sarah Rezny,3889 26th St,San Francisco,CA,94131,2013-03-01T00:00:00.000,,2020-10-30T00:00:00.000,,14 Buckelew St
1263055-10-201,386474,Verma Jane W,Jane W Design,80 Stoneman St,San Francisco,CA,94110,2005-03-01T00:00:00.000,,2017-12-15T00:00:00.000,,80 Stoneman St
1263056-10-201,1064345,Jane Verma,Subtonic Design,80 Stoneman St,San Francisco,CA,94110,2016-12-01T00:00:00.000,,2017-12-15T00:00:00.000,,80 Stoneman St
1263057-10-201,1085208,Tilton Pacific Construction Inc,"Tilton Pacific Construction, Inc.",4150 Citrus Ave,Rocklin,CA,95677,2018-03-01T00:00:00.000,,2020-10-30T00:00:00.000,,595 Menlo Dr
1263068-10-201,1118655,Daniel Vidal,Daniel's Heating & A/C,1506 57th Ave,Oakland,CA,95621,2020-10-30T00:00:00.000,,2020-10-30T00:00:00.000,,1506 57th Ave
1263086-10-201,1118663,Silva Goods And Services,Silva Goods And Services LLC,525 2nd St,Rodeo,CA,94572,2020-10-31T00:00:00.000,,2020-10-31T00:00:00.000,,Po Box 22472
1263088-10-201,1118664,Brian S Miller,Brian S Miller,1011 Bush St Apt 46,San Francisco,CA,94109,2020-02-12T00:00:00.000,,2020-02-12T00:00:00.000,,1011 Bush St 46 Apt
1263090-10-201,1118665,Henrietta Sholars,"Hennie Sholars, Do",151 Chenery St,San Francisco,CA,94131,2020-10-30T00:00:00.000,,2020-10-30T00:00:00.000,,151 Chenery St
1263102-11-201,1118671,"Aya Homes, LLC","Aya Homes, LLC",160 Vasquez Ave,San Francisco,CA,94127,2020-11-01T00:00:00.000,,2020-11-01T00:00:00.000,,160 Vasquez Ave Vasquez Ave
1263108-11-201,1118674,Schmidt Road Management,Schmidt Road Management,1927 22nd Ave,San Francisco,CA,94116,2020-10-12T00:00:00.000,,2020-10-12T00:00:00.000,,1927 22nd Ave
1263114-11-201,430263,North Beach Parking Srvcs Inc,North Beach Parking Services Inc,470 Broadway,San Francisco,CA,94133,2008-06-01T00:00:00.000,,2020-11-01T00:00:00.000,,1325 Howard Ave 435 Ste
1263131-11-201,1118579,Attache Associate,Attache Associates LLC,1307 Evans Ave #103,San Francisco,CA,94124,2020-10-28T00:00:00.000,,2020-10-28T00:00:00.000,,1307 Evans Ave
1263133-11-201,1118684,Maybelle Norris Inc,Maybelle Norris Inc,580 Irwin St Ste 210,San Rafael,CA,94901,2020-10-02T00:00:00.000,,2020-10-02T00:00:00.000,,Po Box 3979
1263134-11-201,480344,Vanderwaard Custom Inc,Reveal Partners,1998 Carroll Ave,San Francisco,CA,94124,2013-01-01T00:00:00.000,,2013-01-01T00:00:00.000,,1998 Carroll Ave
1263143-11-201,362351,Burt Michael N,Law Office Of Michael Burt Pc,1000 Brannan St Ste 400,San Francisco,CA,94103,2003-01-01T00:00:00.000,,2012-01-01T00:00:00.000,,1000 Brannan St Ste 400
1263149-11-201,1118689,Kevin Hunt Real Estate LLC,Kevin Hunt Real Estate,1292 Dolores St,San Francisco,CA,94110,2020-04-01T00:00:00.000,,2020-04-01T00:00:00.000,,1292 Dolores St
1263152-11-201,489730,Duetto Research Inc,Duetto Research Inc,333 Bush St,San Francisco,CA,94104,2012-02-24T00:00:00.000,,2019-01-01T00:00:00.000,,333 Bush St Fl 4
1263157-11-201,1118692,E. Sue Smith,Page Street Properties Plus,824 Page St Unit,San Francisco,CA,94117,2020-10-01T00:00:00.000,,2020-10-01T00:00:00.000,,824 Page St Unit
1263161-11-201,1118694,"Pacific Diversified Residential, LLC",,9 E Loockerman St Ste 311,Dover,DE,19901,2020-09-01T00:00:00.000,,2020-09-01T00:00:00.000,,425 Market St Ste 2900
1263167-11-201,1118697,The Transgender Advocates For Justice And Accountability Coalition,The Transgender Advocates For Justice And Accountability Coalition,1440 Thrush Ave Apt 43,San Leandro,CA,94578,2020-10-01T00:00:00.000,,2020-10-01T00:00:00.000,,1440 Thrush Ave 43 Apt
1263169-11-201,1118698,Hipaas Inc,Hipaas Inc,5890 Stoneridge Dr #209,Pleasanton,CA,94588,2020-11-02T00:00:00.000,,2020-11-02T00:00:00.000,,0000 Undeliverable Mail
1263174-11-201,1118700,Mackenzie Covington,Super Cool Shapes,1345 Clement St Apt 205,San Francisco,CA,94118,2020-07-25T00:00:00.000,,2020-07-25T00:00:00.000,,1345 Clement St 205 Apt
1263179-11-201,399422,Im & Assoc Accountancy Corp,Im & Associates Accountancy Corporation,1770 Post St,San Francisco,CA,94115,2006-07-01T00:00:00.000,,2020-11-01T00:00:00.000,,1770 Post St 235 Ste
1263181-11-201,1118703,Lillian Allegra Jacks,Lilly's,1508 Union St,San Francisco,CA,94123,2020-11-02T00:00:00.000,,2020-11-02T00:00:00.000,,1508 Union St
1263185-11-201,1118705,Emily Kern,Emilykerncolor LLC,24 Annapolis Terrace,San Francisco,CA,94118,2020-10-02T00:00:00.000,,2020-10-02T00:00:00.000,,24 Annapolis Terrace
1263187-11-201,1118049,Kristin Mei Eng Lum,Kristin Mei Eng Lum,1019 Pacific Ave,San Francisco,CA,94133,2020-10-01T00:00:00.000,,2020-10-01T00:00:00.000,,1019 Pacific Ave
1263188-11-201,1057369,Kelly Properties Inc,Kelly Brothers Construction,2460 21st Ave,San Francisco,CA,94116,2016-09-10T00:00:00.000,,2016-09-10T00:00:00.000,,2460 21st Ave
1263191-11-201,458359,Lab Zero Innovations Inc,Lab Zero Innovations Inc,1390 Market St Ste 200,San Francisco,CA,94102,2008-01-02T00:00:00.000,,2020-10-26T00:00:00.000,,1390 Market St 200 Ste
1263203-11-201,1118711,Mapped Inc.,Mapped Inc.,147 Standard St,El Segundo,CA,90245,2020-03-23T00:00:00.000,,2020-03-23T00:00:00.000,,147 Standard St
