ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,dba_end_date,location_start_date,location_end_date,mailing_address_1
1322036-01-231,1142144,Beneficial State Foundation,Beneficial State Foundation,1438 Webster St Ste 300,Oakland,CA,94612.0,2022-05-29T00:00:00.000,,2022-05-29T00:00:00.000,,1438 Webster St Ste 300
1322044-01-231,1142148,Ab-Thc-Ca,Maison Bloom,1221 Harrison St Ste 16,San Francisco,CA,94103.0,2023-01-03T00:00:00.000,,2023-01-03T00:00:00.000,,2353 S Tabor Way
1322046-01-231,1142149,"Underground Donut Tour, LLC","Underground Donut Tour, LLC",2922 W Lyndale St Unit 2,Chicago,IL,60647.0,2023-01-01T00:00:00.000,,2023-01-01T00:00:00.000,,2922 W Lyndale St Unit 2
1322048-01-231,1142150,Terence Turks,Terence Turks,775 23rd Ave,San Francisco,CA,94121.0,2023-01-01T00:00:00.000,,2023-01-01T00:00:00.000,,775 23rd Ave
1322050-01-231,1142151,"Bay Pass Driving School, LLC.","Bay Pass Driving School, LLC.",315 Montgomery St Rm 939,San Francisco,CA,94104.0,2023-01-18T00:00:00.000,,2023-01-18T00:00:00.000,,315 Montgomery St Rm 939
1322052-01-231,1142152,Mami Chuy`s,Mami Chuy`s,111 Marlin Ct,San Francisco,CA,94124.0,2023-01-18T00:00:00.000,,2023-01-18T00:00:00.000,,111 Marlin Ct
1322056-01-231,1142154,Twin Rivers Professional Tree Care Inc,Twin Rivers Professional Tree Care Inc,422 San Carlos Way,Stockton,CA,95207.0,2023-01-18T00:00:00.000,,2023-01-18T00:00:00.000,,422 San Carlos Way
1322062-01-231,1142157,Textabook.Com LLC,Textabook.Com,5214 F Diamond Heights Blvd # 3314,San Francisco,CA,94131.0,2023-01-01T00:00:00.000,,2023-01-01T00:00:00.000,,0000 Undeliverable Mail
1322066-01-231,1142159,"Priority Private Opco, LLC","Priority Private Opco, LLC",1005 Van Ness Ave,San Francisco,CA,94109.0,2023-01-18T00:00:00.000,,2023-01-18T00:00:00.000,,1005 Van Ness Ave
1322073-01-231,1142163,Blush Beaute Bar LLC,Blush Beaute Bar,1078 Sutter St,San Francisco,CA,94109.0,2023-01-16T00:00:00.000,,2023-01-16T00:00:00.000,,2178 42nd Ave
1322077-01-231,1142165,Kelitas Distribution,Kelitas Distribution,2 Cielito Dr,San Francisco,CA,94134.0,2023-01-18T00:00:00.000,,2023-01-18T00:00:00.000,,2 Cielito Dr
1322079-01-231,1142166,"Brambling, LLC","Brambling, LLC",2021 Folsom St,San Francisco,CA,94110.0,2018-04-23T00:00:00.000,,2019-08-01T00:00:00.000,,2370 Market St Unit 393
1322081-01-231,1142167,Vanguard Motors LLC,Vanguard Motors LLC,350 10th St,San Francisco,CA,94103.0,2023-01-18T00:00:00.000,,2023-01-18T00:00:00.000,,350 10th St
1322083-01-231,1142168,Blue Dog Distributing LLC,Blue Dog Beverage,3053 Freeport Blvd # 260,Sacramento,CA,95818.0,2023-01-18T00:00:00.000,,2023-01-18T00:00:00.000,,3053 Freeport Blvd # 260
1322088-01-231,1142170,"Rubber Ducky Labs, Inc.","Rubber Ducky Labs, Inc.",2261 Market St # 4809,San Francisco,CA,94114.0,2022-07-25T00:00:00.000,,2022-07-25T00:00:00.000,,2261 Market St # 4809
1322093-01-231,1142173,Carolyn Lebourgeois,C.L. Tattoos,177 Valencia St,San Francisco,CA,94103.0,2023-01-10T00:00:00.000,,2023-01-10T00:00:00.000,,177 Valencia St
