"uniqueid","ttxid","certificate_number","ownership_name","dba_name","full_business_address","city","state","business_zip","dba_start_date","dba_end_date","location_start_date","location_end_date","administratively_closed","mailing_address_1","mail_city","mail_zipcode","mail_state","naic_code","naic_code_description","naics_code_descriptions_list","parking_tax","transient_occupancy_tax","lic","lic_code_description","lic_code_descriptions_list","supervisor_district","neighborhoods_analysis_boundaries","business_corridor","location","data_as_of","data_loaded_at",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md",":@computed_region_jwn9_ihcz"
"1123508-10-161-1043489","1123508-10-161","1043489","Jackson Fuller Real Estate","The Jacksonfuller Team","2282 Market St","San Francisco","CA","94114","2016-01-01T00:00:00.000",,"2016-01-01T00:00:00.000","2018-01-01T00:00:00.000",,"550 Irving St","San Francisco","94122","CA","5300-5399","Real Estate and Rental and Leasing Services","Real Estate and Rental and Leasing Services","false","false",,,,"8","Castro/Upper Market","Market/Castro","POINT (-122.432841 37.764891)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","28","7","5","5","28"
"0435112-01-001-0435112","0435112-01-001","0435112","Caucus Pizza Inc","Nances Coin Laundry","2838 California St","San Francisco","CA","94115","2009-01-22T00:00:00.000","2021-04-30T00:00:00.000","2009-01-22T00:00:00.000","2021-04-30T00:00:00.000",,,,,,,,,"false","false",,,,"2","Pacific Heights",,"POINT (-122.4411705 37.788282)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","102","8","6","30","102"
"1351269-01-241-0477404","1351269-01-241","0477404","Guckenheimer Services LLC","Guckenheimer @ Google Mk F5","188 Embarcadero Fl 5","San Francisco","CA","94105","2013-01-01T00:00:00.000",,"2024-01-28T00:00:00.000",,,"1017 Central Pkwy N Ste","San Antonio","78232","TX","7220-7229","Food Services","Food Services","false","false",,,,"6","Financial District/South Beach",,"POINT (-122.391693 37.792584)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","108","1","10","8","108"
"0363774-01-001-0363774","0363774-01-001","0363774","Williams Peter","Williams Construction","70 Cook St","San Francisco","CA","94118","2003-02-18T00:00:00.000","2017-12-31T00:00:00.000","2011-01-01T00:00:00.000","2017-12-31T00:00:00.000",,,,,,,,,"false","false",,,,"2","Presidio Heights",,"POINT (-122.4519795 37.782549)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","11","8","6","31","11"
"1311715-08-221-1061061","1311715-08-221","1061061","Data Virtuality Inc.","Data Virtuality Inc.","2261 Market St # 4788","San Francisco","CA","94114","2016-09-01T00:00:00.000",,"2022-08-08T00:00:00.000",,,"2261 Market St # 4788","San Francisco","94114","CA","5400-5499","Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","false","false",,,,"8","Castro/Upper Market","Market/Castro","POINT (-122.4319545 37.764693)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","38","3","5","5","38"
"1173416-12-171-1037794","1173416-12-171","1037794","Crum Chawee","Crum Chawee","851 Post St #21","San Francisco","CA","94109","2008-11-07T00:00:00.000",,"2008-11-07T00:00:00.000",,,"851 Post St Apt 21","San Francisco","94109","CA",,,,"false","false","H68","GENERAL MASSAGE PRACTITIONER","GENERAL MASSAGE PRACTITIONER","3","Tenderloin",,"POINT (-122.415822 37.787067)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","50","6","10","36","50"
"0439375-02-001-0439375","0439375-02-001","0439375","Scubedsf LLC","Scubedsf","1995 21st Ave","San Francisco","CA","94116","2009-04-03T00:00:00.000","2013-09-30T00:00:00.000","2009-04-03T00:00:00.000","2013-09-30T00:00:00.000",,,,,,,,,"false","false",,,,"4","Sunset/Parkside",,"POINT (-122.4786645 37.750554)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","39","10","7","35","39"
"1162913-10-171-1076965","1162913-10-171","1076965","Eli Bishop","Eli Bishop","629 Guerrero St Apt 7","San Francisco","CA","94110","2017-09-01T00:00:00.000","2018-01-31T00:00:00.000","2017-09-01T00:00:00.000","2018-01-31T00:00:00.000",,,,,,"5400-5499","Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","false","false",,,,"9","Mission",,"POINT (-122.4234315 37.761084)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","37","3","5","20","37"
"1202492-10-181-1093655","1202492-10-181","1093655","4lc Valencia LLC","4lc Valencia LLC","560 Valencia St","San Francisco","CA","94110","2018-10-03T00:00:00.000",,"2018-10-03T00:00:00.000","2018-10-03T00:00:00.000",,"2309 Noriega St 1012 #","San Francisco","94122","CA","5300-5399","Real Estate and Rental and Leasing Services","Real Estate and Rental and Leasing Services","false","false",,,,"9","Mission",,"POINT (-122.422095 37.763865)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","37","3","5","20","37"
"1274292-04-211-1123219","1274292-04-211","1123219","Henrique De Castro Sampaio","Sampa's Cleaning Services","702 N San Marcos Dr","Mountain House","CA","95391","2021-04-09T00:00:00.000",,"2021-04-09T00:00:00.000",,,"702 N San Marcos Dr","Mountain House","95391","CA",,,,"false","false",,,,,,,"POINT (-121.553041964 37.790723004)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"1362876-05-241-1159085","1362876-05-241","1159085","Security Bay Area, LLC","Security Bay Area, LLC","1485 Bay Shore Blvd # 199","San Francisco","CA","94124","2024-05-01T00:00:00.000",,"2024-05-01T00:00:00.000",,,"1485 Bay Shore Blvd # 199","San Francisco","94124","CA","2300-2399","Construction","Construction","false","false",,,,"10","Bayview Hunters Point",,"POINT (-122.4006435 37.725939)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","86","2","9","1","86"
"0350851-01-001-0350851","0350851-01-001","0350851","Tong Edmond & Gee Nancy","Oak And Scott Laundromat","991 Oak St","San Francisco","CA","94117","2001-12-01T00:00:00.000","2012-12-01T00:00:00.000","2001-12-01T00:00:00.000","2012-12-01T00:00:00.000",,,,,,,,,"false","false",,,,"5","Haight Ashbury",,"POINT (-122.435478 37.773234)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","26","4","11","3","26"
"1292621-12-211-1130062","1292621-12-211","1130062","Mongol Cafe","Mongol Cafe","842 Geary St","San Francisco","CA","94109","2021-11-30T00:00:00.000",,"2021-12-01T00:00:00.000",,,"842 Geary St","San Francisco","94109","CA","7220-7229","Food Services","Food Services","false","false","H24","RESTAURANT - UNDER 1,000 SQFT","RESTAURANT - UNDER 1,000 SQFT","3","Tenderloin",,"POINT (-122.41719 37.786527)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","50","6","10","36","50"
"1033283-07-151-1015841","1033283-07-151","1015841","Cusing Mark E And Sophia S Revocable Living Trust","995 North Point Apts","995 Northpoint","San Francisco","CA","94109","2009-07-01T00:00:00.000",,"2009-07-01T00:00:00.000",,,"3543 Sacramento St","San Francisco","94118","CA","7210-7219","Accommodations","Accommodations","false","false",,,,"2","Russian Hill",,"POINT (-122.423494 37.805286743)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","98","6","6","32","98"
"1380589-02-251-1166522","1380589-02-251","1166522","Genesis Vallejo","Genesis Vallejo","2101 Lawton St","San Francisco","CA","94122","2025-02-03T00:00:00.000",,"2025-02-03T00:00:00.000",,,"2101 Lawton St","San Francisco","94122","CA","7100-7199","Arts, Entertainment, and Recreation","Arts, Entertainment, and Recreation","false","false",,,,"4","Sunset/Parkside",,"POINT (-122.485545 37.757448)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","39","10","7","35","39"
"1067562-05-161-1032961","1067562-05-161","1032961","Ntx 94123 LLC","Ntx 94123 LLC","2736 Franklin St #2758","San Francisco","CA","94123","2016-01-01T00:00:00.000",,"2016-01-01T00:00:00.000",,,"1517 N Point St # 529","San Francisco","94123","CA",,,,"false","false",,,,"2","Marina",,"POINT (-122.42565 37.799874)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","15","4","6","13","15"
"1128024-11-161-1061469","1128024-11-161","1061469","Kemnitz Terri","Hair By Teri Anne","2444 Fillmore St","San Francisco","CA","94115","2016-11-21T00:00:00.000","2017-08-01T00:00:00.000","2016-11-21T00:00:00.000","2016-12-23T00:00:00.000",,,,,,,,,"false","false",,,,"2","Pacific Heights",,"POINT (-122.434227 37.792188)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","102","4","6","30","102"
"1135555-02-171-1065148","1135555-02-171","1065148","Christine Fong","198 Hancock St","198 Hancock Street","San Francisco","CA","94114","2017-02-07T00:00:00.000","2017-02-07T00:00:00.000","2017-02-07T00:00:00.000","2019-04-20T00:00:00.000",,,,,,,,,"false","false",,,,"8","Castro/Upper Market",,"POINT (-122.4324675 37.760364)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","52","3","5","5","52"
"0335826-02-001-0335826","0335826-02-001","0335826","Fcb Worldwide Inc","Fcb San Francisco","1160 Battery St","San Francisco","CA","94111","2000-01-01T00:00:00.000",,"2004-07-01T00:00:00.000",,,"13801 Fnb Pkwy","Omaha","68154","NE","5400-5499","Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","false","false",,,,"3","Financial District/South Beach",,"POINT (-122.401134 37.801917)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","77","6","3","8","77"
"1335831-06-231-1147823","1335831-06-231","1147823","Lu Wang","Lux Bay Realty Group","891 Beach St","San Francisco","CA","94109","2023-06-01T00:00:00.000","2024-02-29T00:00:00.000","2023-06-01T00:00:00.000","2024-02-29T00:00:00.000",,,,,,"5300-5399","Real Estate and Rental and Leasing Services","Real Estate and Rental and Leasing Services","false","false",,,,"2","Russian Hill",,"POINT (-122.4235575 37.80612)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","98","6","6","32","98"
"0450173-38-001-0450173","0450173-38-001","0450173","Sol Rouge LLC","Beach Blanket Beer","200 California Ave Ste 180n","San Francisco","CA","94130","2010-07-01T00:00:00.000","2021-12-31T00:00:00.000","2012-02-14T00:00:00.000","2021-12-31T00:00:00.000",,,,,,,,,"false","false",,,,"6","Treasure Island",,"POINT (-122.370282647 37.818208171)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","36","1","10","37","36"
"1384281-03-251-0324865","1384281-03-251","0324865","San Francisco Aids Foundation","San Francisco Aids Foundation","940 Howard St","San Francisco","CA","94103","1984-03-01T00:00:00.000",,"2024-04-01T00:00:00.000",,,"940 Howard St","San Francisco","94103","CA",,,,"false","false",,,,"6","South of Market",,"POINT (-122.4061425 37.780758)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","32","1","10","34","32"
"0399053-01-001-0399053","0399053-01-001","0399053","Guntavong Tanet","Bay Area Vdo Production","1124 Eddy St Unit C","San Francisco","CA","94109","2006-05-31T00:00:00.000",,"2006-08-24T00:00:00.000",,,"1124 Eddy St Unit C","San Francisco","94109","CA",,,,"false","false",,,,"2","Western Addition",,"POINT (-122.4263385 37.782441)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","100","4","11","39","100"
"1074727-06-161-1011604","1074727-06-161","1011604","Airbrite Inc","Airbrite Inc","28620 Matadero Creek Ct","Los Altos","CA","94022","2013-01-01T00:00:00.000","2016-05-13T00:00:00.000","2016-06-01T00:00:00.000","2016-05-13T00:00:00.000",,,,,,,,,"false","false",,,,,,,"POINT (-122.16190098 37.370020993)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"1261407-10-201-0335856","1261407-10-201","0335856","Ace Parking Management Inc","Ace Parking IIi LLC","100 Hooper St","San Francisco","CA","94107","2000-02-01T00:00:00.000",,"2020-10-01T00:00:00.000","2021-12-31T00:00:00.000",,"645 Ash St","San Diego","92101","CA","8100-8139","Certain Services","Certain Services","false","false",,,,"6","Mission Bay",,"POINT (-122.3986005 37.768977)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","33","1","9","4","33"
"1163251-10-171-1077113","1163251-10-171","1077113","IVan  Buljan","Buljan Construction","39th Ave.","Ssn Mateo","CA","94403","2017-10-05T00:00:00.000","2018-02-01T00:00:00.000","2017-10-05T00:00:00.000","2018-02-01T00:00:00.000",,,,,,"2300-2399","Construction","Construction","false","false",,,,,,,"POINT (-122.30083 37.52952)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"0943382-01-001-0943382","0943382-01-001","0943382","A3 Solutions Incorporated","A3 Solutions Incorporated","1 Market St #3500","San Francisco","CA","94105","1995-07-01T00:00:00.000",,"2002-02-02T00:00:00.000",,,"2021 Fillmore St Ste 2079","San Francisco","94115","CA","5100-5199","Information","Information","false","false",,,,"6","Financial District/South Beach",,"POINT (-122.3950005 37.793988)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","108","6","10","8","108"
"1078103-06-161-1037989","1078103-06-161","1037989","American Pacific International Capital Inc","American Pacific International Capital Inc","5 Thomas Mellon Cir Ste 305","San Francisco","CA","94134","2016-04-13T00:00:00.000",,"2016-04-13T00:00:00.000",,,"5 Thomas Mellon Cir Ste 305","San Francisco","94134","CA","5600-5699","Administrative and Support Services","Administrative and Support Services","false","false",,,,"10","Bayview Hunters Point",,"POINT (-122.392777257 37.70922777)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","79","2","9","1","79"
"1216467-03-191-0468120","1216467-03-191","0468120","18 Grams LLC","Neutral","683 Commercial St","San Francisco","CA","94111","2012-04-06T00:00:00.000",,"2019-03-19T00:00:00.000","2022-02-28T00:00:00.000",,"3157 Geary Blvd","San Francisco","94118","CA","7220-7229","Food Services","Food Services","false","false","H24","RESTAURANT - UNDER 1,000 SQFT","RESTAURANT - UNDER 1,000 SQFT","3","Chinatown",,"POINT (-122.404284 37.793934)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","104","6","3","6","104"
"0193541-01-001-0193541","0193541-01-001","0193541","Barcelino Continental Corp","Barcelino","498 Post St","San Francisco","CA","94102","1986-05-06T00:00:00.000",,"1986-05-06T00:00:00.000",,,"111 Lucky Dr","Corte Madera","94925","CA","4400-4599","Retail Trade","Retail Trade","false","false","POS01","POINT OF SALES","POINT OF SALES","3","Nob Hill",,"POINT (-122.409891 37.788237)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","19","6","3","21","19"
"1289828-10-211-1058654","1289828-10-211","1058654","Side Inc","Moving Mountains","580 4th St","San Francisco","CA","94107","2016-09-01T00:00:00.000",,"2021-10-25T00:00:00.000",,,"580 4th St","San Francisco","94107","CA","5300-5399","Real Estate and Rental and Leasing Services","Real Estate and Rental and Leasing Services","false","false",,,,"6","South of Market",,"POINT (-122.396967 37.778499)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","32","1","10","34","32"
