"uniqueid","ttxid","certificate_number","ownership_name","dba_name","full_business_address","city","state","business_zip","dba_start_date","dba_end_date","location_start_date","location_end_date","administratively_closed","mailing_address_1","mail_city","mail_zipcode","mail_state","naic_code","naic_code_description","naics_code_descriptions_list","parking_tax","transient_occupancy_tax","lic","lic_code_description","lic_code_descriptions_list","supervisor_district","neighborhoods_analysis_boundaries","business_corridor","location","data_as_of","data_loaded_at",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md",":@computed_region_jwn9_ihcz"
"0403758-02-001-0403758","0403758-02-001","0403758","Yates Rina","Cloeeco","2211 Stockton St 305","San Francisco","CA","94133","2011-10-26T00:00:00.000","2018-05-31T00:00:00.000","2011-10-26T00:00:00.000","2016-05-31T00:00:00.000",,,,,,,,,"false","false",,,,"3","North Beach",,"POINT (-122.4108855 37.806444)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","99","6","3","23","99"
"0458943-02-001-0458943","0458943-02-001","0458943","Gateway Science & Engineering","Gateway Science & Engineering","4 Embarcadero Ctr #1436","San Francisco","CA","94111","2011-05-01T00:00:00.000","2020-12-31T00:00:00.000","2011-05-01T00:00:00.000","2020-12-31T00:00:00.000",,,,,,,,,"false","false",,,,"6","Mission Bay",,"POINT (-122.388064189 37.782029332)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","31","1","10","4","31"
"0344767-01-001-0344767","0344767-01-001","0344767","Mr 18","Michael","400 Grant Ave","San Francisco","CA","94108","2001-04-10T00:00:00.000",,"2001-04-10T00:00:00.000",,,"400 Grant Ave","San Francisco","94108","CA","4400-4599","Retail Trade","Retail Trade","false","false",,,,"3","Financial District/South Beach","Chinatown","POINT (-122.405427 37.790793)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","104","6","3","8","104"
"1196555-07-181-1090878","1196555-07-181","1090878","Erica D Garcia","Erica D Garcia Consulting","1447 Crestwood Dr","South San Francisco","CA","94080","2011-06-01T00:00:00.000","2019-05-31T00:00:00.000","2011-06-01T00:00:00.000","2019-05-31T00:00:00.000",,,,,,"5600-5699","Administrative and Support Services","Administrative and Support Services","false","false",,,,,,,"POINT (-122.437118004 37.670799008)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"0438380-01-001-0438380","0438380-01-001","0438380","Gonzalez Rafael","R Gonzalez Painting & Decorati","1678 Sanchez St","San Francisco","CA","94131","2008-02-28T00:00:00.000","2023-05-12T00:00:00.000","2008-02-28T00:00:00.000","2023-05-12T00:00:00.000",,,,,,"2300-2399","Construction","Construction","false","false",,,,"8","Noe Valley",,"POINT (-122.429097 37.742283)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","84","9","5","22","84"
"0411863-01-999-0411863","0411863-01-999","0411863","Talasopone Chakrit","Talasopone Chakrit","251 Cadloni Ln Apt L","Vallejo","CA","94591","2007-01-01T00:00:00.000","2018-06-30T00:00:00.000","2007-01-01T00:00:00.000","2018-06-30T00:00:00.000","***Administratively Closed",,,,,,,,"false","false",,,,,,,"POINT (-122.221630002 38.127108015)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"1311792-08-221-1137415","1311792-08-221","1137415","Bay Portfolios LLC","Bay Portfolios","2406 30th Ave","San Francisco","CA","94116","2022-07-18T00:00:00.000",,"2022-07-18T00:00:00.000",,,"2406 30th Ave","San Francisco","94116","CA","7210-7219","Accommodations","Accommodations","false","false",,,,"4","Sunset/Parkside",,"POINT (-122.487255 37.742328)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","40","10","7","35","40"
"1170284-12-171-1080569","1170284-12-171","1080569","Innovyze Inc.","Innovyze, Inc.","6720 Sw Macadam Ave Ste 150","Portland","OR","97219","2017-12-12T00:00:00.000",,"2017-12-12T00:00:00.000","2017-12-11T00:00:00.000",,"221 Se Ankeny St","Portland","97214","OR",,,,"false","false",,,,,,,"POINT (-122.671366969 45.474875991)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"0474333-01-001-0474333","0474333-01-001","0474333","Black Robert C","Robert Black","201 Spear St 1100","San Francisco","CA","94105","2012-11-13T00:00:00.000","2015-06-30T00:00:00.000","2012-11-13T00:00:00.000","2015-06-30T00:00:00.000",,,,,,,,,"false","false",,,,"6","Financial District/South Beach",,"POINT (-122.3918055 37.791189)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","108","1","10","8","108"
"1339459-08-231-1149309","1339459-08-231","1149309","A Black Tie Affair Inc.","A Black Tie Affair Inc.","161 Beacon St","South San Francisco","CA","94080","2023-01-01T00:00:00.000",,"2023-01-01T00:00:00.000",,,"161 Beacon St","South San Francisco","94080","CA","7220-7229","Food Services","Food Services","false","false",,,,,,,"POINT (-122.403586033 37.639946983)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"1323115-02-231-1142623","1323115-02-231","1142623","Bay City Krav Maga","Bay City Krav Maga","1909 Bush St","San Francisco","CA","94115","2023-02-01T00:00:00.000",,"2023-02-01T00:00:00.000",,,"1179 Hayes St St Apt 2","San Francisco","94117","CA",,,,"false","false",,,,"5","Pacific Heights",,"POINT (-122.428701 37.787346)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","101","4","11","30","101"
"1017157-01-151-1008221","1017157-01-151","1008221","Reynoso Juan M","Flower Corner","2295 Market St","San Francisco","CA","94114","2015-01-27T00:00:00.000",,"2015-01-27T00:00:00.000",,,"38 Calgary St","San Francisco","94134","CA",,,,"false","false",,,,"8","Castro/Upper Market","Market/Castro","POINT (-122.432373 37.764459)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","38","3","5","5","38"
"0463718-03-001-0463718","0463718-03-001","0463718","Aron Elizabeth A","Synchroincity","182 Clinton Park Rear","San Francisco","CA","94103","2011-10-13T00:00:00.000","2023-05-31T00:00:00.000","2011-10-13T00:00:00.000","2015-01-01T00:00:00.000",,,,,,"5400-5499","Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","false","false",,,,"9","Mission",,"POINT (-122.424057 37.769328)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","37","3","5","20","37"
"0316251-04-001-0316251","0316251-04-001","0316251","Bonneville Charitable Foundatn","Z Care For Kids","201 3rd St.,Ste.1200","San Francisco","CA","94103","1998-05-04T00:00:00.000","2014-12-31T00:00:00.000","2005-04-18T00:00:00.000","2014-12-31T00:00:00.000",,,,,,,,,"false","false",,,,"6","Financial District/South Beach",,"POINT (-122.399829 37.785051)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","32","1","10","8","32"
"1193590-06-181-0440045","1193590-06-181","0440045","Imagink Copy Srvces & Ink Supp","Imagink Copy Services& Ink Supplies","475 Sansome St Ste 100n","San Francisco","CA","94111","2009-06-01T00:00:00.000",,"2018-05-01T00:00:00.000",,,"475 Sansome St Ste 100n","San Francisco","94111","CA",,,,"false","false",,,,"3","Chinatown",,"POINT (-122.401962 37.794717)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","108","6","3","6","108"
"0437457-01-001-0437457","0437457-01-001","0437457","Xetum LLC","Xetum LLC","760 Market St 1009","San Francisco","CA","94102","2009-02-27T00:00:00.000","2016-06-21T00:00:00.000","2009-09-01T00:00:00.000","2016-06-21T00:00:00.000",,,,,,,,,"false","false",,,,"6","Financial District/South Beach",,"POINT (-122.404959904 37.786550723)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","19","5","3","8","19"
"0182272-02-999-0182272","0182272-02-999","0182272","Nestle Healthcare Nutrition In","Novartis Nutrition Corp","10801 Red Circle Dr","Minnetonka","MN","55343","1988-01-01T00:00:00.000",,"2008-01-22T00:00:00.000",,,"30500 Bainbridge Rd","Solon","44139","OH",,,,"false","false",,,,,,,"POINT (-93.418016356 44.894816398)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
