"uniqueid","ttxid","certificate_number","ownership_name","dba_name","full_business_address","city","state","business_zip","dba_start_date","dba_end_date","location_start_date","location_end_date","administratively_closed","mailing_address_1","mail_city","mail_zipcode","mail_state","naic_code","naic_code_description","naics_code_descriptions_list","parking_tax","transient_occupancy_tax","lic","lic_code_description","lic_code_descriptions_list","supervisor_district","neighborhoods_analysis_boundaries","business_corridor","location","data_as_of","data_loaded_at",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md",":@computed_region_jwn9_ihcz"
"1381992-02-251-1167109","1381992-02-251","1167109","Climatebase","Climatebase","548 Market St","San Francisco","CA","94104","2021-08-20T00:00:00.000",,"2021-08-20T00:00:00.000",,,"548 Market St","San Francisco","94104","CA",,,,"false","false",,,,"3","Financial District/South Beach",,"POINT (-122.4007965 37.790064)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","108","6","3","8","108"
"1240032-12-191-1109251","1240032-12-191","1109251","Signify Health Medical Associates Of California, Pc","Signify Health Medical Associates Of California, Pc","505 Montgomery St Fl 10th","San Francisco","CA","94111","2019-12-06T00:00:00.000",,"2019-12-06T00:00:00.000",,,"4055 Valley View Ln Ste 400","Dallas","75244","TX","6100-6299","Private Education and Health Services","Private Education and Health Services","false","false",,,,"3","Chinatown",,"POINT (-122.4031545 37.793997)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","104","6","3","6","104"
"1078913-06-161-0183461","1078913-06-161","0183461","Consolidated Electrical Distributors Inc","Contractors Electrical Distributors","1111 Connecticut St","San Francisco","CA","94107","1988-01-01T00:00:00.000",,"2016-06-27T00:00:00.000",,,"1920 Westridge Dr","Irving","75038","TX",,,,"false","false","D32 WM03","Multiple","STORAGE OF COMBUSTIBLE MATERIALS (HIGH-PILED); FABRIC, CORDAGE, WIRE MEASURE","10","Bayview Hunters Point",,"POINT (-122.3962245 37.751211)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","54","2","9","1","54"
"1312112-08-221-1137906","1312112-08-221","1137906","Renov-Bay Construction, Inc","Renov-Bay Construction, Inc","427 Stambaugh St Apt 5","Redwood City","CA","94063","2022-08-01T00:00:00.000",,"2022-08-01T00:00:00.000",,,"427 Stambaugh St Apt 5","Redwood City","94063","CA","2300-2399","Construction","Construction","false","false",,,,,,,"POINT (-122.222528962 37.484155985)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"1322766-01-231-1142478","1322766-01-231","1142478","Barri Pitkoff Aji","Mount Davidson Manor","649 Darien Way","San Francisco","CA","94127","2023-01-29T00:00:00.000",,"2023-01-29T00:00:00.000",,,"649 Darien Way","San Francisco","94127","CA","7210-7219","Accommodations","Accommodations","false","true",,,,"7","West of Twin Peaks",,"POINT (-122.464413 37.731366)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","63","10","8","41","63"
"1336160-06-231-1147950","1336160-06-231","1147950","Alliance For Cooperative Energy Services Power Marketing LLC","Alliance For Cooperative Energy Services Power Marketing LLC","4140 W 99th St","Carmel","IN","46032","2023-06-01T00:00:00.000",,"2023-06-01T00:00:00.000",,,"4140 W 99th St","Carmel","46032","IN",,,,"false","false",,,,,,,"POINT (-86.236085969 39.930997011)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"1176841-01-181-1082667","1176841-01-181","1082667","Palio Di Siena LLC","El Cafe","1400 Taraval St","San Francisco","CA","94116","2018-01-23T00:00:00.000",,"2018-01-23T00:00:00.000",,,"1400 Taraval St","San Francisco","94116","CA","7220-7229","Food Services","Food Services","false","false","H24","RESTAURANT - UNDER 1,000 SQFT","RESTAURANT - UNDER 1,000 SQFT","4","Sunset/Parkside","Parkside Taraval","POINT (-122.4813015 37.743057)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","40","10","7","35","40"
"1142639-04-171-1068491","1142639-04-171","1068491","Nova Credit Inc.","Nova Credit Inc.","2 Mint Pl Ste 501","San Francisco","CA","94103","2017-01-03T00:00:00.000",,"2017-01-04T00:00:00.000","2018-07-01T00:00:00.000",,"Po Box 77188","San Francisco","94107","CA",,,,"false","false",,,,"6","South of Market","Central Market","POINT (-122.407578 37.783125)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","32","5","10","34","32"
"1313203-08-221-1138389","1313203-08-221","1138389","Monte Maniz","Paramount Builders","450 26th Ave","San Francisco","CA","94121","2022-08-05T00:00:00.000",,"2022-08-05T00:00:00.000",,,"7821 Stearman Rd","Tracy","95377","CA","2300-2399","Construction","Construction","false","false",,,,"1","Outer Richmond",,"POINT (-122.485581 37.781028)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","8","8","4","29","8"
"1144594-04-171-1069447","1144594-04-171","1069447","Ringtrail Technologies LLC","Ringtrail Technologies LLC","156 Second St","San Francisco","CA","94105","2016-01-04T00:00:00.000","2021-06-30T00:00:00.000","2016-01-04T00:00:00.000","2021-06-30T00:00:00.000","***Administratively Closed",,,,,"5400-5499","Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","false","false",,,,"6","Financial District/South Beach",,"POINT (-122.399055 37.787229)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","32","1","10","8","32"
