incident_number,exposure_number,id,address,incident_date,call_number,alarm_dttm,arrival_dttm,close_dttm,city,zipcode,battalion,station_area,box,suppression_units,suppression_personnel,ems_units,ems_personnel,other_units,other_personnel,first_unit_on_scene,estimated_property_loss,estimated_contents_loss,fire_fatalities,fire_injuries,civilian_fatalities,civilian_injuries,number_of_alarms,primary_situation,mutual_aid,action_taken_primary,action_taken_secondary,action_taken_other,detector_alerted_occupants,property_use,area_of_fire_origin,ignition_cause,ignition_factor_primary,ignition_factor_secondary,heat_source,item_first_ignited,human_factors_associated_with_ignition,structure_type,structure_status,floor_of_fire_origin,fire_spread,no_flame_spread,number_of_floors_with_minimum_damage,number_of_floors_with_significant_damage,number_of_floors_with_heavy_damage,number_of_floors_with_extreme_damage,detectors_present,detector_type,detector_operation,detector_effectiveness,detector_failure_reason,automatic_extinguishing_system_present,automatic_extinguishing_sytem_type,automatic_extinguishing_sytem_perfomance,automatic_extinguishing_sytem_failure_reason,number_of_sprinkler_heads_operating,supervisor_district,neighborhood_district,point,data_as_of,data_loaded_at
9093938,0,90939380,Kearny St. / Sacramento St.,2009-11-06T00:00:00.000,93100386,2009-11-06T23:37:12.000,2009-11-06T23:40:28.000,2009-11-06T23:41:11.000,SF,94104,B01,13,,2,9,0,0,0,0,E13,,,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",,86 - Investigate,,,,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Chinatown,POINT (-122.404617 37.793565),2009-11-08T22:33:51.000,2025-06-01T02:18:08.000
9093941,0,90939410,2010 Pacific Av.,2009-11-06T00:00:00.000,93100390,2009-11-06T23:49:50.000,2009-11-06T23:56:53.000,2009-11-07T00:28:22.000,SF,94123,B04,38,,3,10,0,0,0,0,E38,,,0,0,0,0,1,"520 - Water problem, other",,66 - Remove water,,,,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Pacific Heights,POINT (-122.428412 37.794226),2009-11-07T00:31:25.000,2025-06-01T02:18:08.000
9093953,0,90939530,2790 Folsom St.,2009-11-07T00:00:00.000,93110014,2009-11-07T01:12:41.000,2009-11-07T01:15:38.000,2009-11-07T01:28:40.000,SF,94110,B06,07,,2,9,0,0,0,0,E07,,,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",,86 - Investigate,,,,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Mission,POINT (-122.41436413 37.75262217),2009-12-04T21:20:40.000,2025-06-01T02:18:08.000
9093960,0,90939600,150 Font Bl.,2009-11-07T00:00:00.000,93110022,2009-11-07T01:38:56.000,2009-11-07T01:45:38.000,2009-11-07T02:01:34.000,SF,94132,B08,33,,3,11,0,0,0,0,E33,,,0,0,0,0,1,"714 - Central station, malicious false alarm",,86 - Investigate,,,,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,Lakeshore,POINT (-122.473678 37.715515),2009-11-07T07:17:54.000,2025-06-01T02:18:08.000
9093967,0,90939670,15th St. / Castro St.,2009-11-07T00:00:00.000,93110030,2009-11-07T02:11:26.000,2009-11-07T02:16:38.000,2009-11-07T02:42:05.000,SF,94114,B05,06,,1,4,0,0,0,0,E06,,,0,0,0,0,1,324 - Motor vehicle accident with no injuries.,,86 - Investigate,,,,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,Castro/Upper Market,POINT (-122.435472 37.765725),2009-11-07T07:22:02.000,2025-06-01T02:18:08.000
9093968,0,90939680,2425 Geary Bl.,2009-11-07T00:00:00.000,93110031,2009-11-07T02:19:03.000,2009-11-07T02:24:18.000,2009-11-07T02:33:46.000,SF,94102,B05,10,,3,10,0,0,0,0,E10,,,0,0,0,0,1,735 - Alarm system sounded due to malfunction,,86 - Investigate,,,,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Lone Mountain/USF,POINT (-122.443226 37.782308),2009-12-18T20:48:52.000,2025-06-01T02:18:08.000
9093970,0,90939700,2431 15th Av.,2009-11-07T00:00:00.000,93110033,2009-11-07T02:19:07.000,2009-11-07T02:28:21.000,2009-11-07T02:39:17.000,SF,94116,B08,40,,1,4,0,0,0,0,E40,,,0,0,0,0,1,"520 - Water problem, other",,86 - Investigate,,,,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,West of Twin Peaks,POINT (-122.471262 37.74143634),2009-11-07T07:15:49.000,2025-06-01T02:18:08.000
9093974,0,90939740,237 Excelsior Av.,2009-11-07T00:00:00.000,93110037,2009-11-07T02:48:53.000,2009-11-07T02:59:42.000,2009-11-07T03:19:05.000,SF,94112,B09,43,,1,5,0,0,0,0,T15,,,0,0,0,0,1,522 - Water or steam leak,,64 - Shut down system,,,,"400 - Residential, other",,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,Excelsior,POINT (-122.4305489 37.72470658),2009-11-09T14:19:58.000,2025-06-01T02:18:08.000
9093981,0,90939810,Anderson St. / Eugenia Av.,2009-11-07T00:00:00.000,93110045,2009-11-07T03:39:16.000,2009-11-07T03:45:42.000,2009-11-07T03:46:52.000,SF,94110,B06,32,,1,4,0,0,0,0,E32,,,0,0,0,0,1,324 - Motor vehicle accident with no injuries.,,86 - Investigate,,,,"400 - Residential, other",,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Bernal Heights,POINT (-122.4152371 37.74041613),2010-01-07T10:44:52.000,2025-06-01T02:18:08.000
9093984,0,90939840,57 Taylor St.,2009-11-07T00:00:00.000,93110048,2009-11-07T03:53:43.000,2009-11-07T04:01:41.000,2009-11-07T04:10:30.000,SF,94105,B03,01,,1,5,0,0,0,0,T01,,,0,0,0,0,1,353 - Removal of victim(s) from stalled elev.,,86 - Investigate,,,,"439 - Boarding/rooming house, res. hotels",,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Tenderloin,POINT (-122.410648 37.782652),2009-11-10T08:00:29.000,2025-06-01T02:18:08.000
