incident_number,exposure_number,id,address,incident_date,call_number,alarm_dttm,arrival_dttm,close_dttm,city,zipcode,battalion,station_area,box,suppression_units,suppression_personnel,ems_units,ems_personnel,other_units,other_personnel,first_unit_on_scene,estimated_property_loss,estimated_contents_loss,fire_fatalities,fire_injuries,civilian_fatalities,civilian_injuries,number_of_alarms,primary_situation,mutual_aid,action_taken_primary,action_taken_secondary,action_taken_other,detector_alerted_occupants,property_use,area_of_fire_origin,ignition_cause,ignition_factor_primary,ignition_factor_secondary,heat_source,item_first_ignited,human_factors_associated_with_ignition,structure_type,structure_status,floor_of_fire_origin,fire_spread,no_flame_spread,number_of_floors_with_minimum_damage,number_of_floors_with_significant_damage,number_of_floors_with_heavy_damage,number_of_floors_with_extreme_damage,detectors_present,detector_type,detector_operation,detector_effectiveness,detector_failure_reason,automatic_extinguishing_system_present,automatic_extinguishing_sytem_type,automatic_extinguishing_sytem_perfomance,automatic_extinguishing_sytem_failure_reason,number_of_sprinkler_heads_operating,supervisor_district,neighborhood_district,point,data_as_of,data_loaded_at
4086404,0,40864040,3250 19th Av.,2004-11-07T00:00:00.000,43120228,2004-11-07T16:52:03.000,2004-11-07T17:00:06.000,2004-11-07T19:31:16.000,SF,94132,B08,19,,2,5,0,0,0,0,E19,0,0,0,0,0,0,1,"710 - Malicious, mischievous false call, other",,63 - Restore fire alarm system,,,,215 - Middle/Junior or High School,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,West of Twin Peaks,POINT (-122.473589 37.7295),2004-11-07T19:36:18.000,2025-06-01T02:18:08.000
4086408,0,40864080,Broadway / Davis St.,2004-11-07T00:00:00.000,43120232,2004-11-07T17:00:31.000,2004-11-07T17:03:14.000,2004-11-07T17:04:09.000,SF,94111,B01,13,,2,9,0,0,0,0,E13,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",,86 - Investigate,,,,963 - Street or road in commercial area,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Financial District/South Beach,POINT (-122.398699 37.79888),2004-11-07T17:10:44.000,2025-06-01T02:18:08.000
4086409,0,40864090,1160 Potrero Av.,2004-11-07T00:00:00.000,43120234,2004-11-07T17:09:25.000,2004-11-07T17:09:25.000,2004-11-07T17:15:24.000,SF,94107,B10,37,,1,1,0,0,0,0,B10,0,0,0,0,0,0,1,"520 - Water problem, other",,86 - Investigate,,,,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Mission,POINT (-122.406512 37.753967),2004-11-07T19:00:05.000,2025-06-01T02:18:08.000
4086410,0,40864100,Franklin St. / Mcallister St.,2004-11-07T00:00:00.000,43120233,2004-11-07T17:09:34.000,2004-11-07T17:11:56.000,2004-11-07T17:16:05.000,SF,94102,B02,36,,2,9,0,0,0,0,E36,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",,86 - Investigate,,,,963 - Street or road in commercial area,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Western Addition,POINT (-122.421893 37.779891),2004-11-07T22:02:41.000,2025-06-01T02:18:08.000
4086419,0,40864190,Lombard St. / Scott St.,2004-11-07T00:00:00.000,43120245,2004-11-07T17:57:21.000,2004-11-07T18:00:34.000,2004-11-07T18:09:23.000,SF,94123,B04,16,,1,4,0,0,0,0,E16,0,0,0,0,0,0,1,413 - Oil or other combustible liquid spill,,86 - Investigate,,,,963 - Street or road in commercial area,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Marina,POINT (-122.44098 37.799211),2004-11-07T20:39:14.000,2025-06-01T02:18:08.000
4086425,0,40864250,3981 Alemany Bl.,2004-11-07T00:00:00.000,43120251,2004-11-07T18:17:39.000,2004-11-07T18:20:54.000,2004-11-07T18:45:14.000,SF,94112,B09,33,,3,11,0,0,0,0,E33,0,0,0,0,0,0,1,"740 - Unintentional alarm, other",,86 - Investigate,,,,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,Oceanview/Merced/Ingleside,POINT (-122.468835 37.710705),2004-11-07T19:47:59.000,2025-06-01T02:18:08.000
4086430,0,40864300,Church St. / Market St.,2004-11-07T00:00:00.000,43120256,2004-11-07T18:35:27.000,2004-11-07T18:37:23.000,2004-11-07T19:08:48.000,SF,94114,B02,6,,2,11,2,3,0,0,E06,0,0,0,0,0,0,1,"311 - Medical assist, assist EMS crew",,"30 - Emergency medical services, other",,,,965 - Vehicle parking area,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,Castro/Upper Market,POINT (-122.42895 37.767502),2004-11-07T23:54:45.000,2025-06-01T02:18:08.000
4086434,0,40864340,1286 45th Av.,2004-11-07T00:00:00.000,43120262,2004-11-07T18:46:38.000,2004-11-07T18:47:25.000,2004-11-07T19:13:52.000,SF,94122,B08,23,,3,10,0,0,0,0,E23,700,0,0,0,0,0,1,"113 - Cooking fire, confined to container",,86 - Investigate,,,2 - Detector did not alert occupants,419 - 1 or 2 family dwelling,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,Sunset/Parkside,POINT (-122.5050444 37.76415906),2004-11-07T19:20:40.000,2025-06-01T02:18:08.000
4086437,0,40864370,440 Eddy St.,2004-11-07T00:00:00.000,43120268,2004-11-07T19:07:51.000,2004-11-07T19:10:55.000,2004-11-07T19:14:29.000,SF,94102,B02,3,,3,11,0,0,0,0,T03,0,0,0,0,0,0,1,"700 - False alarm or false call, other",,86 - Investigate,,,,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Tenderloin,POINT (-122.414942 37.783705),2004-11-07T23:56:25.000,2025-06-01T02:18:08.000
4086441,0,40864410,4907 Mission St.,2004-11-07T00:00:00.000,43120272,2004-11-07T19:25:21.000,2004-11-07T19:29:36.000,2004-11-07T20:57:01.000,SF,94112,B09,43,,1,4,1,2,0,0,E43,0,0,0,0,0,0,1,"311 - Medical assist, assist EMS crew",,31 - Provide first aid & check for injuries,,,,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,Excelsior,POINT (-122.4382488 37.71966988),2004-11-17T11:17:04.000,2025-06-01T02:18:08.000
4086444,0,40864440,111 Jones St.,2004-11-07T00:00:00.000,43120277,2004-11-07T19:51:23.000,2004-11-07T19:54:54.000,2004-11-07T20:00:21.000,SF,94102,B03,1,,3,11,0,0,0,0,T03,0,0,0,0,0,0,1,"700 - False alarm or false call, other",,86 - Investigate,,,,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Tenderloin,POINT (-122.41234 37.782211),2004-11-07T23:57:43.000,2025-06-01T02:18:08.000
4086451,0,40864510,Balboa St. / Great Hy.,2004-11-07T00:00:00.000,43120285,2004-11-07T20:17:22.000,2004-11-07T20:20:56.000,2004-11-07T20:36:41.000,SF,94121,B07,34,,2,9,0,0,0,0,E34,0,0,0,0,0,0,1,521 - Water evacuation,,66 - Remove water,,,,899 - Residential or self storage units,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Outer Richmond,POINT (-122.511294 37.775073),2004-11-07T21:31:41.000,2025-06-01T02:18:08.000
4086452,0,40864520,6th Av. / California St.,2004-11-07T00:00:00.000,43120286,2004-11-07T20:19:55.000,2004-11-07T20:23:26.000,2004-11-07T20:25:04.000,SF,94118,B07,31,,9,30,1,2,0,0,B07,0,0,0,0,0,0,1,"653 - Barbecue, tar kettle",,86 - Investigate,,,,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Inner Richmond,POINT (-122.464574 37.784992),2004-11-07T20:33:34.000,2025-06-01T02:18:08.000
4086455,0,40864550,421 Leavenworth St.,2004-11-07T00:00:00.000,43120291,2004-11-07T20:47:53.000,2004-11-07T20:50:56.000,2004-11-07T22:49:30.000,SF,94109,B04,3,,3,11,0,0,0,0,T03,2500,0,0,0,0,0,1,111 - Building fire,,11 - Extinguish,86 - Investigate,,,429 - Multifamily dwellings,61 - Machinery room or area; elevator mach,2 - Unintentional,12 - Heat source too close to combustibles,,12 - Radiated/conducted heat operating equ,"37 - Raw Goods, incl. fabrics and yarn",N - None,1 -Enclosed building,2 -In normal use,6.0,,1.0,1.0,0.0,0.0,0.0,1 -Present,"0 -Detector type, other",2 -Detector operated,"1 -Alerted occupants, occupants responded",,1 -Present,,,,0.0,5.0,Tenderloin,POINT (-122.414564 37.784876),2016-05-12T14:23:24.000,2025-06-01T02:18:08.000
4086458,0,40864580,875 La Playa St.,2004-11-07T00:00:00.000,43120294,2004-11-07T20:57:10.000,2004-11-07T21:01:54.000,2004-11-07T21:35:53.000,SF,94121,B07,34,,2,9,0,0,0,0,E34,0,0,0,0,0,0,1,"520 - Water problem, other",,73 - Provide manpower,,,,899 - Residential or self storage units,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Outer Richmond,POINT (-122.5099318 37.77144775),2004-11-10T09:53:40.000,2025-06-01T02:18:08.000
4086459,0,40864590,1362 Valencia St.,2004-11-07T00:00:00.000,43120296,2004-11-07T21:09:00.000,2004-11-07T21:12:16.000,2004-11-07T21:17:59.000,SF,94110,B06,11,,3,10,0,0,0,0,T11,0,0,0,0,0,0,1,"113 - Cooking fire, confined to container",,11 - Extinguish,63 - Restore fire alarm system,,1 - Detector alerted occupants,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,Mission,POINT (-122.42085827 37.75105357),2004-11-07T21:42:19.000,2025-06-01T02:18:08.000
4086463,0,40864630,350 Arballo Dr.,2004-11-07T00:00:00.000,43120304,2004-11-07T21:48:19.000,2004-11-07T21:53:04.000,2004-11-07T22:18:01.000,SF,94132,B08,19,,1,5,0,0,0,0,T19,0,0,0,0,0,0,1,"500 - Service Call, other",,52 - Forcible entry,,,,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,Lakeshore,POINT (-122.483111 37.720294),2004-11-08T07:44:21.000,2025-06-01T02:18:08.000
4086466,0,40864660,Ofarrell St. / Taylor St.,2004-11-07T00:00:00.000,43120308,2004-11-07T22:01:41.000,2004-11-07T22:04:59.000,2004-11-07T22:07:31.000,SF,94109,B01,1,,3,11,0,0,0,0,E41,50,50,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",,86 - Investigate,,,,"449 - Hotel/motel, commercial",,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Tenderloin,POINT (-122.411329 37.785996),2004-11-07T23:02:41.000,2025-06-01T02:18:08.000
4086469,0,40864690,Alpine Tr. / Duboce Av.,2004-11-07T00:00:00.000,43120312,2004-11-07T22:17:15.000,2004-11-07T22:20:30.000,2004-11-07T22:20:30.000,SF,94114,B05,6,,1,4,0,0,0,0,,0,0,0,0,0,0,1,522 - Water or steam leak,,86 - Investigate,,,,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,Haight Ashbury,POINT (-122.437558 37.769043),2004-11-10T16:50:15.000,2025-06-01T02:18:08.000
4086473,0,40864730,801 Montgomery St.,2004-11-07T00:00:00.000,43120317,2004-11-07T22:38:15.000,2004-11-07T22:40:50.000,2004-11-07T22:53:48.000,SF,94105,B01,13,,3,11,0,0,0,0,B01,50,50,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",,63 - Restore fire alarm system,,,,161 - Restaurant or cafeteria,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Chinatown,POINT (-122.403599 37.796475),2004-11-07T22:54:34.000,2025-06-01T02:18:08.000
4086475,0,40864750,55 Cyril Magnin St.,2004-11-07T00:00:00.000,43120319,2004-11-07T22:41:58.000,2004-11-07T22:45:29.000,2004-11-07T22:56:16.000,SF,94104,B03,1,,3,10,0,0,0,0,E01,0,0,0,0,0,0,1,"730 - System malfunction, other",,86 - Investigate,,,,"449 - Hotel/motel, commercial",,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Tenderloin,POINT (-122.408671 37.784928),2004-11-07T22:57:46.000,2025-06-01T02:18:08.000
4086481,0,40864810,355 Bocana St.,2004-11-07T00:00:00.000,43120325,2004-11-07T23:33:12.000,2004-11-07T23:35:37.000,2004-11-07T23:52:35.000,SF,94110,B06,32,,3,10,0,0,0,0,E32,0,0,0,0,0,0,1,531 - Smoke or odor removal,,86 - Investigate,,,,419 - 1 or 2 family dwelling,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Bernal Heights,POINT (-122.41869645 37.73860003),2004-11-08T00:06:23.000,2025-06-01T02:18:08.000
4086483,0,40864830,473 Ellis St.,2004-11-07T00:00:00.000,43120328,2004-11-07T23:44:28.000,2004-11-07T23:48:28.000,2004-11-07T23:57:17.000,SF,94102,B03,3,,3,11,0,0,0,0,T03,0,0,0,0,0,0,1,"700 - False alarm or false call, other",,86 - Investigate,,,,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Tenderloin,POINT (-122.413942 37.78465),2004-11-08T07:09:19.000,2025-06-01T02:18:08.000
4086484,0,40864840,590 Bush St.,2004-11-07T00:00:00.000,43120331,2004-11-07T23:50:23.000,2004-11-07T23:53:48.000,2004-11-08T00:01:17.000,SF,94108,B01,13,,3,11,0,0,0,0,B01,50,50,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",,63 - Restore fire alarm system,,,,"449 - Hotel/motel, commercial",,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Financial District/South Beach,POINT (-122.406951 37.79046),2004-11-08T07:12:49.000,2025-06-01T02:18:08.000
4086489,0,40864890,1601 19th Av.,2004-11-08T00:00:00.000,43130005,2004-11-08T01:15:20.000,2004-11-08T01:18:57.000,2004-11-08T01:38:03.000,SF,94122,B08,40,,1,4,0,0,0,0,E22,0,0,0,0,0,0,1,554 - Assist invalid,,"70 - Assistance, other",,,,"400 - Residential, other",,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,Sunset/Parkside,POINT (-122.476766 37.757896),2004-11-10T17:11:56.000,2025-06-01T02:18:08.000
4086490,0,40864900,Hyde St. / Pine St.,2004-11-08T00:00:00.000,43130006,2004-11-08T01:30:42.000,2004-11-08T01:33:47.000,2004-11-08T01:36:39.000,SF,94109,B04,41,,3,10,0,0,0,0,E41,0,0,0,0,0,0,1,"700 - False alarm or false call, other",,86 - Investigate,,,,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Nob Hill,POINT (-122.41721 37.790046),2004-11-08T06:52:15.000,2025-06-01T02:18:08.000
4086493,0,40864930,Bryant St. / Converse St.,2004-11-08T00:00:00.000,43130009,2004-11-08T01:46:34.000,2004-11-08T01:54:18.000,2004-11-08T01:57:05.000,SF,94107,B03,29,,1,5,0,0,0,0,T08,0,0,0,0,0,0,1,551 - Assist PD or other Govern. Agency,,86 - Investigate,,,,963 - Street or road in commercial area,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,South of Market,POINT (-122.407503 37.772104),2004-11-08T01:58:41.000,2025-06-01T02:18:08.000
4086498,0,40864980,4086 18th St.,2004-11-08T00:00:00.000,43130014,2004-11-08T01:56:04.000,2004-11-08T02:01:00.000,2004-11-08T02:05:51.000,SF,94110,B05,6,,1,4,0,0,0,0,E07,0,0,0,0,0,0,1,"700 - False alarm or false call, other",,86 - Investigate,,,,162 - Bar or nightclub,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,Castro/Upper Market,POINT (-122.434692 37.760976),2005-02-08T20:54:40.000,2025-06-01T02:18:08.000
4086508,0,40865080,Alemany Bl. / Norton St.,2004-11-08T00:00:00.000,43130026,2004-11-08T03:12:14.000,2004-11-08T03:17:18.000,2004-11-08T03:42:40.000,SF,94112,B09,15,,2,9,0,0,0,0,T15,0,0,0,0,0,0,1,551 - Assist PD or other Govern. Agency,,73 - Provide manpower,,,,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,Outer Mission,POINT (-122.436681 37.725449),2004-11-08T07:59:47.000,2025-06-01T02:18:08.000
4086514,0,40865140,Barneveld Av. / Oakdale Av.,2004-11-08T00:00:00.000,43130032,2004-11-08T04:05:20.000,2004-11-08T04:08:44.000,2004-11-08T04:09:22.000,SF,94124,B10,9,,2,9,0,0,0,0,E09,0,0,0,0,0,0,1,"710 - Malicious, mischievous false call, other",,86 - Investigate,,,,"000 - Property Use, other",,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Bayview Hunters Point,POINT (-122.4032505 37.741989),2004-11-08T07:12:21.000,2025-06-01T02:18:08.000
4086523,0,40865230,55 Spear St.,2004-11-08T00:00:00.000,43130042,2004-11-08T05:47:08.000,2004-11-08T05:51:40.000,2004-11-08T05:56:40.000,SF,94104,B03,13,,3,10,0,0,0,0,T13,0,0,0,0,0,0,1,735 - Alarm system sounded due to malfunction,,86 - Investigate,,,,599 - Business office,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,Financial District/South Beach,POINT (-122.394712 37.793153),2004-11-08T06:59:37.000,2025-06-01T02:18:08.000
4086524,0,40865240,605 Jones St.,2004-11-08T00:00:00.000,43130043,2004-11-08T05:48:14.000,2004-11-08T05:52:49.000,2004-11-08T06:10:00.000,SF,94109,B01,3,,1,4,0,0,0,0,E41,0,0,0,0,0,0,1,733 - Smoke detector activation/malfunction,,86 - Investigate,,,,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Tenderloin,POINT (-122.413279 37.786811),2004-11-08T06:26:25.000,2025-06-01T02:18:08.000
4086525,0,40865250,1 Market St.,2004-11-08T00:00:00.000,43130044,2004-11-08T05:54:18.000,2004-11-08T05:56:25.000,2004-11-08T06:00:14.000,SF,94104,B03,13,,3,10,0,0,0,0,E35,0,0,0,0,0,0,1,"730 - System malfunction, other",,86 - Investigate,,,,599 - Business office,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Financial District/South Beach,POINT (-122.393986 37.794964),2004-11-08T07:01:22.000,2025-06-01T02:18:08.000
4086530,0,40865300,101 California St.,2004-11-08T00:00:00.000,43130052,2004-11-08T06:50:44.000,2004-11-08T06:54:30.000,2004-11-08T07:00:16.000,SF,94108,B01,13,,3,11,0,0,0,0,T13,50,50,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",,86 - Investigate,,,,599 - Business office,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Financial District/South Beach,POINT (-122.397685 37.793429),2004-11-08T07:41:40.000,2025-06-01T02:18:08.000
4086534,0,40865340,667 32nd Av.,2004-11-08T00:00:00.000,43130057,2004-11-08T07:15:16.000,2004-11-08T07:19:58.000,2004-11-08T07:29:25.000,SF,94123,B07,14,,1,5,0,0,0,0,T14,0,0,0,0,0,0,1,"311 - Medical assist, assist EMS crew",Other aid given,"00 - Action taken, other",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Outer Richmond,POINT (-122.4920213 37.77776947),2004-11-08T07:38:58.000,2025-06-01T02:18:08.000
4086536,0,40865360,555 Market St.,2004-11-08T00:00:00.000,43130059,2004-11-08T07:25:53.000,2004-11-08T07:29:02.000,2004-11-08T07:37:09.000,SF,94104,B03,13,,3,10,0,0,0,0,E13,0,0,0,0,0,0,1,"730 - System malfunction, other",,86 - Investigate,,,,599 - Business office,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,Financial District/South Beach,POINT (-122.40009 37.790182),2004-11-08T07:53:01.000,2025-06-01T02:18:08.000
4086538,0,40865380,1755 Clay St.,2004-11-08T00:00:00.000,43130061,2004-11-08T07:31:54.000,2004-11-08T07:35:32.000,2004-11-08T07:39:43.000,SF,94115,B04,41,,3,10,0,0,0,0,E41,0,0,0,0,0,0,1,"730 - System malfunction, other",,86 - Investigate,,,,"213 - Elem. school, inc. kindergarten",,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Nob Hill,POINT (-122.42214706 37.79205979),2004-11-08T21:32:39.000,2025-06-01T02:18:08.000
