incident_number,exposure_number,id,address,incident_date,call_number,alarm_dttm,arrival_dttm,close_dttm,city,zipcode,battalion,station_area,box,suppression_units,suppression_personnel,ems_units,ems_personnel,other_units,other_personnel,first_unit_on_scene,estimated_property_loss,estimated_contents_loss,fire_fatalities,fire_injuries,civilian_fatalities,civilian_injuries,number_of_alarms,primary_situation,mutual_aid,action_taken_primary,action_taken_secondary,action_taken_other,detector_alerted_occupants,property_use,area_of_fire_origin,ignition_cause,ignition_factor_primary,ignition_factor_secondary,heat_source,item_first_ignited,human_factors_associated_with_ignition,structure_type,structure_status,floor_of_fire_origin,fire_spread,no_flame_spread,number_of_floors_with_minimum_damage,number_of_floors_with_significant_damage,number_of_floors_with_heavy_damage,number_of_floors_with_extreme_damage,detectors_present,detector_type,detector_operation,detector_effectiveness,detector_failure_reason,automatic_extinguishing_system_present,automatic_extinguishing_sytem_type,automatic_extinguishing_sytem_perfomance,automatic_extinguishing_sytem_failure_reason,number_of_sprinkler_heads_operating,supervisor_district,neighborhood_district,point,data_as_of,data_loaded_at
12112550,0,121125500,Polk St. / Sutter St.,2012-12-03T00:00:00.000,123380019,2012-12-03T02:03:33.000,2012-12-03T02:06:27.000,2012-12-03T02:06:55.000,SF,94109,B04,03,,2,9,0,0,0,0,E03,,,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",,86 - Investigate,,,,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Nob Hill,POINT (-122.42012 37.787757),2012-12-03T02:12:24.000,2025-06-01T02:18:08.000
12112551,0,121125510,Cesar Chavez St. / Pennsylvania Av.,2012-12-03T00:00:00.000,123380020,2012-12-03T02:06:13.000,2012-12-03T02:13:06.000,2012-12-03T03:05:25.000,SF,94124,B10,25,,10,24,0,0,0,0,E25,5000.0,25000.0,0,0,0,0,1,112 - Fires in struct. other than in a bldg.,,11 - Extinguish,,,,899 - Residential or self storage units,"60 - Equipment or service area, other",3 - Failure of equipment or heat source,"30 - Electrical failure, malfunction, othe",,"10 - Heat from powered equipment, other","81 - Electrical wire, cable insulation",N - None,"0 -Structure type, other",,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,10.0,Bayview Hunters Point,POINT (-122.392382 37.75002),2012-12-08T19:56:59.000,2025-06-01T02:18:08.000
12112554,0,121125540,1330 Bush St.,2012-12-03T00:00:00.000,123380023,2012-12-03T02:26:33.000,2012-12-03T02:36:13.000,2012-12-03T02:40:30.000,SF,94109,B04,03,,1,5,0,0,0,0,T02,,,0,0,0,0,1,353 - Removal of victim(s) from stalled elev.,,86 - Investigate,,,,"400 - Residential, other",,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Nob Hill,POINT (-122.41921 37.788909),2012-12-05T11:05:47.000,2025-06-01T02:18:08.000
12112555,0,121125550,222 Mason St.,2012-12-03T00:00:00.000,123380025,2012-12-03T02:34:08.000,2012-12-03T02:41:14.000,2012-12-03T02:44:08.000,SF,94133,B03,01,,1,4,0,0,0,0,E02,,,0,0,0,0,1,745 - Alarm system sounded/no fire-accidental,,86 - Investigate,,,,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Tenderloin,POINT (-122.409274 37.785697),2012-12-10T07:08:41.000,2025-06-01T02:18:08.000
12112557,0,121125570,303 2nd St.,2012-12-03T00:00:00.000,123380027,2012-12-03T02:48:14.000,2012-12-03T03:07:35.000,2012-12-03T03:07:58.000,SF,94105,B03,01,,1,5,0,0,0,0,T01,,,0,0,0,0,1,522 - Water or steam leak,,86 - Investigate,,,,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,Financial District/South Beach,POINT (-122.396602 37.785537),2012-12-06T17:41:54.000,2025-06-01T02:18:08.000
12112563,0,121125630,1099 Market St.,2012-12-03T00:00:00.000,123380033,2012-12-03T03:36:50.000,2012-12-03T03:40:49.000,2012-12-03T03:41:19.000,SF,94105,B02,36,,2,9,0,0,0,0,E36,,,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",,86 - Investigate,,,,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,South of Market,POINT (-122.412393 37.780478),2012-12-03T04:46:59.000,2025-06-01T02:18:08.000
12112567,0,121125670,2033 14th Av.,2012-12-03T00:00:00.000,123380037,2012-12-03T04:04:28.000,2012-12-03T04:14:13.000,2012-12-03T04:22:13.000,SF,94122,B08,40,,1,4,0,0,0,0,E40,,,0,0,0,0,1,553 - Public service,,"70 - Assistance, other",,,,419 - 1 or 2 family dwelling,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,Inner Sunset,POINT (-122.470895 37.750199),2012-12-05T13:39:06.000,2025-06-01T02:18:08.000
12112568,0,121125680,Page St. / Gough St.,2012-12-03T00:00:00.000,123380038,2012-12-03T04:06:29.000,2012-12-03T04:12:11.000,2012-12-03T04:27:12.000,SF,94102,B02,36,,1,4,0,0,0,0,E36,,,0,0,0,0,1,"151 - Outside rubbish, trash or waste fire",,11 - Extinguish,,,,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,Hayes Valley,POINT (-122.422408 37.774084),2012-12-03T04:45:05.000,2025-06-01T02:18:08.000
12112570,0,121125700,365 Fulton St.,2012-12-03T00:00:00.000,123380040,2012-12-03T04:23:11.000,2012-12-03T04:30:36.000,2012-12-03T04:41:13.000,SF,94102,B02,36,,1,4,1,2,0,0,E36,,,0,0,0,0,1,554 - Assist invalid,,71 - Assist physically disabled,,,,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Hayes Valley,POINT (-122.422745 37.778755),2012-12-03T07:20:00.000,2025-06-01T02:18:08.000
12112571,0,121125710,Townsend St. / 7th St.,2012-12-03T00:00:00.000,123380041,2012-12-03T04:29:48.000,2012-12-03T04:38:28.000,2012-12-03T04:47:53.000,SF,94103,B03,29,,1,4,0,0,0,0,E29,,,0,0,0,0,1,324 - Motor vehicle accident with no injuries.,,"40 - Hazardous condition, other",,,,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,Mission Bay,POINT (-122.401658 37.771816),2012-12-15T18:28:36.000,2025-06-01T02:18:08.000
