incident_number,exposure_number,id,address,incident_date,call_number,alarm_dttm,arrival_dttm,close_dttm,city,zipcode,battalion,station_area,box,suppression_units,suppression_personnel,ems_units,ems_personnel,other_units,other_personnel,first_unit_on_scene,estimated_property_loss,estimated_contents_loss,fire_fatalities,fire_injuries,civilian_fatalities,civilian_injuries,number_of_alarms,primary_situation,mutual_aid,action_taken_primary,action_taken_secondary,action_taken_other,detector_alerted_occupants,property_use,area_of_fire_origin,ignition_cause,ignition_factor_primary,ignition_factor_secondary,heat_source,item_first_ignited,human_factors_associated_with_ignition,structure_type,structure_status,floor_of_fire_origin,fire_spread,no_flame_spread,number_of_floors_with_minimum_damage,number_of_floors_with_significant_damage,number_of_floors_with_heavy_damage,number_of_floors_with_extreme_damage,detectors_present,detector_type,detector_operation,detector_effectiveness,detector_failure_reason,automatic_extinguishing_system_present,automatic_extinguishing_sytem_type,automatic_extinguishing_sytem_perfomance,automatic_extinguishing_sytem_failure_reason,number_of_sprinkler_heads_operating,supervisor_district,neighborhood_district,point,data_as_of,data_loaded_at
21152698,0,211526980,1483 MASON STREET,2021-12-11T00:00:00.000,213451964,2021-12-11T14:34:48.000,2021-12-11T14:37:23.000,2021-12-11T14:44:16.000,San Francisco,94133,B01,2,1416,3,11,0,0,0,0,,,,0,0,0,0,1,735 Alarm system sounded due to malfunction,N None,63 Restore fire alarm system,,,,"500 Mercantile, business, other",,,,,,,,,,,,,,,,,,,,,,,,,,,3,Nob Hill,POINT (-122.411961 37.797054),2021-12-11T14:44:16.000,2025-06-01T02:18:08.000
21152699,0,211526990,1318 44TH AVENUE,2021-12-11T00:00:00.000,213451972,2021-12-11T14:36:31.000,2021-12-11T14:45:07.000,2021-12-11T18:12:27.000,San Francisco,94122,B08,23,7653,1,5,3,5,0,0,,,,0,0,0,0,1,"311 Medical assist, assist EMS crew",N None,32 Provide basic life support (BLS),,,,419 1 or 2 family dwelling,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Sunset/Parkside,POINT (-122.503801 37.761997),2021-12-11T18:12:27.000,2025-06-01T02:18:08.000
21152712,0,211527120,345 STOCKTON STREET,2021-12-11T00:00:00.000,213452158,2021-12-11T15:23:08.000,2021-12-11T15:29:27.000,2021-12-11T15:33:56.000,San Francisco,94108,B01,13,1324,1,5,0,0,0,0,,,,0,0,0,0,1,353 Removal of victim(s) from stalled elevator,N None,"70 Assistance, other",,,,"449 Hotel/motel, commercial",,,,,,,,,,,,,,,,,,,,,,,,,,,3,Financial District/South Beach,POINT (-122.407196 37.78891),2021-12-11T15:33:56.000,2025-06-01T02:18:08.000
21152719,0,211527190,32ND AVENUE,2021-12-11T00:00:00.000,213452237,2021-12-11T15:41:21.000,2021-12-11T15:44:42.000,2021-12-11T15:54:43.000,San Francisco,94116,B08,18,7527,1,4,0,0,0,0,,,,0,0,0,0,1,733 Smoke detector activation due to malfunction,N None,86 Investigate,,,,419 1 or 2 family dwelling,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Sunset/Parkside,POINT (-122.489355 37.738708),2021-12-11T15:54:43.000,2025-06-01T02:18:08.000
21152723,0,211527230,510 BUSH STREET,2021-12-11T00:00:00.000,213452262,2021-12-11T15:50:14.000,2021-12-11T15:57:21.000,2021-12-11T16:42:09.000,San Francisco,94108,B01,13,1315,1,4,1,2,0,0,,,,0,0,0,0,1,323 Motor vehicle/pedestrian accident (MV Ped),N None,"30 Emergency medical services, other",,,,"500 Mercantile, business, other",,,,,,,,,,,,,,,,,,,,,,,,,,,3,Financial District/South Beach,POINT (-122.405779 37.790608),2021-12-11T16:42:09.000,2025-06-01T02:18:08.000
21152730,0,211527300,1621 ANZA STREET,2021-12-11T00:00:00.000,213452331,2021-12-11T16:09:03.000,2021-12-11T16:12:43.000,2021-12-11T17:18:53.000,San Francisco,94118,B07,31,7131,8,28,1,2,1,2,,,,0,0,0,0,1,"251 Excessive heat, scorch burns with no ignition",N None,86 Investigate,31 Provide first aid & check for injuries,34 Transport person,U Unknown,419 1 or 2 family dwelling,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Inner Richmond,POINT (-122.465478 37.77896),2021-12-11T17:18:53.000,2025-06-01T02:18:08.000
21152731,0,211527310,467 TURK STREET,2021-12-11T00:00:00.000,213452339,2021-12-11T16:11:19.000,2021-12-11T16:13:45.000,2021-12-11T16:30:30.000,San Francisco,94102,B02,3,1554,3,11,0,0,0,0,,,,0,0,0,0,1,"745 Alarm system activation, no fire - unintentional",N None,86 Investigate,,,,"439 Boarding/rooming house, residential hotels",,,,,,,,,,,,,,,,,,,,,,,,,,,5,Tenderloin,POINT (-122.416714 37.782386),2021-12-11T16:30:30.000,2025-06-01T02:18:08.000
21152732,0,211527320,433 KEARNY STREET,2021-12-11T00:00:00.000,213452343,2021-12-11T16:12:30.000,2021-12-11T16:15:38.000,2021-12-11T16:28:14.000,San Francisco,94108,B01,13,1240,3,11,0,0,0,0,,,,0,0,0,0,1,"118 Trash or rubbish fire, contained",N None,11 Extinguishment by fire service personnel,,,1 Detector alerted occupants,"882 Parking garage, general vehicle",,,,,,,,,,,,,,,,,,,,,,,,,,,3,Financial District/South Beach,POINT (-122.404471 37.791848),2021-12-11T16:28:14.000,2025-06-01T02:18:08.000
21152734,0,211527340,735 DAVIS STREET,2021-12-11T00:00:00.000,213452350,2021-12-11T16:15:48.000,2021-12-11T16:19:42.000,2021-12-11T16:55:54.000,San Francisco,94111,B01,13,1131,1,5,0,0,0,0,,,,0,0,0,0,1,"510 Person in distress, other",N None,73 Provide manpower,,,,"400 Residential, other",,,,,,,,,,,,,,,,,,,,,,,,,,,3,Financial District/South Beach,POINT (-122.398853 37.79922),2021-12-11T16:55:54.000,2025-06-01T02:18:08.000
21152738,0,211527380,"603 MASON ST, PRAIRIE",2021-12-11T00:00:00.000,213452407,2021-12-11T16:27:39.000,2021-12-11T16:29:32.000,2021-12-11T17:34:01.000,Presidio,94129,B04,51,4614,8,31,2,3,0,0,,,,0,0,0,0,1,364 Surf rescue,N None,"22 Rescue, remove from harm",,,,"941 Open ocean, sea or tidal waters",,,,,,,,,,,,,,,,,,,,,,,,,,,2,Presidio,POINT (-122.461949 37.803813),2021-12-11T17:34:01.000,2025-06-01T02:18:08.000
21152739,0,211527390,MARIPOSA STREET,2021-12-11T00:00:00.000,213452417,2021-12-11T16:30:54.000,2021-12-11T16:34:28.000,2021-12-11T17:10:04.000,San Francisco,94110,B02,29,2451,3,10,0,0,0,0,,,,0,0,0,0,1,"400 Hazardous condition, other",N None,"00 Action taken, other",,,,"960 Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,9,Mission,POINT (-122.407306 37.763188),2021-12-11T17:10:04.000,2025-06-01T02:18:08.000
21152740,0,211527400,HAWES STREET,2021-12-11T00:00:00.000,213452430,2021-12-11T16:31:54.000,2021-12-11T16:39:52.000,2021-12-11T16:47:48.000,San Francisco,94124,B10,17,6613,1,4,0,0,0,0,,,,0,0,0,0,1,"151 Outside rubbish, trash or waste fire",N None,11 Extinguishment by fire service personnel,,,,UUU Undetermined,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Bayview Hunters Point,POINT (-122.39002 37.719299),2021-12-11T16:47:48.000,2025-06-01T02:18:08.000
21152741,0,211527410,TREAT AVENUE,2021-12-11T00:00:00.000,213452436,2021-12-11T16:33:24.000,2021-12-11T16:36:26.000,2021-12-11T16:40:46.000,San Francisco,94110,B02,7,5245,1,4,0,0,0,0,,,,0,0,0,0,1,"150 Outside rubbish fire, other",N None,86 Investigate,,,,0000 Tent/Encampment,,,,,,,,,,,,,,,,,,,,,,,,,,,9,Mission,POINT (-122.413592 37.763822),2021-12-11T16:40:46.000,2025-06-01T02:18:08.000
