,,,,,,,,,,,,,,"Summary Statistics for Transportation and Storage Establishments by Geolocation, Industry Description, Year and Data Items"
..Cagayan Valley,Transportation and Storage,18,392,373,-,234105,250207,57112,193095,85373,27748,15174,-,-
..Cagayan Valley,..Transport via railways,,,,,,,,,,,,,
..Cagayan Valley,..Transport via buses,4,82,82,-,8696,7377,1601,5775,4392,-,-71,-,-
..Cagayan Valley,..Other land transport,s,s,s,s,s,s,s,s,s,s,s,s,s
..Cagayan Valley,..Sea and coastal water transport,5,194,176,-,141566,180637,35139,145498,34351,24575,9909,-,-
..Cagayan Valley,..Inland water transport,s,s,s,s,s,s,s,s,s,s,s,s,s
..Cagayan Valley,..Passenger air transport,s,s,s,s,s,s,s,s,s,s,s,s,s
..Cagayan Valley,..Warehousing and storage,,,,,,,,,,,,,
..Cagayan Valley,..Support activities for transportation,4,85,85,-,63284,46110,15229,30881,36065,3173,5554,-,-
..Cagayan Valley,..Postal activities,,,,,,,,,,,,,
..Cagayan Valley,..Courier activities,,,,,,,,,,,,,
..Central Luzon,Transportation and Storage,190,8623,8617,601,14107953,11556313,1866459,9689854,5689521,5253620,-535512,-,-
..Central Luzon,..Transport via railways,,,,,,,,,,,,,
..Central Luzon,..Transport via buses,16,2287,2285,11,448176,540786,146094,394692,693722,3163033,-454350,-,-
..Central Luzon,..Other land transport,105,1795,1795,128,2277496,2026370,268079,1758291,739120,30062,1681,-,-
..Central Luzon,..Sea and coastal water transport,,,,,,,,,,,,,
..Central Luzon,..Inland water transport,,,,,,,,,,,,,
..Central Luzon,..Passenger air transport,s,s,s,s,s,s,s,s,s,s,s,s,s
..Central Luzon,..Warehousing and storage,26,1130,1128,457,6006351,5438765,344841,5093924,1644089,1797822,-82597,-,-
..Central Luzon,..Support activities for transportation,32,3197,3195,5,5335511,3452641,1072434,2380207,2604014,262702,2198,-,-
..Central Luzon,..Postal activities,,,,,,,,,,,,,
..Central Luzon,..Courier activities,s,s,s,s,s,s,s,s,s,s,s,s,s
..CALABARZON,Transportation and Storage,233,14818,14816,1555,28668417,25547523,2935553,22611970,8408834,1062079,-297190,-,-
..CALABARZON,..Transport via railways,,,,,,,,,,,,,
..CALABARZON,..Transport via buses,42,4657,4655,192,2133825,2266923,667485,1599438,911168,155747,-4301,-,-
..CALABARZON,..Other land transport,78,3905,3905,38,2208109,2026398,318116,1708282,733570,47104,-27662,-,-
..CALABARZON,..Sea and coastal water transport,7,1814,1814,11,2959623,4062907,412916,3649991,-52178,456921,52470,-,-
..CALABARZON,..Inland water transport,,,,,,,,,,,,,
..CALABARZON,..Passenger air transport,,,,,,,,,,,,,
..CALABARZON,..Warehousing and storage,26,1019,1019,493,1858919,1494917,306983,1187934,967866,309663,-850,-,-
..CALABARZON,..Support activities for transportation,71,3182,3182,822,19414172,15609301,1175951,14433349,5784358,92603,-316982,-,-
..CALABARZON,..Postal activities,,,,,,,,,,,,,
..CALABARZON,..Courier activities,9,240,240,-,93769,87078,54102,32976,64051,41,135,-,-
..MIMAROPA Region,Transportation and Storage,48,894,879,24,487853,437124,134433,302691,220324,1667,-213,-,263
..MIMAROPA Region,..Transport via railways,,,,,,,,,,,,,
..MIMAROPA Region,..Transport via buses,3,56,51,1,13399,13959,5225,8734,9493,-,-184,-,-
..MIMAROPA Region,..Other land transport,22,135,135,-,197268,187953,9204,178749,19541,-,-90,-,-
..MIMAROPA Region,..Sea and coastal water transport,s,s,s,s,s,s,s,s,s,s,s,s,s
..MIMAROPA Region,..Inland water transport,,,,,,,,,,,,,
..MIMAROPA Region,..Passenger air transport,,,,,,,,,,,,,
..MIMAROPA Region,..Warehousing and storage,s,s,s,s,s,s,s,s,s,s,s,s,s
..MIMAROPA Region,..Support activities for transportation,19,632,632,23,199239,158857,115886,42971,163571,1667,-17,-,263
..MIMAROPA Region,..Postal activities,,,,,,,,,,,,,
..MIMAROPA Region,..Courier activities,,,,,,,,,,,,,
..Bicol Region,Transportation and Storage,64,2989,2849,29,1173925,1218705,246629,972076,361064,393467,-2432,-,-
..Bicol Region,..Transport via railways,,,,,,,,,,,,,
..Bicol Region,..Transport via buses,11,655,655,-,87458,98000,28189,69811,49411,175377,108,-,-
..Bicol Region,..Other land transport,15,162,150,-,18081,18025,3948,14078,6924,-,-144,-,-
..Bicol Region,..Sea and coastal water transport,10,1212,1089,29,740369,788375,151387,636989,202841,215416,151,-,-
..Bicol Region,..Inland water transport,s,s,s,s,s,s,s,s,s,s,s,s,s
..Bicol Region,..Passenger air transport,,,,,,,,,,,,,
..Bicol Region,..Warehousing and storage,s,s,s,s,s,s,s,s,s,s,s,s,s
..Bicol Region,..Support activities for transportation,20,841,841,-,170902,166316,52687,113629,79709,2674,-1503,-,-
..Bicol Region,..Postal activities,,,,,,,,,,,,,
..Bicol Region,..Courier activities,5,79,79,-,34719,28638,8572,20066,15077,-,-173,-,-
..Western Visayas,Transportation and Storage,77,4632,4632,238,3793446,4066033,701750,3364282,1411937,122046,17639,-,-
..Western Visayas,..Transport via railways,,,,,,,,,,,,,
..Western Visayas,..Transport via buses,6,2172,2172,-,1230542,1765877,202822,1563055,351949,-,40631,-,-
..Western Visayas,..Other land transport,29,850,850,110,1245771,1040199,84088,956110,344084,110635,-2898,-,-
..Western Visayas,..Sea and coastal water transport,s,s,s,s,s,s,s,s,s,s,s,s,s
..Western Visayas,..Inland water transport,s,s,s,s,s,s,s,s,s,s,s,s,s
..Western Visayas,..Passenger air transport,,,,,,,,,,,,,
..Western Visayas,..Warehousing and storage,s,s,s,s,s,s,s,s,s,s,s,s,s
..Western Visayas,..Support activities for transportation,35,1270,1270,128,1012239,801089,334712,466377,605840,-,-19968,-,-
..Western Visayas,..Postal activities,,,,,,,,,,,,,
..Western Visayas,..Courier activities,,,,,,,,,,,,,
..Central Visayas,Transportation and Storage,237,22043,21941,1041,36712564,35815918,5499781,30316137,12791490,1063638,-92092,-,-
..Central Visayas,..Transport via railways,,,,,,,,,,,,,
..Central Visayas,..Transport via buses,17,146,132,-,4416,8890,5077,3813,1396,-,54,-,-
..Central Visayas,..Other land transport,58,1784,1784,829,3235819,3117362,262054,2855308,506512,175251,161513,-,-
..Central Visayas,..Sea and coastal water transport,32,5599,5518,6,13740924,16178217,1790024,14388193,2900605,92955,-254578,-,-
..Central Visayas,..Inland water transport,3,45,43,-,2440,1655,936,720,1820,-,-,-,-
..Central Visayas,..Passenger air transport,s,s,s,s,s,s,s,s,s,s,s,s,s
..Central Visayas,..Warehousing and storage,12,6897,6897,153,5431796,4571616,1582630,2988986,3128948,101942,-,-,-
..Central Visayas,..Support activities for transportation,111,7558,7556,50,14287329,11929101,1856004,10073097,6246579,693490,918,-,-
..Central Visayas,..Postal activities,,,,,,,,,,,,,
..Central Visayas,..Courier activities,s,s,s,s,s,s,s,s,s,s,s,s,s
..Eastern Visayas,Transportation and Storage,65,1771,1758,67,1970197,1927945,175266,1752679,335239,225121,6193,-,-
..Eastern Visayas,..Transport via railways,,,,,,,,,,,,,
..Eastern Visayas,..Transport via buses,11,341,341,-,35781,57814,11238,46576,17206,-,151,-,-
..Eastern Visayas,..Other land transport,22,252,252,-,28574,32045,12553,19492,15712,32750,-18,-,-
..Eastern Visayas,..Sea and coastal water transport,c,c,c,c,c,c,c,c,c,c,c,c,c
..Eastern Visayas,..Inland water transport,23,458,445,-,56581,48997,21648,27350,38302,2165,-104,-,-
..Eastern Visayas,..Passenger air transport,,,,,,,,,,,,,
..Eastern Visayas,..Warehousing and storage,4,531,531,21,1768159,1725585,97772,1627814,215182,189330,1996,-,-
..Eastern Visayas,..Support activities for transportation,5,189,189,46,81102,63504,32055,31448,48837,875,4168,-,-
..Eastern Visayas,..Postal activities,,,,,,,,,,,,,
..Eastern Visayas,..Courier activities,,,,,,,,,,,,,
..Zamboanga Peninsula,Transportation and Storage,35,1749,1749,-,2623133,2478296,192923,2285373,389172,9182,27648,-,-
..Zamboanga Peninsula,..Transport via railways,,,,,,,,,,,,,
..Zamboanga Peninsula,..Transport via buses,4,134,134,-,32198,26680,7557,19123,21662,7500,130,-,-
..Zamboanga Peninsula,..Other land transport,8,280,280,-,40549,40661,22079,18581,22167,-,3455,-,-
..Zamboanga Peninsula,..Sea and coastal water transport,4,633,633,-,580659,572110,66148,505961,103590,-,-,-,-
..Zamboanga Peninsula,..Inland water transport,,,,,,,,,,,,,
..Zamboanga Peninsula,..Passenger air transport,,,,,,,,,,,,,
..Zamboanga Peninsula,..Warehousing and storage,7,246,246,-,1727170,1617041,22474,1594567,139201,-,23485,-,-
..Zamboanga Peninsula,..Support activities for transportation,12,456,456,-,242556,221804,74664,147140,102552,1682,578,-,-
..Zamboanga Peninsula,..Postal activities,,,,,,,,,,,,,
..Zamboanga Peninsula,..Courier activities,,,,,,,,,,,,,
..Northern Mindanao,Transportation and Storage,88,7625,7625,109,5945284,5502338,1181480,4320858,3695855,2484781,-179315,381,400
..Northern Mindanao,..Transport via railways,,,,,,,,,,,,,
..Northern Mindanao,..Transport via buses,s,s,s,s,s,s,s,s,s,s,s,s,s
..Northern Mindanao,..Other land transport,43,1968,1968,5,2775601,2223562,232022,1991540,1082859,317819,-112,-,400
..Northern Mindanao,..Sea and coastal water transport,s,s,s,s,s,s,s,s,s,s,s,s,s
..Northern Mindanao,..Inland water transport,,,,,,,,,,,,,
..Northern Mindanao,..Passenger air transport,s,s,s,s,s,s,s,s,s,s,s,s,s
..Northern Mindanao,..Warehousing and storage,8,465,465,6,275860,241173,70935,170238,112416,7634,-,-,-
..Northern Mindanao,..Support activities for transportation,27,2063,2063,98,2052332,1737224,461688,1275537,1042247,55682,-27989,-,-
..Northern Mindanao,..Postal activities,,,,,,,,,,,,,
..Northern Mindanao,..Courier activities,s,s,s,s,s,s,s,s,s,s,s,s,s
..Davao Region,Transportation and Storage,136,7802,7702,293,5675538,4946111,1191305,3754805,3097433,110154,-32813,-,-
..Davao Region,..Transport via railways,,,,,,,,,,,,,
..Davao Region,..Transport via buses,6,2102,2102,104,333758,374267,99329,274938,268039,40837,-43794,-,-
..Davao Region,..Other land transport,52,1693,1637,138,1299699,1280083,277850,1002233,580371,24059,6362,-,-
..Davao Region,..Sea and coastal water transport,s,s,s,s,s,s,s,s,s,s,s,s,s
..Davao Region,..Inland water transport,,,,,,,,,,,,,
..Davao Region,..Passenger air transport,s,s,s,s,s,s,s,s,s,s,s,s,s
..Davao Region,..Warehousing and storage,14,92,92,8,214667,193444,17414,176030,43597,-,-,-,-
..Davao Region,..Support activities for transportation,55,3699,3655,-,3426814,2768053,754876,2013178,2053056,38191,5879,-,-
..Davao Region,..Postal activities,,,,,,,,,,,,,
..Davao Region,..Courier activities,5,169,169,14,236459,228840,36863,191977,53644,7066,-,-,-
..SOCCSKSARGEN,Transportation and Storage,47,2673,2554,380,2249342,1881871,306311,1575560,1263705,149047,-349069,-,-
..SOCCSKSARGEN,..Transport via railways,,,,,,,,,,,,,
..SOCCSKSARGEN,..Transport via buses,4,942,942,-,396967,466112,64750,401362,434516,122317,-341092,-,-
..SOCCSKSARGEN,..Other land transport,22,652,533,17,372482,344114,67665,276449,124169,-,10273,-,-
..SOCCSKSARGEN,..Sea and coastal water transport,,,,,,,,,,,,,
..SOCCSKSARGEN,..Inland water transport,,,,,,,,,,,,,
..SOCCSKSARGEN,..Passenger air transport,,,,,,,,,,,,,
..SOCCSKSARGEN,..Warehousing and storage,s,s,s,s,s,s,s,s,s,s,s,s,s
..SOCCSKSARGEN,..Support activities for transportation,17,1006,1006,-,1137863,818273,147648,670625,568910,1465,-12497,-,-
..SOCCSKSARGEN,..Postal activities,,,,,,,,,,,,,
..SOCCSKSARGEN,..Courier activities,s,s,s,s,s,s,s,s,s,s,s,s,s
..Caraga,Transportation and Storage,22,536,536,11,312802,272966,57070,215895,137866,21932,-11893,-,-
..Caraga,..Transport via railways,,,,,,,,,,,,,
..Caraga,..Transport via buses,,,,,,,,,,,,,
..Caraga,..Other land transport,7,127,127,-,93858,85218,7581,77637,35927,285,-13807,-,-
..Caraga,..Sea and coastal water transport,s,s,s,s,s,s,s,s,s,s,s,s,s
..Caraga,..Inland water transport,,,,,,,,,,,,,
..Caraga,..Passenger air transport,,,,,,,,,,,,,
..Caraga,..Warehousing and storage,s,s,s,s,s,s,s,s,s,s,s,s,s
..Caraga,..Support activities for transportation,12,325,325,11,131583,109911,40145,69766,70437,-,-,-,-
..Caraga,..Postal activities,,,,,,,,,,,,,
..Caraga,..Courier activities,,,,,,,,,,,,,
..Autonomous Region in Muslim Mindanao,Transportation and Storage,3,75,75,-,57433,47602,6469,41133,21330,3158,188,-,2489
..Autonomous Region in Muslim Mindanao,..Transport via railways,,,,,,,,,,,,,
..Autonomous Region in Muslim Mindanao,..Transport via buses,,,,,,,,,,,,,
..Autonomous Region in Muslim Mindanao,..Other land transport,,,,,,,,,,,,,
..Autonomous Region in Muslim Mindanao,..Sea and coastal water transport,,,,,,,,,,,,,
..Autonomous Region in Muslim Mindanao,..Inland water transport,,,,,,,,,,,,,
..Autonomous Region in Muslim Mindanao,..Passenger air transport,,,,,,,,,,,,,
..Autonomous Region in Muslim Mindanao,..Warehousing and storage,,,,,,,,,,,,,
..Autonomous Region in Muslim Mindanao,..Support activities for transportation,3,75,75,-,57433,47602,6469,41133,21330,3158,188,-,2489
..Autonomous Region in Muslim Mindanao,..Postal activities,,,,,,,,,,,,,
..Autonomous Region in Muslim Mindanao,..Courier activities,,,,,,,,,,,,,
