"fiscal_year","revenue_or_spending","related_govt_unit","organization_group_code","organization_group","department_code","department","program_code","program","character_code","character","object_code","object","sub_object_code","sub_object","fund_type_code","fund_type","fund_code","fund","fund_category_code","fund_category","budget","data_as_of","data_loaded_at"
"2011","Spending","Spending","03","Human Welfare & Neighborhood Development","DSS","Human Services","CAO","Administrative Support","021","Non Personnel Services","023","Employee Expenses","02301","Auto Mileage","1G","General Fund","1GAGF","General Fund","1","Operating","77000.00","2025-07-06T22:05:48.000","2025-07-07T01:53:38.000"
"2011","Spending","Spending","03","Human Welfare & Neighborhood Development","DSS","Human Services","CAO","Administrative Support","021","Non Personnel Services","023","Employee Expenses","02302","Local Field Exp","1G","General Fund","1GAGF","General Fund","1","Operating","23796.00","2025-07-06T22:05:48.000","2025-07-07T01:53:38.000"
"2011","Spending","Spending","03","Human Welfare & Neighborhood Development","DSS","Human Services","CAO","Administrative Support","021","Non Personnel Services","028","Maintenance Svcs-Building & Structures","02800","Maint Svcs-Buildings & Impvts-Budget","1G","General Fund","1GAGF","General Fund","1","Operating","104848.00","2025-07-06T22:05:48.000","2025-07-07T01:53:38.000"
"2011","Spending","Spending","03","Human Welfare & Neighborhood Development","DSS","Human Services","CAO","Administrative Support","021","Non Personnel Services","028","Maintenance Svcs-Building & Structures","02899","Other Bldg Maint Svcs","1G","General Fund","1GAGF","General Fund","1","Operating","155000.00","2025-07-06T22:05:48.000","2025-07-07T01:53:38.000"
"2011","Spending","Spending","03","Human Welfare & Neighborhood Development","DSS","Human Services","CAO","Administrative Support","021","Non Personnel Services","028","Maintenance Svcs-Building & Structures","02803","Pest Control","1G","General Fund","1GAGF","General Fund","1","Operating","18800.00","2025-07-06T22:05:48.000","2025-07-07T01:53:38.000"
"2011","Spending","Spending","03","Human Welfare & Neighborhood Development","DSS","Human Services","CAO","Administrative Support","021","Non Personnel Services","028","Maintenance Svcs-Building & Structures","02801","Scavenger Services","1G","General Fund","1GAGF","General Fund","1","Operating","192821.00","2025-07-06T22:05:48.000","2025-07-07T01:53:38.000"
"2011","Spending","Spending","03","Human Welfare & Neighborhood Development","DSS","Human Services","CAO","Administrative Support","021","Non Personnel Services","028","Maintenance Svcs-Building & Structures","02811","Security","1G","General Fund","1GAGF","General Fund","1","Operating","3264000.00","2025-07-06T22:05:48.000","2025-07-07T01:53:38.000"
"2011","Spending","Spending","03","Human Welfare & Neighborhood Development","DSS","Human Services","CAO","Administrative Support","021","Non Personnel Services","029","Maintenance Svcs-Equipment","02911","DP/WP Equipment Maint","1G","General Fund","1GAGF","General Fund","1","Operating","305000.00","2025-07-06T22:05:48.000","2025-07-07T01:53:38.000"
"2011","Spending","Spending","03","Human Welfare & Neighborhood Development","DSS","Human Services","CAO","Administrative Support","021","Non Personnel Services","029","Maintenance Svcs-Equipment","02931","Office Equip Maint","1G","General Fund","1GAGF","General Fund","1","Operating","79000.00","2025-07-06T22:05:48.000","2025-07-07T01:53:38.000"
"2011","Spending","Spending","03","Human Welfare & Neighborhood Development","DSS","Human Services","CAO","Administrative Support","021","Non Personnel Services","024","Membership Fees","02401","Membership Fees","1G","General Fund","1GAGF","General Fund","1","Operating","48553.00","2025-07-06T22:05:48.000","2025-07-07T01:53:38.000"
"2011","Spending","Spending","03","Human Welfare & Neighborhood Development","DSS","Human Services","CAO","Administrative Support","021","Non Personnel Services","035","Other Current Expenses","03511","Cleaning Laundry","1G","General Fund","1GAGF","General Fund","1","Operating","5000.00","2025-07-06T22:05:48.000","2025-07-07T01:53:38.000"
"2011","Spending","Spending","03","Human Welfare & Neighborhood Development","DSS","Human Services","CAO","Administrative Support","021","Non Personnel Services","035","Other Current Expenses","03551","Copy Machine","1G","General Fund","1GAGF","General Fund","1","Operating","443842.00","2025-07-06T22:05:48.000","2025-07-07T01:53:38.000"
"2011","Spending","Spending","03","Human Welfare & Neighborhood Development","DSS","Human Services","CAO","Administrative Support","021","Non Personnel Services","035","Other Current Expenses","03561","Postage","1G","General Fund","1GAGF","General Fund","1","Operating","530383.00","2025-07-06T22:05:48.000","2025-07-07T01:53:38.000"
"2011","Spending","Spending","03","Human Welfare & Neighborhood Development","DSS","Human Services","CAO","Administrative Support","021","Non Personnel Services","035","Other Current Expenses","03552","Printing","1G","General Fund","1GAGF","General Fund","3","Continuing Projects","214489.00","2025-07-06T22:05:48.000","2025-07-07T01:53:38.000"
"2011","Spending","Spending","03","Human Welfare & Neighborhood Development","DSS","Human Services","CAO","Administrative Support","021","Non Personnel Services","035","Other Current Expenses","03552","Printing","1G","General Fund","1GAGF","General Fund","1","Operating","70000.00","2025-07-06T22:05:48.000","2025-07-07T01:53:38.000"
"2011","Spending","Spending","03","Human Welfare & Neighborhood Development","DSS","Human Services","CAO","Administrative Support","021","Non Personnel Services","035","Other Current Expenses","03596","Software Licensing Fees","1G","General Fund","1GAGF","General Fund","1","Operating","350000.00","2025-07-06T22:05:48.000","2025-07-07T01:53:38.000"
"2011","Spending","Spending","03","Human Welfare & Neighborhood Development","DSS","Human Services","CAO","Administrative Support","021","Non Personnel Services","035","Other Current Expenses","03571","Subscriptions","1G","General Fund","1GAGF","General Fund","1","Operating","2500.00","2025-07-06T22:05:48.000","2025-07-07T01:53:38.000"
"2011","Spending","Spending","03","Human Welfare & Neighborhood Development","DSS","Human Services","CAO","Administrative Support","021","Non Personnel Services","027","Professional & Specialized Services","02721","Auditing & Accounting","1G","General Fund","1GAGF","General Fund","1","Operating","120844.00","2025-07-06T22:05:48.000","2025-07-07T01:53:38.000"
"2011","Spending","Spending","03","Human Welfare & Neighborhood Development","DSS","Human Services","CAO","Administrative Support","021","Non Personnel Services","027","Professional & Specialized Services","02799","Other Professional Services","1G","General Fund","1GAGF","General Fund","1","Operating","20000.00","2025-07-06T22:05:48.000","2025-07-07T01:53:38.000"
"2011","Spending","Spending","03","Human Welfare & Neighborhood Development","DSS","Human Services","CAO","Administrative Support","021","Non Personnel Services","027","Professional & Specialized Services","02711","Social Services Contracts","1G","General Fund","1GAGF","General Fund","3","Continuing Projects","60000.00","2025-07-06T22:05:48.000","2025-07-07T01:53:38.000"
"2011","Spending","Spending","03","Human Welfare & Neighborhood Development","DSS","Human Services","CAO","Administrative Support","021","Non Personnel Services","027","Professional & Specialized Services","02711","Social Services Contracts","1G","General Fund","1GAGF","General Fund","1","Operating","237180.00","2025-07-06T22:05:48.000","2025-07-07T01:53:38.000"
"2011","Spending","Spending","03","Human Welfare & Neighborhood Development","DSS","Human Services","CAO","Administrative Support","021","Non Personnel Services","027","Professional & Specialized Services","02761","Systems Consulting Services","1G","General Fund","1GAGF","General Fund","3","Continuing Projects","3112584.00","2025-07-06T22:05:48.000","2025-07-07T01:53:38.000"
"2011","Spending","Spending","03","Human Welfare & Neighborhood Development","DSS","Human Services","CAO","Administrative Support","021","Non Personnel Services","027","Professional & Specialized Services","02761","Systems Consulting Services","1G","General Fund","1GAGF","General Fund","1","Operating","370450.00","2025-07-06T22:05:48.000","2025-07-07T01:53:38.000"
"2011","Spending","Spending","03","Human Welfare & Neighborhood Development","DSS","Human Services","CAO","Administrative Support","021","Non Personnel Services","030","Rents & Leases-Buildings & Structures","03011","Property Rent","1G","General Fund","1GAGF","General Fund","1","Operating","7799773.00","2025-07-06T22:05:48.000","2025-07-07T01:53:38.000"
"2011","Spending","Spending","03","Human Welfare & Neighborhood Development","DSS","Human Services","CIM","In Home Supportive Services","037","Aid Payments","037","Aid Payments","03753","IHSS Ip Public Authority Admin","1G","General Fund","1GAGF","General Fund","1","Operating","41536909.00","2025-07-06T22:05:48.000","2025-07-07T01:53:38.000"
"2011","Spending","Spending","03","Human Welfare & Neighborhood Development","DSS","Human Services","CIM","In Home Supportive Services","038","City Grant Programs","038","City Grant Programs","03801","Community Based Organization Services","1G","General Fund","1GAGF","General Fund","1","Operating","197834.00","2025-07-06T22:05:48.000","2025-07-07T01:53:38.000"
