"fiscal_year","revenue_or_spending","related_govt_unit","organization_group_code","organization_group","department_code","department","program_code","program","character_code","character","object_code","object","sub_object_code","sub_object","fund_type_code","fund_type","fund_code","fund","fund_category_code","fund_category","budget","data_as_of","data_loaded_at"
"2011","Spending","Spending","03","Human Welfare & Neighborhood Development","USD","County Education Office","EEE","County Education Services","013","Mandatory Fringe Benefits","014","Social Security","01401","Social Security (OASDI & HI)","7A","Agency Funds","7ASSD","School District Agency Fund","3","Continuing Projects","-134.00","2025-07-06T22:05:48.000","2025-07-07T01:53:38.000"
"2011","Spending","Spending","03","Human Welfare & Neighborhood Development","USD","County Education Office","EEE","County Education Services","013","Mandatory Fringe Benefits","014","Social Security","01402","Social Security - Medicare (HI Only)","7A","Agency Funds","7ASSD","School District Agency Fund","3","Continuing Projects","-36.00","2025-07-06T22:05:48.000","2025-07-07T01:53:38.000"
"2011","Spending","Spending","03","Human Welfare & Neighborhood Development","USD","County Education Office","EEE","County Education Services","013","Mandatory Fringe Benefits","017","Unemployment Insurance","01701","Unemployment Insurance","7A","Agency Funds","7ASSD","School District Agency Fund","3","Continuing Projects","-6.00","2025-07-06T22:05:48.000","2025-07-07T01:53:38.000"
"2011","Spending","Spending","03","Human Welfare & Neighborhood Development","USD","County Education Office","EEE","County Education Services","001","Salaries","001","Permanent Salaries-Misc","00101","Misc-Regular","7A","Agency Funds","7ASSD","School District Agency Fund","3","Continuing Projects","-2508.00","2025-07-06T22:05:48.000","2025-07-07T01:53:38.000"
"2011","Spending","Spending","01","Public Protection","CRT","Superior Court","AMT","Trial Court Services","013","Mandatory Fringe Benefits","016","Dental Coverage","01601","Dental Coverage","7A","Agency Funds","7ACRT","Trial Courts Agency Fund","1","Operating","908001.00","2025-07-06T22:05:48.000","2025-07-07T01:53:38.000"
"2011","Spending","Spending","01","Public Protection","CRT","Superior Court","AMT","Trial Court Services","013","Mandatory Fringe Benefits","015","Health Service","01571","Dependent Coverage-Miscellaneous","7A","Agency Funds","7ACRT","Trial Courts Agency Fund","1","Operating","2221593.00","2025-07-06T22:05:48.000","2025-07-07T01:53:38.000"
"2011","Spending","Spending","01","Public Protection","CRT","Superior Court","AMT","Trial Court Services","013","Mandatory Fringe Benefits","015","Health Service","01501","Health Service-City Match","7A","Agency Funds","7ACRT","Trial Courts Agency Fund","1","Operating","3599374.00","2025-07-06T22:05:48.000","2025-07-07T01:53:38.000"
"2011","Spending","Spending","01","Public Protection","CRT","Superior Court","AMT","Trial Court Services","013","Mandatory Fringe Benefits","019","Other Fringe Benefits","01911","Flexible Benefit Package","7A","Agency Funds","7ACRT","Trial Courts Agency Fund","1","Operating","280995.00","2025-07-06T22:05:48.000","2025-07-07T01:53:38.000"
"2011","Spending","Spending","01","Public Protection","CRT","Superior Court","AMT","Trial Court Services","013","Mandatory Fringe Benefits","019","Other Fringe Benefits","01912","Long Term Disability Insurance","7A","Agency Funds","7ACRT","Trial Courts Agency Fund","1","Operating","40993.00","2025-07-06T22:05:48.000","2025-07-07T01:53:38.000"
"2011","Spending","Spending","01","Public Protection","CRT","Superior Court","AMT","Trial Court Services","013","Mandatory Fringe Benefits","013","Retirement","01301","Retire City Misc","7A","Agency Funds","7ACRT","Trial Courts Agency Fund","1","Operating","7649949.00","2025-07-06T22:05:48.000","2025-07-07T01:53:38.000"
"2011","Spending","Spending","01","Public Protection","CRT","Superior Court","AMT","Trial Court Services","013","Mandatory Fringe Benefits","013","Retirement","01371","Retirement Pick Up","7A","Agency Funds","7ACRT","Trial Courts Agency Fund","1","Operating","3560810.00","2025-07-06T22:05:48.000","2025-07-07T01:53:38.000"
"2011","Spending","Spending","01","Public Protection","CRT","Superior Court","AMT","Trial Court Services","013","Mandatory Fringe Benefits","014","Social Security","01401","Social Security (OASDI & HI)","7A","Agency Funds","7ACRT","Trial Courts Agency Fund","1","Operating","3414166.00","2025-07-06T22:05:48.000","2025-07-07T01:53:38.000"
"2011","Spending","Spending","01","Public Protection","CRT","Superior Court","AMT","Trial Court Services","013","Mandatory Fringe Benefits","014","Social Security","01402","Social Security - Medicare (HI Only)","7A","Agency Funds","7ACRT","Trial Courts Agency Fund","1","Operating","874850.00","2025-07-06T22:05:48.000","2025-07-07T01:53:38.000"
"2011","Spending","Spending","01","Public Protection","CRT","Superior Court","AMT","Trial Court Services","013","Mandatory Fringe Benefits","017","Unemployment Insurance","01701","Unemployment Insurance","7A","Agency Funds","7ACRT","Trial Courts Agency Fund","1","Operating","150837.00","2025-07-06T22:05:48.000","2025-07-07T01:53:38.000"
"2011","Spending","Spending","01","Public Protection","CRT","Superior Court","AMT","Trial Court Services","020","Overhead","020","Overhead","02001","Indirect Cost Reimbursement","7A","Agency Funds","7ACRT","Trial Courts Agency Fund","1","Operating","1361215.00","2025-07-06T22:05:48.000","2025-07-07T01:53:38.000"
"2011","Spending","Spending","01","Public Protection","CRT","Superior Court","AMT","Trial Court Services","001","Salaries","011","Overtime","01101","Overtime - Misc","7A","Agency Funds","7ACRT","Trial Courts Agency Fund","1","Operating","105000.00","2025-07-06T22:05:48.000","2025-07-07T01:53:38.000"
"2011","Spending","Spending","01","Public Protection","CRT","Superior Court","AMT","Trial Court Services","001","Salaries","001","Permanent Salaries-Misc","00101","Misc-Regular","7A","Agency Funds","7ACRT","Trial Courts Agency Fund","1","Operating","56415624.00","2025-07-06T22:05:48.000","2025-07-07T01:53:38.000"
