geolocation,industry_description,number_of_establishments_2020,total_employment_at_2020,paid_employees_at_2020,workers_on_sub-contract_agreement_or_under_manpower_agencies_contractors_at_2020,total_revenue_2020,total_expense_2020,compensation_2020,other_expense_2020,value_added_2020,gross_additions_to_tangible_fixed_assets_2020,change_in_inventories_2020,sales_from_e-commerce_transactions_2020,subsidies_2020
Ilocos Region,Other information service activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan Valley,Information and Communication,56,769,766,19,1480418,1323419,212907,1110511,409346,34944,12109,0,4
Cagayan Valley,"Publishing of books, periodicals and other publishing activities",0,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan Valley,Software publishing,0,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan Valley,"Motion picture, video and television programme activities",0,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan Valley,Sound recording and music publishing activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan Valley,Radio broadcasting,11,126,126,0,210060,119361,67658,51702,163011,0,0,0,0
Cagayan Valley,Television programming and broadcasting activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan Valley,Wired telecommunications activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan Valley,Wireless telecommunications activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan Valley,Satellite telecommunications activities,22,434,434,13,534755,497256,46570,450686,88462,0,14454,0,0
Cagayan Valley,Other telecommunications activities,16,99,95,5,67437,58023,25937,32086,5068,0,-115,0,0
Cagayan Valley,"Computer programming, consultancy and related activities",0,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan Valley,"Data processing, hosting and related activities; web portals",0,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan Valley,Other information service activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Luzon,Information and Communication,165,6015,5991,1344,17047245,8063431,2277046,5786385,11713513,65591,-274652,987,22
Central Luzon,"Publishing of books, periodicals and other publishing activities",0,0,0,0,0,0,0,0,0,0,0,0,0
Central Luzon,Software publishing,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Luzon,"Motion picture, video and television programme activities",16,169,169,0,503136,240664,28249,212415,273868,0,-1437,0,0
Central Luzon,Sound recording and music publishing activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Luzon,Radio broadcasting,19,175,173,0,78260,76265,24922,51343,38023,1799,-33,0,22
Central Luzon,Television programming and broadcasting activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Luzon,Wired telecommunications activities,3,2286,2286,76,9832908,1292022,1277787,14235,9824347,0,0,0,0
Central Luzon,Wireless telecommunications activities,3,28,28,4,29704,27949,6957,20992,10722,0,0,0,0
Central Luzon,Satellite telecommunications activities,31,781,781,2,1076388,739936,209388,530548,663905,47507,-2323,987,0
Central Luzon,Other telecommunications activities,57,208,185,1162,205466,169488,31737,137751,82935,405,-161,0,0
Central Luzon,"Computer programming, consultancy and related activities",25,1048,1048,100,4594903,4740113,299339,4440773,420994,13136,-264135,0,0
Central Luzon,"Data processing, hosting and related activities; web portals",6,1201,1201,0,471037,421495,283573,137922,338407,2744,-1,0,0
Central Luzon,Other information service activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Calabarzon,Information and Communication,338,3890,3768,204,4803868,3334121,792340,2541782,2353823,520441,39140,3996,1191
Calabarzon,"Publishing of books, periodicals and other publishing activities",7,47,43,1,53876,83165,37007,46159,21173,-5,0,0,0
Calabarzon,Software publishing,0,0,0,0,0,0,0,0,0,0,0,0,0
Calabarzon,"Motion picture, video and television programme activities",17,236,233,21,869434,340860,61145,279715,456888,0,117,0,0
Calabarzon,Sound recording and music publishing activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Calabarzon,Radio broadcasting,15,120,120,6,22488,23578,9309,14269,10922,0,0,0,3
Calabarzon,Television programming and broadcasting activities,3,36,36,0,188945,216138,88697,127442,87085,0,0,0,0
Calabarzon,Wired telecommunications activities,5,112,112,4,87010,84744,22536,62210,35681,17290,918,0,0
Calabarzon,Wireless telecommunications activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Calabarzon,Satellite telecommunications activities,59,1155,1152,124,2097082,1364971,161066,1203905,1021294,400228,49602,0,1067
Calabarzon,Other telecommunications activities,220,891,780,0,654840,522469,99980,422489,253942,-1911,-11895,0,0
Calabarzon,"Computer programming, consultancy and related activities",9,187,187,0,112632,116403,76971,39432,76790,3297,397,3996,122
Calabarzon,"Data processing, hosting and related activities; web portals",3,1106,1106,48,717561,581793,235629,346164,390048,101542,0,0,0
Calabarzon,Other information service activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Mimaropa Region,Information and Communication,52,764,758,5,450786,444925,122218,322707,173340,361,5343,0,8
Mimaropa Region,"Publishing of books, periodicals and other publishing activities",0,0,0,0,0,0,0,0,0,0,0,0,0
Mimaropa Region,Software publishing,0,0,0,0,0,0,0,0,0,0,0,0,0
Mimaropa Region,"Motion picture, video and television programme activities",0,0,0,0,0,0,0,0,0,0,0,0,0
Mimaropa Region,Sound recording and music publishing activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Mimaropa Region,Radio broadcasting,8,63,63,0,22726,16956,8471,8484,14414,0,-33,0,1
Mimaropa Region,Television programming and broadcasting activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Mimaropa Region,Wired telecommunications activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Mimaropa Region,Wireless telecommunications activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Mimaropa Region,Satellite telecommunications activities,20,353,351,5,208760,186393,35032,151361,75700,0,6087,0,0
Mimaropa Region,Other telecommunications activities,16,52,49,0,13702,11457,3756,7701,7582,48,-674,0,0
Mimaropa Region,"Computer programming, consultancy and related activities",0,0,0,0,0,0,0,0,0,0,0,0,0
Mimaropa Region,"Data processing, hosting and related activities; web portals",0,0,0,0,0,0,0,0,0,0,0,0,0
Mimaropa Region,Other information service activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Bicol Region,Information and Communication,128,1094,1071,0,874592,720003,273786,446218,480234,16363,5142,590,58
Bicol Region,"Publishing of books, periodicals and other publishing activities",0,0,0,0,0,0,0,0,0,0,0,0,0
Bicol Region,Software publishing,0,0,0,0,0,0,0,0,0,0,0,0,0
Bicol Region,"Motion picture, video and television programme activities",3,24,24,0,28531,13908,3184,10724,14919,0,-8,0,0
Bicol Region,Sound recording and music publishing activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Bicol Region,Radio broadcasting,33,287,287,0,214793,172497,68397,104099,131443,868,-60,0,58
Bicol Region,Television programming and broadcasting activities,6,61,61,0,234225,145603,78859,66744,175009,0,1,0,0
Bicol Region,Wired telecommunications activities,3,153,153,0,167315,166603,23317,143286,34604,12517,781,0,0
Bicol Region,Wireless telecommunications activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Bicol Region,Satellite telecommunications activities,15,143,143,0,86100,81327,14317,67010,24863,1271,4570,0,0
Bicol Region,Other telecommunications activities,65,118,95,0,19522,12791,3445,9346,12797,1707,-142,0,0
Bicol Region,"Computer programming, consultancy and related activities",0,0,0,0,0,0,0,0,0,0,0,0,0
Bicol Region,"Data processing, hosting and related activities; web portals",0,0,0,0,0,0,0,0,0,0,0,0,0
Bicol Region,Other information service activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Visayas,Information and Communication,150,1817,1784,28,3326870,2944197,830872,2113325,1787852,35274,85,1388,21
Western Visayas,"Publishing of books, periodicals and other publishing activities",8,194,186,0,62854,82844,12400,70444,31010,6234,0,0,0
Western Visayas,Software publishing,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Visayas,"Motion picture, video and television programme activities",6,69,69,0,274494,155166,12124,143043,131145,0,0,0,0
Western Visayas,Sound recording and music publishing activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Visayas,Radio broadcasting,45,629,621,14,1167771,804103,362615,441488,799312,7714,-1,0,0
Western Visayas,Television programming and broadcasting activities,9,84,84,4,411602,448027,181528,266500,201350,445,0,0,3
Western Visayas,Wired telecommunications activities,5,133,132,0,82520,80798,21633,59166,44210,16238,1048,1388,0
Western Visayas,Wireless telecommunications activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Visayas,Satellite telecommunications activities,22,441,441,3,1207228,1285266,201064,1084202,498892,4530,826,0,0
Western Visayas,Other telecommunications activities,47,186,171,2,74857,57896,16845,41051,42534,113,-1789,0,0
Western Visayas,"Computer programming, consultancy and related activities",7,73,73,0,40634,28068,21274,6794,35082,0,0,0,18
Western Visayas,"Data processing, hosting and related activities; web portals",0,0,0,0,0,0,0,0,0,0,0,0,0
Western Visayas,Other information service activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Visayas,Information and Communication,269,13369,13342,399,11633833,10481220,6239932,4241289,8252951,142919,-17790,74338,32
Central Visayas,"Publishing of books, periodicals and other publishing activities",0,0,0,0,0,0,0,0,0,0,0,0,0
Central Visayas,Software publishing,13,1127,1126,2,1064241,1045999,657156,388844,752729,37026,-20419,0,0
Central Visayas,"Motion picture, video and television programme activities",11,105,105,3,31956,25071,6345,18726,17205,0,-113,0,0
Central Visayas,Sound recording and music publishing activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Visayas,Radio broadcasting,36,641,629,27,121955,113190,37543,75648,61811,6091,-119,2000,9
Central Visayas,Television programming and broadcasting activities,7,132,129,0,562618,313446,177451,135995,439031,0,0,0,22
Central Visayas,Wired telecommunications activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Visayas,Wireless telecommunications activities,3,209,209,0,360912,385018,90043,294974,104479,1083,-40,0,0
Central Visayas,Satellite telecommunications activities,18,681,681,53,1528080,1221288,217965,1003324,939492,2732,631,0,0
Central Visayas,Other telecommunications activities,67,255,255,0,93735,39676,14956,24720,73008,3060,969,0,0
Central Visayas,"Computer programming, consultancy and related activities",102,7848,7837,280,6625973,6256608,4263755,1992853,4859986,29779,1301,72338,0
Central Visayas,"Data processing, hosting and related activities; web portals",12,2372,2372,34,1244365,1080925,774719,306206,1005209,63149,0,0,0
Central Visayas,Other information service activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Visayas,Information and Communication,134,2058,2010,0,784352,521636,156215,365421,497984,25502,-1761,0,0
Eastern Visayas,"Publishing of books, periodicals and other publishing activities",0,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Visayas,Software publishing,0,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Visayas,"Motion picture, video and television programme activities",0,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Visayas,Sound recording and music publishing activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Visayas,Radio broadcasting,16,132,118,0,45699,43706,18487,25219,26852,117,0,0,0
Eastern Visayas,Television programming and broadcasting activities,3,53,53,0,72841,118230,44222,74009,16486,0,0,0,0
Eastern Visayas,Wired telecommunications activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Visayas,Wireless telecommunications activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Visayas,Satellite telecommunications activities,23,278,275,0,123027,98552,29985,68567,63068,3524,-1786,0,0
Eastern Visayas,Other telecommunications activities,85,157,126,0,21622,17089,5907,11182,9705,721,103,0,0
Eastern Visayas,"Computer programming, consultancy and related activities",0,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Visayas,"Data processing, hosting and related activities; web portals",0,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Visayas,Other information service activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Zamboanga Peninsula,Information and Communication,85,498,461,12,442058,415459,130463,284996,221661,4942,-438,0,23
Zamboanga Peninsula,"Publishing of books, periodicals and other publishing activities",0,0,0,0,0,0,0,0,0,0,0,0,0
Zamboanga Peninsula,Software publishing,0,0,0,0,0,0,0,0,0,0,0,0,0
Zamboanga Peninsula,"Motion picture, video and television programme activities",0,0,0,0,0,0,0,0,0,0,0,0,0
Zamboanga Peninsula,Sound recording and music publishing activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Zamboanga Peninsula,Radio broadcasting,25,182,174,11,186972,164682,59119,105563,104769,0,118,0,0
Zamboanga Peninsula,Television programming and broadcasting activities,7,76,76,0,110085,158469,52990,105480,30534,890,0,0,23
Zamboanga Peninsula,Wired telecommunications activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Zamboanga Peninsula,Wireless telecommunications activities,3,26,26,0,29447,4692,3046,1646,28492,0,-79,0,0
Zamboanga Peninsula,Satellite telecommunications activities,10,97,92,1,30925,21601,7860,13741,24860,2736,-133,0,0
Zamboanga Peninsula,Other telecommunications activities,37,88,67,0,21071,15983,5508,10475,12773,1316,-228,0,0
Zamboanga Peninsula,"Computer programming, consultancy and related activities",0,0,0,0,0,0,0,0,0,0,0,0,0
Zamboanga Peninsula,"Data processing, hosting and related activities; web portals",0,0,0,0,0,0,0,0,0,0,0,0,0
Zamboanga Peninsula,Other information service activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Mindanao,Information and Communication,98,1070,1037,515,2249747,2178772,399833,1778938,1144127,945635,-1819,0,14700
Northern Mindanao,"Publishing of books, periodicals and other publishing activities",0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Mindanao,Software publishing,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Mindanao,"Motion picture, video and television programme activities",5,96,89,490,1267044,1166947,51016,1115932,666714,807594,0,0,0
Northern Mindanao,Sound recording and music publishing activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Mindanao,Radio broadcasting,31,290,275,0,365196,315694,116505,199189,205010,19159,-2,0,17
Northern Mindanao,Television programming and broadcasting activities,3,52,52,0,190508,300919,109920,190999,34136,349,0,0,0
Northern Mindanao,Wired telecommunications activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Mindanao,Wireless telecommunications activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Mindanao,Satellite telecommunications activities,12,251,250,24,263803,195862,57738,138124,186892,87005,-1897,0,0
Northern Mindanao,Other telecommunications activities,36,92,82,0,14399,11649,5216,6433,9230,14576,153,0,0
Northern Mindanao,"Computer programming, consultancy and related activities",7,194,194,1,44464,48566,33669,14897,33805,16677,-73,0,0
Northern Mindanao,"Data processing, hosting and related activities; web portals",0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Mindanao,Other information service activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Davao Region,Information and Communication,115,1496,1484,1030,2862242,2636646,634930,2001716,1584564,36869,128,0,16
Davao Region,"Publishing of books, periodicals and other publishing activities",9,106,106,2,147106,135550,22408,113142,53242,0,-222,0,0
Davao Region,Software publishing,0,0,0,0,0,0,0,0,0,0,0,0,0
Davao Region,"Motion picture, video and television programme activities",0,0,0,0,0,0,0,0,0,0,0,0,0
Davao Region,Sound recording and music publishing activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Davao Region,Radio broadcasting,23,152,147,14,102779,90043,31531,58512,61948,24140,-161,0,0
Davao Region,Television programming and broadcasting activities,5,80,80,0,302391,288921,117360,171560,176305,3617,0,0,10
Davao Region,Wired telecommunications activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Davao Region,Wireless telecommunications activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Davao Region,Satellite telecommunications activities,16,415,415,976,1759443,1698262,127162,1571100,816826,8983,328,0,0
Davao Region,Other telecommunications activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Davao Region,"Computer programming, consultancy and related activities",18,537,533,38,516846,388244,323128,65116,457945,38,185,0,0
Davao Region,"Data processing, hosting and related activities; web portals",0,0,0,0,0,0,0,0,0,0,0,0,0
Davao Region,Other information service activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Soccsksargen,Information and Communication,133,1046,1031,27,1034097,1073642,290677,782964,417765,42508,-1392,2100,73
Soccsksargen,"Publishing of books, periodicals and other publishing activities",0,0,0,0,0,0,0,0,0,0,0,0,0
Soccsksargen,Software publishing,0,0,0,0,0,0,0,0,0,0,0,0,0
Soccsksargen,"Motion picture, video and television programme activities",5,60,60,0,169838,80326,10765,69562,92081,0,0,0,0
Soccsksargen,Sound recording and music publishing activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Soccsksargen,Radio broadcasting,35,365,364,6,228920,212402,68650,143753,119026,5708,-118,2100,4
Soccsksargen,Television programming and broadcasting activities,5,159,159,0,307558,400612,149723,250889,109848,0,0,0,49
Soccsksargen,Wired telecommunications activities,3,91,91,0,78324,71843,20907,50936,35454,4471,202,0,0
Soccsksargen,Wireless telecommunications activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Soccsksargen,Satellite telecommunications activities,13,174,174,0,52793,48775,8462,40313,22741,355,-1431,0,0
Soccsksargen,Other telecommunications activities,66,142,128,0,104845,105248,11621,93627,20024,0,0,0,20
Soccsksargen,"Computer programming, consultancy and related activities",6,56,55,21,91819,154435,20550,133885,18591,31974,-46,0,0
Soccsksargen,"Data processing, hosting and related activities; web portals",0,0,0,0,0,0,0,0,0,0,0,0,0
Soccsksargen,Other information service activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Caraga,Information and Communication,47,547,528,6,412350,395099,116934,278165,177487,18017,-395,0,11
Caraga,"Publishing of books, periodicals and other publishing activities",0,0,0,0,0,0,0,0,0,0,0,0,0
Caraga,Software publishing,0,0,0,0,0,0,0,0,0,0,0,0,0
Caraga,"Motion picture, video and television programme activities",0,0,0,0,0,0,0,0,0,0,0,0,0
Caraga,Sound recording and music publishing activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Caraga,Radio broadcasting,19,126,124,4,119081,100699,35299,65399,69390,4061,-47,0,11
Caraga,Television programming and broadcasting activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Caraga,Wired telecommunications activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Caraga,Wireless telecommunications activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Caraga,Satellite telecommunications activities,11,272,272,2,167054,137454,41979,95475,83901,0,-507,0,0
Caraga,Other telecommunications activities,12,53,36,0,44186,42731,4987,37744,8143,0,0,0,0
Caraga,"Computer programming, consultancy and related activities",0,0,0,0,0,0,0,0,0,0,0,0,0
Caraga,"Data processing, hosting and related activities; web portals",0,0,0,0,0,0,0,0,0,0,0,0,0
Caraga,Other information service activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Autonomous Region in Muslim Mindanao,Information and Communication,7,57,57,3,7673,9723,6378,3345,5600,13043,-136,0,0
Autonomous Region in Muslim Mindanao,"Publishing of books, periodicals and other publishing activities",0,0,0,0,0,0,0,0,0,0,0,0,0
Autonomous Region in Muslim Mindanao,Software publishing,0,0,0,0,0,0,0,0,0,0,0,0,0
Autonomous Region in Muslim Mindanao,"Motion picture, video and television programme activities",0,0,0,0,0,0,0,0,0,0,0,0,0
Autonomous Region in Muslim Mindanao,Sound recording and music publishing activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Autonomous Region in Muslim Mindanao,Radio broadcasting,4,37,37,3,4201,7905,5125,2779,1852,10283,9,0,0
Autonomous Region in Muslim Mindanao,Television programming and broadcasting activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Autonomous Region in Muslim Mindanao,Wired telecommunications activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Autonomous Region in Muslim Mindanao,Wireless telecommunications activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Autonomous Region in Muslim Mindanao,Satellite telecommunications activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Autonomous Region in Muslim Mindanao,Other telecommunications activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Autonomous Region in Muslim Mindanao,"Computer programming, consultancy and related activities",0,0,0,0,0,0,0,0,0,0,0,0,0
Autonomous Region in Muslim Mindanao,"Data processing, hosting and related activities; web portals",0,0,0,0,0,0,0,0,0,0,0,0,0
Autonomous Region in Muslim Mindanao,Other information service activities,0,0,0,0,0,0,0,0,0,0,0,0,0
