fiscal_year,revenue_or_spending,related_govt_unit,organization_group_code,organization_group,department_code,department,program_code,program,character_code,character,object_code,object,sub_object_code,sub_object,fund_type_code,fund_type,fund_code,fund,fund_category_code,fund_category,budget
2015,Spending,Spending,6,General Administration & Finance,ADM,General Services Agency - City Admin,FFL,Entertainment Commission,13,Mandatory Fringe Benefits,19,Other Fringe Benefits,1911,Flexible Benefit Package,1G,General Fund,1GAGF,General Fund,2.0,Annual Projects,4176.0
2015,Spending,Spending,6,General Administration & Finance,ADM,General Services Agency - City Admin,FFL,Entertainment Commission,13,Mandatory Fringe Benefits,19,Other Fringe Benefits,1912,Long Term Disability Insurance,1G,General Fund,1GAGF,General Fund,2.0,Annual Projects,1259.0
2015,Spending,Spending,6,General Administration & Finance,ADM,General Services Agency - City Admin,FFL,Entertainment Commission,13,Mandatory Fringe Benefits,13,Retirement,1301,Retiree City Miscellaneous,1G,General Fund,1GAGF,General Fund,2.0,Annual Projects,103474.0
2015,Spending,Spending,6,General Administration & Finance,ADM,General Services Agency - City Admin,FFL,Entertainment Commission,13,Mandatory Fringe Benefits,14,Social Security,1401,Social Security (OASDI & HI),1G,General Fund,1GAGF,General Fund,2.0,Annual Projects,27885.0
2015,Spending,Spending,6,General Administration & Finance,ADM,General Services Agency - City Admin,FFL,Entertainment Commission,13,Mandatory Fringe Benefits,14,Social Security,1402,Social Security - Medicare (HI Only),1G,General Fund,1GAGF,General Fund,2.0,Annual Projects,6904.0
2015,Spending,Spending,6,General Administration & Finance,ADM,General Services Agency - City Admin,FFL,Entertainment Commission,13,Mandatory Fringe Benefits,17,Unemployment Insurance,1701,Unemployment Insurance,1G,General Fund,1GAGF,General Fund,2.0,Annual Projects,1190.0
2015,Spending,Spending,6,General Administration & Finance,ADM,General Services Agency - City Admin,FFL,Entertainment Commission,40,Materials & Supplies,40,Materials and Supplies Budget Only,4000,Materials & Supplies-Budget,1G,General Fund,1GAGF,General Fund,2.0,Annual Projects,5000.0
2015,Spending,Spending,6,General Administration & Finance,ADM,General Services Agency - City Admin,FFL,Entertainment Commission,21,Non Personnel Services,35,Other Current Expenses,3599,Other Current Expenses,1G,General Fund,1GAGF,General Fund,2.0,Annual Projects,5000.0
2015,Spending,Spending,6,General Administration & Finance,ADM,General Services Agency - City Admin,FFL,Entertainment Commission,21,Non Personnel Services,27,Professional and Specialized Services,2700,Professional & Specialized Svcs-Budget,1G,General Fund,1GAGF,General Fund,2.0,Annual Projects,10000.0
2015,Spending,Spending,6,General Administration & Finance,ADM,General Services Agency - City Admin,FFL,Entertainment Commission,1,Salaries,1,Permanent Salaries - Miscellaneous,101,Misc-Regular,1G,General Fund,1GAGF,General Fund,2.0,Annual Projects,473050.0
2015,Spending,Spending,6,General Administration & Finance,ADM,General Services Agency - City Admin,FFL,Entertainment Commission,1,Salaries,9,Premium Pay,901,Premium Pay - Misc,1G,General Fund,1GAGF,General Fund,2.0,Annual Projects,3000.0
2015,Spending,Spending,6,General Administration & Finance,ADM,General Services Agency - City Admin,FFL,Entertainment Commission,81,Services of Other Depts,81,Services of Other Departments (AAO Funds),081CA,General Fund - Administration - General (All Agency Operations),1G,General Fund,1GAGF,General Fund,2.0,Annual Projects,35000.0
2015,Spending,Spending,6,General Administration & Finance,ADM,General Services Agency - City Admin,FFL,Entertainment Commission,81,Services of Other Depts,81,Services of Other Departments (AAO Funds),081CT,General Fund - City Attorney - Legal Services,1G,General Fund,1GAGF,General Fund,2.0,Annual Projects,36600.0
2015,Spending,Spending,6,General Administration & Finance,ADM,General Services Agency - City Admin,FFL,Entertainment Commission,81,Services of Other Depts,81,Services of Other Departments (AAO Funds),081ET,General Fund - Technology and Innovation Services - Telephone (All Agency Operations),1G,General Fund,1GAGF,General Fund,2.0,Annual Projects,402.0
2015,Spending,Spending,6,General Administration & Finance,ADM,General Services Agency - City Admin,FFL,Entertainment Commission,81,Services of Other Depts,81,Services of Other Departments (AAO Funds),081PR,Internal Service - Purchasing - Reproduction,1G,General Fund,1GAGF,General Fund,2.0,Annual Projects,5000.0
2015,Spending,Spending,6,General Administration & Finance,ADM,General Services Agency - City Admin,FFH,Facilities Mgmt & Operations,79,Allocated Charges,79,Allocated Charges,7999,Allocated Charges-Specific Sources,2S,Special Revenue Funds,2SRPF,Real Property Fund,3.0,Continuing Projects,-102381.0
2015,Spending,Spending,6,General Administration & Finance,ADM,General Services Agency - City Admin,FFH,Facilities Mgmt & Operations,60,Capital Outlay,67,"Buildings, Structures and Improvements",6700,Buildings Structure Improvement - T Project Budget,1G,General Fund,1GAGF,General Fund,3.0,Continuing Projects,2420000.0
2015,Spending,Spending,6,General Administration & Finance,ADM,General Services Agency - City Admin,FFH,Facilities Mgmt & Operations,60,Capital Outlay,06R,Capital Renewal,06R00,Capital Renewal Projects,1G,General Fund,1GAGF,General Fund,3.0,Continuing Projects,1200000.0
2015,Spending,Spending,6,General Administration & Finance,ADM,General Services Agency - City Admin,FFH,Facilities Mgmt & Operations,06F,Facilities Maintenance,06F,Facilities Maintenance Projects - Budget,06F00,Facilities Maintenance-Budget,1G,General Fund,1GAGF,General Fund,2.0,Annual Projects,193000.0
2015,Spending,Spending,6,General Administration & Finance,ADM,General Services Agency - City Admin,FFH,Facilities Mgmt & Operations,13,Mandatory Fringe Benefits,16,Dental Coverage,1601,Dental Coverage,1G,General Fund,1GAGF,General Fund,1.0,Operating,29045.0
