uniqueid,ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,dba_end_date,location_start_date,location_end_date,administratively_closed,mailing_address_1,mail_city,mail_zipcode,mail_state,naic_code,naic_code_description,naics_code_descriptions_list,parking_tax,transient_occupancy_tax,lic,lic_code_description,lic_code_descriptions_list,supervisor_district,neighborhoods_analysis_boundaries,business_corridor,location,data_as_of,data_loaded_at,:@computed_region_6qbp_sg9q,:@computed_region_qgnn_b9vv,:@computed_region_26cr_cadq,:@computed_region_ajp5_b2md,:@computed_region_jwn9_ihcz
1021391-03-151-0200737,1021391-03-151,200737,Ctr For English Studies (Ces),Embassy English,800 Market St 4th Fl,San Francisco,CA,94102.0,1990-11-01T00:00:00.000,2022-06-29T00:00:00.000,2015-03-03T00:00:00.000,2022-06-29T00:00:00.000,***Administratively Closed,,,,,,,,False,False,,,,3.0,Financial District/South Beach,,POINT (-122.4066285 37.785474),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,19.0,6.0,3.0,8.0,19.0
0913204-07-001-0913204,0913204-07-001,913204,Jacobs Justin C,Kawasaki Keys,2935 Geary Blvd,San Francisco,CA,94118.0,1992-05-11T00:00:00.000,,2008-07-01T00:00:00.000,,,2935 Geary Blvd,San Francisco,94118.0,CA,4400-4599,Retail Trade,Retail Trade,False,False,,,,2.0,Lone Mountain/USF,,POINT (-122.450634 37.781703),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,12.0,7.0,4.0,18.0,12.0
1167685-11-171-1079261,1167685-11-171,1079261,Claude Shirts,Claude Shirts,888 Ofarrell St W1107,San Francisco,CA,94109.0,2017-11-06T00:00:00.000,,2017-11-06T00:00:00.000,,,888 Ofarrell St Apt W1107,San Francisco,94109.0,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,,,,5.0,Tenderloin,,POINT (-122.419309355 37.785020009),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,20.0,5.0,10.0,36.0,20.0
1169342-12-171-0465776,1169342-12-171,465776,Priti Tripathi Architects Inc,"Priti Tripathi Architects, Inc.",479 28th St,San Francisco,CA,94131.0,2009-04-22T00:00:00.000,2022-12-30T00:00:00.000,2016-07-01T00:00:00.000,2022-12-30T00:00:00.000,,,,,,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,,,,8.0,Noe Valley,,POINT (-122.4329085 37.744686),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,84.0,9.0,5.0,22.0,84.0
1358878-04-241-1157603,1358878-04-241,1157603,Tikal Painting Corp,Tikal Painting Corp,248 Farallones St,San Francisco,CA,94112.0,2024-03-04T00:00:00.000,,2024-03-04T00:00:00.000,,,248 Farallones St,San Francisco,94112.0,CA,2300-2399,Construction,Construction,False,False,,,,11.0,Oceanview/Merced/Ingleside,,POINT (-122.460948 37.714302),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,81.0,10.0,1.0,24.0,81.0
1295836-01-221-1131359,1295836-01-221,1131359,Hing Yuan Dim Sum LLC,Hing Yuan Dim Sum LLC,4675 Mission St,San Francisco,CA,94112.0,2022-01-21T00:00:00.000,,2022-01-21T00:00:00.000,,,4675 Mission St,San Francisco,94112.0,CA,7220-7229,Food Services,Food Services,False,False,,,,11.0,Excelsior,Mission Street,POINT (-122.435442 37.72341),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,90.0,9.0,1.0,7.0,90.0
1187737-05-181-1059068,1187737-05-181,1059068,Dubon Gelmer A,Gd Investment,645 Bryant St,San Francisco,CA,94107.0,2016-10-05T00:00:00.000,,2018-05-09T00:00:00.000,2020-12-31T00:00:00.000,,0000 Undeliverable Mail,San Francisco,99999.0,CA,,,,False,False,,,,6.0,South of Market,,POINT (-122.398848 37.778274),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,32.0,1.0,10.0,34.0,32.0
0440670-01-001-0440670,0440670-01-001,440670,Sayana Corporation,Adante Hotel,610 Geary St,San Francisco,CA,94102.0,2009-07-01T00:00:00.000,,2009-07-01T00:00:00.000,,,2468 39th Ave,San Francisco,94116.0,CA,5300-5399,Real Estate and Rental and Leasing Services,Real Estate and Rental and Leasing Services,False,True,HHH,HEALTHY HOUSING HOTELS,HEALTHY HOUSING HOTELS,3.0,Tenderloin,,POINT (-122.413653 37.786932),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,50.0,6.0,3.0,36.0,50.0
1196839-08-181-0480032,1196839-08-181,480032,Compology Inc,Compology Inc,1045 Bryant St Ste 101,San Francisco,CA,94103.0,2013-05-20T00:00:00.000,2022-10-05T00:00:00.000,2017-04-01T00:00:00.000,2020-12-31T00:00:00.000,,,,,,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,,,,6.0,South of Market,,POINT (-122.4073395 37.771785),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,33.0,1.0,10.0,34.0,33.0
1100149-08-161-1047851,1100149-08-161,1047851,E.Ventures Management LLC,E.Ventures Management LLC,600 Montgomery St Fl 43,San Francisco,CA,94111.0,2014-06-25T00:00:00.000,,2014-06-25T00:00:00.000,2023-09-05T00:00:00.000,,101 Montgomery St 200 The Presidio Of SF,San Francisco,94129.0,CA,5210-5239,Financial Services,Financial Services,False,False,,,,3.0,Chinatown,,POINT (-122.402745 37.795158),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,108.0,6.0,3.0,6.0,108.0
