incident_datetime,incident_date,incident_time,incident_year,incident_day_of_week,report_datetime,row_id,incident_id,incident_number,cad_number,report_type_code,report_type_description,filed_online,incident_code,incident_category,incident_subcategory,incident_description,resolution,intersection,cnn,police_district,analysis_neighborhood,supervisor_district,supervisor_district_2012,latitude,longitude,point,:@computed_region_jwn9_ihcz,:@computed_region_jg9y_a9du,:@computed_region_h4ep_8xdi,:@computed_region_n4xg_c4py,:@computed_region_nqbw_i6c3,:@computed_region_viu7_rrfi,:@computed_region_26cr_cadq,:@computed_region_qgnn_b9vv
2020-02-10T16:00:00.000,2020-02-10T00:00:00.000,16:00,2020,Monday,2020-02-12T09:04:00.000,90193228160,901932,200107151,200430991.0,II,Initial,,28160,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Vehicle",Open or Active,16TH AVE \ IRVING ST,27359000.0,Taraval,Inner Sunset,7.0,5.0,37.763702392578125,-122.47391510009766,POINT (-122.47391510009766 37.763702392578125),109.0,,,,,,11.0,10.0
2020-05-19T23:40:00.000,2020-05-19T00:00:00.000,23:40,2020,Tuesday,2020-05-19T23:45:00.000,92832404011,928324,200305703,201403550.0,II,Initial,,4011,Assault,Aggravated Assault,"Assault, Aggravated, W/ Gun",Open or Active,08TH ST \ STEVENSON ST,24327000.0,Tenderloin,South of Market,6.0,6.0,37.77824020385742,-122.41414642333984,POINT (-122.41414642333984 37.77824020385742),32.0,,1.0,1.0,1.0,,10.0,5.0
2019-11-19T15:51:00.000,2019-11-19T00:00:00.000,15:51,2019,Tuesday,2019-11-19T15:58:00.000,87188919057,871889,190875824,193232695.0,II,Initial,,19057,Disorderly Conduct,Intimidation,Terrorist Threats,Open or Active,LELAND AVE \ PEABODY ST,20347000.0,Ingleside,Visitacion Valley,10.0,10.0,37.712284088134766,-122.40653228759766,POINT (-122.40653228759766 37.712284088134766),75.0,,,,,,9.0,9.0
2020-02-21T18:19:00.000,2020-02-21T00:00:00.000,18:19,2020,Friday,2020-02-21T18:19:00.000,90528216780,905282,200132108,200523272.0,II,Initial,,16780,Drug Violation,Drug Violation,"Firearm, Armed While Possessing Controlled Substance",Cite or Arrest Adult,GOLDEN GATE AVE \ VAN NESS AVE,24468000.0,Northern,Tenderloin,5.0,6.0,37.78103256225586,-122.42044067382812,POINT (-122.42044067382812 37.78103256225586),100.0,,1.0,1.0,1.0,,10.0,4.0
2020-07-30T19:50:00.000,2020-07-30T00:00:00.000,19:50,2020,Thursday,2020-07-30T21:49:00.000,94849906374,948499,200457514,202123207.0,II,Initial,,6374,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, >$950",Open or Active,ASHBURY ST \ FELL ST,26348000.0,Park,Lone Mountain/USF,5.0,5.0,37.77278900146485,-122.44749450683594,POINT (-122.44749450683594 37.772789001464844),24.0,,,,,,11.0,7.0
2018-01-20T18:00:00.000,2018-01-20T00:00:00.000,18:00,2018,Saturday,2018-01-21T17:17:00.000,62815306244,628153,186020990,,II,Coplogic Initial,True,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,ELLIS ST \ LARKIN ST,25149000.0,Tenderloin,Tenderloin,5.0,6.0,37.78423573864025,-122.4177067508564,POINT (-122.4177067508564 37.78423573864025),20.0,,1.0,,,,10.0,5.0
2020-01-05T16:14:00.000,2020-01-05T00:00:00.000,16:14,2020,Sunday,2020-01-05T16:14:00.000,88843164085,888431,200011938,200052336.0,II,Initial,,64085,Other Miscellaneous,Other,Investigative Detention,Open or Active,PINE ST \ SANSOME ST,24686000.0,Central,Financial District/South Beach,3.0,3.0,37.79210662841797,-122.40093231201172,POINT (-122.40093231201172 37.79210662841797),108.0,,,,,,3.0,6.0
2020-05-11T00:00:00.000,2020-05-11T00:00:00.000,00:00,2020,Monday,2020-05-14T14:24:00.000,92760106244,927601,206081030,,II,Coplogic Initial,True,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,PROSPECT AVE \ VIRGINIA AVE,21317000.0,Ingleside,Bernal Heights,9.0,9.0,37.74231719970703,-122.41949462890624,POINT (-122.41949462890625 37.74231719970703),83.0,,,,,,2.0,9.0
2018-02-11T15:22:00.000,2018-02-11T00:00:00.000,15:22,2018,Sunday,2018-02-11T15:31:00.000,63448115300,634481,180113195,180422163.0,II,Initial,,15300,Offences Against The Family And Children,Other,Hate Crime (secondary only),Cite or Arrest Adult,STOCKTON ST \ STOCKTON TUNL \ SUTTER ST,24910000.0,Central,Financial District/South Beach,3.0,3.0,37.78943368124484,-122.4069569881322,POINT (-122.40695698813221 37.78943368124484),19.0,,,,,,3.0,6.0
2018-03-17T16:00:00.000,2018-03-17T00:00:00.000,16:00,2018,Saturday,2018-03-27T18:45:00.000,65029806224,650298,180228829,180863334.0,II,Initial,,6224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,BAY VIEW ST \ LATONA ST,20514000.0,Bayview,Bayview Hunters Point,10.0,10.0,37.73248790601911,-122.3923579203178,POINT (-122.39235792031779 37.73248790601911),87.0,,,,,,9.0,2.0
