incident_datetime,incident_date,incident_time,incident_year,incident_day_of_week,report_datetime,row_id,incident_id,incident_number,cad_number,report_type_code,report_type_description,filed_online,incident_code,incident_category,incident_subcategory,incident_description,resolution,intersection,cnn,police_district,analysis_neighborhood,supervisor_district,supervisor_district_2012,latitude,longitude,point,:@computed_region_jwn9_ihcz,:@computed_region_jg9y_a9du,:@computed_region_h4ep_8xdi,:@computed_region_n4xg_c4py,:@computed_region_nqbw_i6c3,:@computed_region_viu7_rrfi,:@computed_region_26cr_cadq,:@computed_region_qgnn_b9vv
2021-03-24T14:08:00.000,2021-03-24T00:00:00.000,14:08,2021,Wednesday,2021-03-24T14:08:00.000,101585604104,1015856,210184503,210831875.0,II,Initial,,4104,Assault,Simple Assault,"Assault, Non-Aggravated",Open or Active,CASHMERE ST \ HUDSON AVE,20191000.0,Bayview,Bayview Hunters Point,10.0,10.0,37.7358032525956,-122.38342544658872,POINT (-122.38342544658873 37.735803252595595),86.0,,,,,,9.0,2.0
2019-09-08T15:05:00.000,2019-09-08T00:00:00.000,15:05,2019,Sunday,2019-09-08T15:11:00.000,84438164020,844381,190670561,192512206.0,II,Initial,,64020,Non-Criminal,Other,Mental Health Detention,Open or Active,22ND ST \ YORK ST,23970000.0,Mission,Mission,9.0,9.0,37.75605392456055,-122.40850067138672,POINT (-122.40850067138672 37.75605392456055),53.0,,,,3.0,,2.0,3.0
2018-08-02T22:59:00.000,2018-08-02T00:00:00.000,22:59,2018,Thursday,2018-08-02T22:59:00.000,69842472000,698424,180577836,182144027.0,II,Initial,,72000,Non-Criminal,Non-Criminal,Found  Property,Open or Active,BALBOA ST \ 19TH AVE,27496000.0,Richmond,Outer Richmond,1.0,1.0,37.77659524307914,-122.4780332789614,POINT (-122.47803327896139 37.77659524307914),,,,,,,4.0,8.0
2018-06-12T18:30:00.000,2018-06-12T00:00:00.000,18:30,2018,Tuesday,2018-06-14T13:47:00.000,67993771000,679937,186133747,,II,Coplogic Initial,True,71000,Lost Property,Lost Property,Lost Property,Open or Active,04TH ST \ KING ST,23798000.0,Southern,Mission Bay,6.0,6.0,37.7763329755656,-122.39403506751226,POINT (-122.39403506751226 37.776332975565595),34.0,,,,,,10.0,1.0
2024-12-24T17:02:00.000,2024-12-24T00:00:00.000,17:02,2024,Tuesday,2024-12-24T17:02:00.000,144965706365,1449657,240785911,243592027.0,IS,Initial Supplement,,6365,Larceny Theft,Larceny Theft - Other,"Theft, Petty, with Prior Conviction",Cite or Arrest Adult,JESSIE ST \ MINT PLZ \ MINT ST,24866000.0,Tenderloin,South of Market,6.0,6.0,37.78261184692383,-122.40769958496094,POINT (-122.40769958496094 37.78261184692383),32.0,,1.0,1.0,,,10.0,5.0
2019-04-10T14:11:00.000,2019-04-10T00:00:00.000,14:11,2019,Wednesday,2019-04-10T14:36:00.000,78904628010,789046,190254751,191002479.0,II,Initial,,28010,Malicious Mischief,Other,"Animal, Cruelty to",Open or Active,BAY ST \ MASON ST,25473000.0,Central,North Beach,3.0,3.0,37.80561828613281,-122.41360473632812,POINT (-122.41360473632812 37.80561828613281),106.0,,,,,,3.0,6.0
2018-05-09T20:07:00.000,2018-05-09T00:00:00.000,20:07,2018,Wednesday,2018-05-15T14:50:00.000,66864605153,668646,180347770,181300917.0,IS,Initial Supplement,,5153,Burglary,Burglary - Other,"Burglary, Non-residential, Unlawful Entry",Open or Active,05TH ST \ CLEMENTINA ST,23939000.0,Southern,South of Market,6.0,6.0,37.780699048573226,-122.40392088280284,POINT (-122.40392088280285 37.780699048573226),32.0,,,1.0,,,10.0,1.0
2021-02-23T17:00:00.000,2021-02-23T00:00:00.000,17:00,2021,Tuesday,2021-02-24T15:51:00.000,100807904134,1008079,210124587,210552248.0,II,Initial,,4134,Assault,Simple Assault,Battery,Open or Active,VALENCIA ST \ 16TH ST,24183000.0,Mission,Mission,9.0,8.0,37.76491737717617,-122.42188644715362,POINT (-122.42188644715362 37.76491737717617),53.0,,,,3.0,,5.0,3.0
2021-01-27T22:00:00.000,2021-01-27T00:00:00.000,22:00,2021,Wednesday,2021-01-29T21:22:00.000,100117506372,1001175,216010900,,II,Coplogic Initial,True,6372,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, $50-$200",Open or Active,LAGUNA ST \ PINE ST,26527000.0,Northern,Pacific Heights,5.0,5.0,37.78857706706362,-122.42871211214432,POINT (-122.42871211214431 37.78857706706362),102.0,,,,,,11.0,4.0
2018-06-24T17:05:00.000,2018-06-24T00:00:00.000,17:05,2018,Sunday,2018-06-24T17:05:00.000,68292875000,682928,180462845,181731692.0,IS,Initial Supplement,,75000,Missing Person,Missing Person,Found Person,Open or Active,WALLER ST \ ALPINE TER,26019000.0,Park,Haight Ashbury,8.0,8.0,37.77021375925482,-122.43780245015272,POINT (-122.43780245015273 37.77021375925482),112.0,,,,,,5.0,7.0
2018-01-28T16:00:00.000,2018-01-28T00:00:00.000,16:00,2018,Sunday,2018-02-04T08:38:00.000,63242006244,632420,180075476,,IS,Coplogic Supplement,True,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,DUBOCE AVE \ VALENCIA ST,24403000.0,Mission,Mission,9.0,9.0,37.769866943359375,-122.42236328125,POINT (-122.42236328125 37.769866943359375),53.0,,,,3.0,,2.0,3.0
2018-02-11T20:36:00.000,2018-02-11T00:00:00.000,20:36,2018,Sunday,2018-02-11T21:23:00.000,63453705053,634537,180113822,180423302.0,II,Initial,,5053,Burglary,Burglary - Commercial,"Burglary, Store, Unlawful Entry",Open or Active,20TH AVE \ WINSTON DR,33719000.0,Taraval,Lakeshore,7.0,7.0,37.72694991292525,-122.47603947349434,POINT (-122.47603947349434 37.72694991292525),41.0,,,,,,8.0,10.0
2018-04-23T05:00:00.000,2018-04-23T00:00:00.000,05:00,2018,Monday,2018-04-24T14:43:00.000,66062071013,660620,180303653,181142410.0,VI,Vehicle Initial,,71013,Larceny Theft,Theft From Vehicle,"License Plate, Stolen",Open or Active,MISSION ST \ WASHBURN ST,24417000.0,Southern,South of Market,6.0,6.0,37.7758903503418,-122.41513061523438,POINT (-122.41513061523438 37.7758903503418),32.0,,1.0,1.0,1.0,,10.0,1.0
