incident_datetime,incident_date,incident_time,incident_year,incident_day_of_week,report_datetime,row_id,incident_id,incident_number,cad_number,report_type_code,report_type_description,filed_online,incident_code,incident_category,incident_subcategory,incident_description,resolution,intersection,cnn,police_district,analysis_neighborhood,supervisor_district,supervisor_district_2012,latitude,longitude,point,:@computed_region_jwn9_ihcz,:@computed_region_jg9y_a9du,:@computed_region_h4ep_8xdi,:@computed_region_n4xg_c4py,:@computed_region_nqbw_i6c3,:@computed_region_viu7_rrfi,:@computed_region_26cr_cadq,:@computed_region_qgnn_b9vv
2020-12-27T00:00:00.000,2020-12-27T00:00:00.000,00:00,2020,Sunday,2020-12-27T16:47:00.000,99067728150,990677,203611973,,IS,Coplogic Supplement,True,28150,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",Open or Active,23RD AVE \ CABRILLO ST,27514000.0,Richmond,Outer Richmond,1.0,1.0,37.7745361328125,-122.48218536376952,POINT (-122.48218536376953 37.7745361328125),8.0,,,,,,4.0,8.0
2020-12-16T21:50:00.000,2020-12-16T00:00:00.000,21:50,2020,Wednesday,2020-12-16T22:44:00.000,98759964070,987599,200758168,203513105.0,II,Initial,,64070,Suspicious Occ,Suspicious Occ,Suspicious Occurrence,Open or Active,EXETER ST \ PAUL AVE,20480000.0,Bayview,Bayview Hunters Point,10.0,10.0,37.72303771972656,-122.39834594726562,POINT (-122.39834594726562 37.72303771972656),86.0,,,,,,9.0,2.0
2020-12-10T02:00:00.000,2020-12-10T00:00:00.000,02:00,2020,Thursday,2020-12-10T15:20:00.000,98585703074,985857,200745353,203452014.0,II,Initial,,3074,Robbery,Robbery - Other,"Robbery, W/ Force",Open or Active,EDDY ST \ LEAVENWORTH ST,24935000.0,Tenderloin,Tenderloin,5.0,6.0,37.783721923828125,-122.41423797607422,POINT (-122.41423797607422 37.783721923828125),20.0,,1.0,1.0,,,10.0,5.0
2021-01-24T13:30:00.000,2021-01-24T00:00:00.000,13:30,2021,Sunday,2021-01-24T13:30:00.000,99915368020,999153,210054683,210241588.0,II,Initial,,68020,Miscellaneous Investigation,Miscellaneous Investigation,Miscellaneous Investigation,Open or Active,03RD ST \ CARROLL AVE,20489000.0,Bayview,Bayview Hunters Point,10.0,10.0,37.7254753112793,-122.3942413330078,POINT (-122.39424133300781 37.7254753112793),86.0,,,,,,9.0,2.0
2020-12-02T14:13:00.000,2020-12-02T00:00:00.000,14:13,2020,Wednesday,2020-12-02T14:13:00.000,98342716623,983427,200726745,203371767.0,II,Initial,,16623,Drug Offense,Drug Violation,"Cocaine, Base/rock, Possession For Sale",Cite or Arrest Adult,EDDY ST \ POLK ST,25176000.0,Tenderloin,Tenderloin,5.0,6.0,37.78310012817383,-122.41918182373048,POINT (-122.41918182373047 37.78310012817383),20.0,,1.0,1.0,,,10.0,4.0
2019-08-21T14:15:00.000,2019-08-21T00:00:00.000,14:15,2019,Wednesday,2019-08-21T14:15:00.000,83715316110,837153,190617977,192332494.0,II,Initial,,16110,Drug Offense,Drug Violation,"Heroin, Possession For Sale",Cite or Arrest Adult,POLK ST \ EDDY ST,25176000.0,Tenderloin,Tenderloin,5.0,6.0,37.78310139923345,-122.41918170505188,POINT (-122.41918170505187 37.78310139923345),20.0,,1.0,1.0,,,10.0,4.0
2020-11-21T12:00:00.000,2020-11-21T00:00:00.000,12:00,2020,Saturday,2020-11-23T07:30:00.000,98085805073,980858,200707870,203280600.0,II,Initial,,5073,Burglary,Burglary - Other,"Burglary, Other Bldg., Unlawful Entry",Open or Active,TAYLOR ST \ OPAL PL,30046000.0,Tenderloin,Tenderloin,5.0,6.0,37.7828956838857,-122.4107006055215,POINT (-122.4107006055215 37.7828956838857),20.0,,1.0,1.0,1.0,,10.0,5.0
2019-07-05T01:45:00.000,2019-07-05T00:00:00.000,01:45,2019,Friday,2019-07-12T01:00:00.000,82164228150,821642,190503586,191924191.0,II,Initial,,28150,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",Open or Active,HARRISON ST \ OAK GROVE ST,23930000.0,Southern,South of Market,6.0,6.0,37.77814896296268,-122.40296115793652,POINT (-122.40296115793652 37.77814896296268),32.0,,,,,,10.0,1.0
2021-01-27T17:03:00.000,2021-01-27T00:00:00.000,17:03,2021,Wednesday,2021-01-27T17:03:00.000,99999964020,999999,210060787,210272089.0,II,Initial,,64020,Non-Criminal,Other,Mental Health Detention,Open or Active,GOLDEN GATE AVE \ LEAVENWORTH ST,24334000.0,Tenderloin,Tenderloin,5.0,6.0,37.781863337992526,-122.41386560526722,POINT (-122.41386560526722 37.781863337992526),21.0,,1.0,1.0,1.0,,10.0,5.0
2020-07-15T12:30:00.000,2020-07-15T00:00:00.000,12:30,2020,Wednesday,2020-07-15T13:54:00.000,94396406304,943964,200423822,201971718.0,II,Initial,,6304,Larceny Theft,Larceny Theft - From Building,"Theft, From Building, >$950",Open or Active,TAYLOR ST \ NORTH POINT ST,25592000.0,Central,North Beach,3.0,3.0,37.8063434285485,-122.41543157088526,POINT (-122.41543157088526 37.8063434285485),99.0,,,,,,3.0,6.0
2019-07-24T18:38:00.000,2019-07-24T00:00:00.000,18:38,2019,Wednesday,2019-07-24T18:38:00.000,82623263010,826232,190538204,192053484.0,II,Initial,,63010,Warrant,Other,"Warrant Arrest, Local SF Warrant",Cite or Arrest Adult,BURRITT ST \ BUSH ST,24971000.0,Central,Financial District/South Beach,3.0,3.0,37.7903218900193,-122.4075004964411,POINT (-122.4075004964411 37.7903218900193),16.0,,,,,,3.0,6.0
2021-01-21T17:26:00.000,2021-01-21T00:00:00.000,17:26,2021,Thursday,2021-01-21T17:33:00.000,99829526080,998295,210048125,210212476.0,II,Initial,,26080,Other Miscellaneous,Other,Conspiracy,Open or Active,LARKIN ST \ BUSH ST,25204000.0,Northern,Nob Hill,3.0,3.0,37.78890961112855,-122.41865587356024,POINT (-122.41865587356023 37.78890961112855),50.0,,,,,,3.0,6.0
2019-09-11T09:46:00.000,2019-09-11T00:00:00.000,09:46,2019,Wednesday,2019-09-11T09:46:00.000,84544826150,845448,190677636,192541376.0,II,Initial,,26150,Other Miscellaneous,Other,"Parole Violation, Adult",Cite or Arrest Adult,MARKET ST \ DOLORES ST,25865000.0,Mission,Castro/Upper Market,8.0,8.0,37.769042388642006,-122.42685829108402,POINT (-122.42685829108402 37.769042388642006),37.0,,,,5.0,,5.0,3.0
2019-12-23T09:00:00.000,2019-12-23T00:00:00.000,09:00,2019,Monday,2019-12-23T09:00:00.000,88399562050,883995,190912686,,IS,Initial Supplement,,62050,Warrant,Warrant,"Warrant Arrest, Enroute To Outside Jurisdiction",Cite or Arrest Adult,BOARDMAN PL \ BRYANT ST,23914000.0,Southern,South of Market,6.0,6.0,37.7751608100771,-122.40363551943442,POINT (-122.40363551943442 37.7751608100771),32.0,,,,,,10.0,1.0
2020-11-10T03:01:00.000,2020-11-10T00:00:00.000,03:01,2020,Tuesday,2020-11-10T03:01:00.000,97701512027,977015,200678572,203150164.0,II,Initial,,12027,Weapons Offense,Weapons Offense,"Firearm, Discharging Within City Limits",Open or Active,INNES AVE \ HAWES ST,20162000.0,Bayview,Bayview Hunters Point,10.0,10.0,37.73306987628829,-122.3776486254886,POINT (-122.3776486254886 37.73306987628829),78.0,,,,,,9.0,2.0
2020-10-26T23:15:00.000,2020-10-26T00:00:00.000,23:15,2020,Monday,2020-10-26T23:21:00.000,97295474000,972954,200647420,203003442.0,II,Initial,,74000,Missing Person,Missing Adult,Missing Adult,Open or Active,GROVE ST \ COLE ST,26424000.0,Park,Lone Mountain/USF,5.0,5.0,37.77424873347629,-122.4511633003519,POINT (-122.4511633003519 37.77424873347629),12.0,,,,,,11.0,7.0
2021-01-20T10:30:00.000,2021-01-20T00:00:00.000,10:30,2021,Wednesday,2021-01-20T12:56:00.000,99836906372,998369,216007258,,II,Coplogic Initial,True,6372,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, $50-$200",Open or Active,WEBSTER ST \ SACRAMENTO ST,26647000.0,Northern,Pacific Heights,2.0,2.0,37.79004420222155,-122.4323845430984,POINT (-122.4323845430984 37.79004420222155),102.0,,,,,,6.0,4.0
2020-05-24T03:30:00.000,2020-05-24T00:00:00.000,03:30,2020,Sunday,2020-05-24T13:00:00.000,92967305011,929673,200315019,201451435.0,II,Initial,,5011,Burglary,Burglary - Residential,"Burglary, Apartment House, Forcible Entry",Open or Active,LILY ST \ OCTAVIA ST,35009000.0,Northern,Hayes Valley,5.0,5.0,37.77437597919173,-122.42388674846684,POINT (-122.42388674846684 37.77437597919173),26.0,,,,,,11.0,4.0
2020-08-29T16:57:00.000,2020-08-29T00:00:00.000,16:57,2020,Saturday,2020-08-29T16:57:00.000,95704264020,957042,200520406,202422209.0,II,Initial,,64020,Non-Criminal,Other,Mental Health Detention,Open or Active,POLK ST \ BUSH ST,25210000.0,Northern,Nob Hill,3.0,3.0,37.788699045143865,-122.42030688368688,POINT (-122.42030688368688 37.788699045143865),50.0,,,,,,3.0,4.0
2019-07-15T19:10:00.000,2019-07-15T00:00:00.000,19:10,2019,Monday,2019-07-15T19:10:00.000,82292916010,822929,190513494,191963573.0,II,Initial,,16010,Drug Offense,Drug Violation,Marijuana Offense,Cite or Arrest Adult,SILVER AVE \ SAN BRUNO AVE,20770000.0,Bayview,Portola,9.0,9.0,37.7324386568328,-122.40560754920035,POINT (-122.40560754920035 37.7324386568328),91.0,,,,,,2.0,2.0
2019-08-01T06:50:00.000,2019-08-01T00:00:00.000,06:50,2019,Thursday,2019-08-01T07:25:00.000,82937503074,829375,190559391,192130623.0,II,Initial,,3074,Robbery,Robbery - Other,"Robbery, W/ Force",Open or Active,LARKIN ST \ GOLDEN GATE AVE,24440000.0,Tenderloin,Tenderloin,5.0,6.0,37.78144749392477,-122.41714561338313,POINT (-122.41714561338313 37.78144749392477),21.0,,1.0,1.0,1.0,,10.0,5.0
2020-12-07T10:14:00.000,2020-12-07T00:00:00.000,10:14,2020,Monday,2020-12-07T10:14:00.000,98487927171,984879,200737316,203421024.0,II,Initial,,27171,Other Miscellaneous,Intimidation,Threat or Force to Resist Executive Officer,Cite or Arrest Adult,04TH ST \ BLUXOME ST,23822000.0,Southern,South of Market,6.0,6.0,37.77769841953334,-122.39574395575234,POINT (-122.39574395575234 37.77769841953334),32.0,,,,,,10.0,1.0
