incident_number,exposure_number,id,address,incident_date,call_number,alarm_dttm,arrival_dttm,close_dttm,city,zipcode,battalion,station_area,box,suppression_units,suppression_personnel,ems_units,ems_personnel,other_units,other_personnel,first_unit_on_scene,estimated_property_loss,estimated_contents_loss,fire_fatalities,fire_injuries,civilian_fatalities,civilian_injuries,number_of_alarms,primary_situation,mutual_aid,action_taken_primary,action_taken_secondary,action_taken_other,detector_alerted_occupants,property_use,area_of_fire_origin,ignition_cause,ignition_factor_primary,ignition_factor_secondary,heat_source,item_first_ignited,human_factors_associated_with_ignition,structure_type,structure_status,floor_of_fire_origin,fire_spread,no_flame_spread,number_of_floors_with_minimum_damage,number_of_floors_with_significant_damage,number_of_floors_with_heavy_damage,number_of_floors_with_extreme_damage,detectors_present,detector_type,detector_operation,detector_effectiveness,detector_failure_reason,automatic_extinguishing_system_present,automatic_extinguishing_sytem_type,automatic_extinguishing_sytem_perfomance,automatic_extinguishing_sytem_failure_reason,number_of_sprinkler_heads_operating,supervisor_district,neighborhood_district,point,data_as_of,data_loaded_at
7098772,0,70987720,California Street / Polk Street,2007-12-10,73440055,2007-12-10 06:32:33,2007-12-10 06:36:45,2007-12-10 07:17:00,San Francisco,94109.0,B04,41,2425.0,1,4,1,2,0,0,E41,50.0,50.0,0,0,0,0,1,323  -  Auto/Ped. Accident (Veh.),,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"960  -  Street, other","24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,"30  -  Electrical failure, malfunction, othe",81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,2.0,"00  - Item First Ignited, Other",1.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,,0.0,3.0,Nob Hill,"-122.420692, 37.790577",2007-12-10 08:09:03,2025-06-01 02:18:08
7098787,0,70987870,436 Utah Street,2007-12-10,73440074,2007-12-10 07:50:01,2007-12-10 07:56:33,2007-12-10 08:02:31,San Francisco,94103.0,B02,29,2425.0,1,4,0,0,0,0,E29,50.0,50.0,0,0,0,0,1,412  -  Gas leak (natural gas or LPG),,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"962  -  Residential street, road or residential dr","24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,"30  -  Electrical failure, malfunction, othe",81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,2.0,"00  - Item First Ignited, Other",1.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,,0.0,10.0,Mission,"-122.40668847, 37.76399358",2008-01-31 14:18:54,2025-06-01 02:18:08
7098789,0,70987890,333 Market Street,2007-12-10,73440076,2007-12-10 08:00:03,2007-12-10 08:05:29,2007-12-10 08:51:19,San Francisco,94104.0,B03,13,2425.0,3,10,0,0,0,0,E13,50.0,50.0,0,0,0,0,1,731  -  Sprinkler activation due to malfunction,,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,635  -  Computer center,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,"30  -  Electrical failure, malfunction, othe",81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,2.0,"00  - Item First Ignited, Other",1.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,,0.0,6.0,Financial District/South Beach,"-122.397635, 37.792114",2007-12-11 07:29:27,2025-06-01 02:18:08
7098791,0,70987910,1855 Folsom Street,2007-12-10,73440081,2007-12-10 08:18:34,2007-12-10 08:24:07,2007-12-10 08:42:55,San Francisco,94103.0,B02,7,2425.0,3,10,0,0,0,0,T07,50.0,50.0,0,0,0,0,1,745  -  Alarm system sounded/no fire - accidental,,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,599  -  Business office,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,"30  -  Electrical failure, malfunction, othe",81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,2.0,"00  - Item First Ignited, Other",1.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,,0.0,9.0,Mission,"-122.413937, 37.767442",2007-12-10 08:54:41,2025-06-01 02:18:08
7098798,0,70987980,750 Howard Street,2007-12-10,73440092,2007-12-10 08:52:50,2007-12-10 08:56:49,2007-12-10 09:14:34,San Francisco,94104.0,B03,1,2425.0,3,10,0,0,0,0,T01,50.0,50.0,0,0,0,0,1,745  -  Alarm system sounded/no fire - accidental,,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"580  -  General retail, other","24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,"30  -  Electrical failure, malfunction, othe",81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,2.0,"00  - Item First Ignited, Other",1.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,,0.0,6.0,Financial District/South Beach,"-122.401676, 37.784176",2007-12-10 15:37:45,2025-06-01 02:18:08
7098800,0,70988000,333 Market Street,2007-12-10,73440095,2007-12-10 09:04:23,2007-12-10 09:10:42,2007-12-10 09:19:29,San Francisco,94102.0,B03,13,2425.0,3,12,0,0,0,0,E35,50.0,50.0,0,0,0,0,1,745  -  Alarm system sounded/no fire - accidental,,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,599  -  Business office,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,"30  -  Electrical failure, malfunction, othe",81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,2.0,"00  - Item First Ignited, Other",1.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,,0.0,6.0,Financial District/South Beach,"-122.397635, 37.792114",2007-12-10 17:57:53,2025-06-01 02:18:08
7098803,0,70988030,421 Oak Street,2007-12-10,73440099,2007-12-10 09:10:19,2007-12-10 09:19:41,2007-12-10 09:22:56,San Francisco,94115.0,B02,36,2425.0,1,4,0,0,0,0,E05,50.0,50.0,0,0,0,0,1,554  -  Assist invalid,,71  -  Assist physically disabled,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"400  -  Residential, other","24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,"30  -  Electrical failure, malfunction, othe",81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,2.0,"00  - Item First Ignited, Other",1.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,,0.0,5.0,Hayes Valley,"-122.42629692, 37.77433774",2008-02-24 16:47:51,2025-06-01 02:18:08
7098805,0,70988050,100 Van Ness Avenue,2007-12-10,73440104,2007-12-10 09:23:54,2007-12-10 09:32:08,2007-12-10 09:36:37,San Francisco,94109.0,B02,36,2425.0,3,10,0,0,0,0,E03,50.0,50.0,0,0,0,0,1,745  -  Alarm system sounded/no fire - accidental,,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,599  -  Business office,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,"30  -  Electrical failure, malfunction, othe",81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,2.0,"00  - Item First Ignited, Other",1.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,,0.0,5.0,Tenderloin,"-122.419436, 37.776449",2007-12-10 12:13:52,2025-06-01 02:18:08
7098816,0,70988160,159 San Carlos Street,2007-12-10,73440119,2007-12-10 09:52:48,2007-12-10 09:57:05,2007-12-10 10:01:30,San Francisco,94110.0,B02,7,2425.0,1,5,0,0,0,0,T07,50.0,50.0,0,0,0,0,1,"900  -  Special type of incident, other",,"00  -  Action taken, other",86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,429  -  Multifamily dwellings,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,"30  -  Electrical failure, malfunction, othe",81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,2.0,"00  - Item First Ignited, Other",1.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,,0.0,9.0,Mission,"-122.41983484, 37.76089959",2007-12-10 11:37:49,2025-06-01 02:18:08
7098819,0,70988190,1 Cherry Street,2007-12-10,73440130,2007-12-10 10:13:00,2007-12-10 10:18:23,2007-12-10 10:35:18,San Francisco,94118.0,B07,10,2425.0,3,10,0,0,0,0,E10,50.0,50.0,0,0,0,0,1,733  -  Smoke detector activation/malfunction,,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"400  -  Residential, other","24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,"30  -  Electrical failure, malfunction, othe",81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,2.0,"00  - Item First Ignited, Other",1.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,,0.0,2.0,Presidio Heights,"-122.457542, 37.789764",2007-12-10 16:46:33,2025-06-01 02:18:08
