incident_number,exposure_number,id,address,incident_date,call_number,alarm_dttm,arrival_dttm,close_dttm,city,zipcode,battalion,station_area,box,suppression_units,suppression_personnel,ems_units,ems_personnel,other_units,other_personnel,first_unit_on_scene,estimated_property_loss,estimated_contents_loss,fire_fatalities,fire_injuries,civilian_fatalities,civilian_injuries,number_of_alarms,primary_situation,mutual_aid,action_taken_primary,action_taken_secondary,action_taken_other,detector_alerted_occupants,property_use,area_of_fire_origin,ignition_cause,ignition_factor_primary,ignition_factor_secondary,heat_source,item_first_ignited,human_factors_associated_with_ignition,structure_type,structure_status,floor_of_fire_origin,fire_spread,no_flame_spread,number_of_floors_with_minimum_damage,number_of_floors_with_significant_damage,number_of_floors_with_heavy_damage,number_of_floors_with_extreme_damage,detectors_present,detector_type,detector_operation,detector_effectiveness,detector_failure_reason,automatic_extinguishing_system_present,automatic_extinguishing_sytem_type,automatic_extinguishing_sytem_perfomance,automatic_extinguishing_sytem_failure_reason,number_of_sprinkler_heads_operating,supervisor_district,neighborhood_district,point,data_as_of,data_loaded_at
7074048,0,70740480,525 5th Street,2007-09-15,72580104,2007-09-15 08:40:04,2007-09-15 08:44:23,2007-09-15 08:57:21,San Francisco,94105.0,B03,8,1461.0,3,10,0,0,0,0,E08,1000.0,50.0,0,0,0,0,1,"710  -  Malicious, mischievous false call, other",Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,322  -  Alcohol/Sub. abuse recovery center,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,12  - Exterior wall covering or finish,1.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded","0  - Detector failure reason, other",N  - None Present,,,,0.0,6.0,South of Market,"-122.399825, 37.777515",2007-09-15 11:54:23,2025-06-01 02:18:08
7074052,0,70740520,Selby Street / Evans Avenue,2007-09-15,72580115,2007-09-15 09:14:45,2007-09-15 09:18:51,2007-09-15 09:21:47,San Francisco,94124.0,B10,9,1461.0,1,4,0,0,0,0,E09,1000.0,50.0,0,0,0,0,1,"118  -  Trash or rubbish fire, contained",Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,U  -  Unknown,963  -  Street or road in commercial area,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,12  - Exterior wall covering or finish,1.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded","0  - Detector failure reason, other",N  - None Present,,,,0.0,10.0,Bayview Hunters Point,"-122.394052, 37.747309967",2007-09-15 11:42:55,2025-06-01 02:18:08
7074053,0,70740530,69 Oakwood Street,2007-09-15,72580124,2007-09-15 09:35:41,2007-09-15 09:39:34,2007-09-15 09:59:31,San Francisco,94110.0,B02,7,1461.0,10,31,0,0,0,0,E07,1000.0,50.0,0,0,0,0,1,"651  -  Smoke scare, odor of smoke",Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,429  -  Multifamily dwellings,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,12  - Exterior wall covering or finish,1.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded","0  - Detector failure reason, other",N  - None Present,,,,0.0,8.0,Mission,"-122.4246518, 37.7604515",2007-09-16 15:07:44,2025-06-01 02:18:08
7074060,0,70740600,1362 Powell Street,2007-09-15,72580131,2007-09-15 09:48:37,2007-09-15 09:52:12,2007-09-15 09:59:57,San Francisco,94108.0,B01,2,1461.0,3,10,0,0,0,0,E02,1000.0,50.0,0,0,0,0,1,"743  -  Smoke detector, no fire, accidental",Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"000  -  Property Use, other","24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,12  - Exterior wall covering or finish,1.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded","0  - Detector failure reason, other",N  - None Present,,,,0.0,3.0,Chinatown,"-122.41000295, 37.79724779",2007-09-15 12:42:56,2025-06-01 02:18:08
7074062,0,70740620,1040 Bush Street,2007-09-15,72580134,2007-09-15 09:48:50,2007-09-15 09:57:21,2007-09-15 10:02:27,San Francisco,94109.0,B01,41,1461.0,1,4,0,0,0,0,E03,1000.0,50.0,0,0,0,0,1,554  -  Assist invalid,Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"439  -  Boarding/rooming house, res. hotels","24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,12  - Exterior wall covering or finish,1.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded","0  - Detector failure reason, other",N  - None Present,,,,0.0,3.0,Nob Hill,"-122.414431, 37.789509",2007-09-15 12:48:41,2025-06-01 02:18:08
7074075,0,70740750,Gough Street / Vallejo Street,2007-09-15,72580150,2007-09-15 11:13:11,2007-09-15 11:18:43,2007-09-15 11:55:14,San Francisco,94123.0,B04,38,1461.0,1,4,0,0,0,0,T16,1000.0,50.0,0,0,0,0,1,"900  -  Special type of incident, other",Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"960  -  Street, other","24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,12  - Exterior wall covering or finish,1.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded","0  - Detector failure reason, other",N  - None Present,,,,0.0,2.0,Marina,"-122.426894, 37.796272",2007-09-26 17:49:24,2025-06-01 02:18:08
7074079,0,70740790,3101 Divisadero Street,2007-09-15,72580155,2007-09-15 11:31:14,2007-09-15 11:40:30,2007-09-15 12:17:19,San Francisco,94115.0,B04,16,1461.0,1,5,0,0,0,0,T10,1000.0,50.0,0,0,0,0,1,522  -  Water or steam leak,Mutual aid received,66  -  Remove water,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,161  -  Restaurant or cafeteria,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,12  - Exterior wall covering or finish,1.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded","0  - Detector failure reason, other",N  - None Present,,,,0.0,2.0,Marina,"-122.44272386, 37.79833143",2008-05-31 11:40:54,2025-06-01 02:18:08
7074080,0,70740800,720 California Street,2007-09-15,72580157,2007-09-15 11:38:23,2007-09-15 11:44:49,2007-09-15 11:56:54,San Francisco,94133.0,B01,13,1461.0,3,11,0,0,0,0,B01,1000.0,50.0,0,0,0,0,1,735  -  Alarm system sounded due to malfunction,Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,599  -  Business office,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,12  - Exterior wall covering or finish,1.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded","0  - Detector failure reason, other",N  - None Present,,,,0.0,3.0,Chinatown,"-122.406361, 37.792468",2007-09-15 22:00:24,2025-06-01 02:18:08
7074084,0,70740840,2027 Mission Street,2007-09-15,72580165,2007-09-15 11:57:44,2007-09-15 12:01:24,2007-09-15 12:10:13,San Francisco,94110.0,B02,7,1461.0,3,10,0,0,0,0,E07,1000.0,50.0,0,0,0,0,1,735  -  Alarm system sounded due to malfunction,Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,429  -  Multifamily dwellings,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,12  - Exterior wall covering or finish,1.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded","0  - Detector failure reason, other",N  - None Present,,,,0.0,9.0,Mission,"-122.41910177, 37.76443834",2007-09-16 14:48:55,2025-06-01 02:18:08
7074089,0,70740890,5th Avenue / Geary Block.,2007-09-15,72580170,2007-09-15 12:16:51,2007-09-15 12:19:24,2007-09-15 12:19:53,San Francisco,94121.0,B07,31,1461.0,2,9,0,0,0,0,E31,1000.0,50.0,0,0,0,0,1,"710  -  Malicious, mischievous false call, other",Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"960  -  Street, other","24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,12  - Exterior wall covering or finish,1.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded","0  - Detector failure reason, other",N  - None Present,,,,0.0,1.0,Inner Richmond,"-122.463213, 37.78107",2007-09-15 21:48:42,2025-06-01 02:18:08
7074090,0,70740900,330 Hazelwood Avenue,2007-09-15,72580171,2007-09-15 12:25:23,2007-09-15 12:31:25,2007-09-15 12:50:06,San Francisco,94112.0,B09,39,1461.0,3,11,0,0,0,0,B09,1000.0,50.0,0,0,0,0,1,412  -  Gas leak (natural gas or LPG),Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,429  -  Multifamily dwellings,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,12  - Exterior wall covering or finish,1.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded","0  - Detector failure reason, other",N  - None Present,,,,0.0,7.0,West of Twin Peaks,"-122.4564848, 37.73432351",2007-09-16 03:55:00,2025-06-01 02:18:08
7074093,0,70740930,Bayshore Block. / Oakdale Avenue,2007-09-15,72580176,2007-09-15 12:46:44,2007-09-15 12:48:51,2007-09-15 12:49:42,San Francisco,94124.0,B10,9,1461.0,2,9,0,0,0,0,E09,1000.0,50.0,0,0,0,0,1,"711  -  Municipal alarm system, Street Box False",Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"962  -  Residential street, road or residential dr","24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,12  - Exterior wall covering or finish,1.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded","0  - Detector failure reason, other",N  - None Present,,,,0.0,10.0,Bayview Hunters Point,"-122.405242, 37.743051",2007-09-16 20:54:29,2025-06-01 02:18:08
7074099,0,70740990,5301 Mission Street,2007-09-15,72580189,2007-09-15 13:24:25,2007-09-15 13:29:13,2007-09-15 13:52:26,San Francisco,94124.0,B09,43,1461.0,3,10,0,0,0,0,E43,1000.0,50.0,0,0,0,0,1,735  -  Alarm system sounded due to malfunction,Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"342  -  Doctor, dentist or oral surgeon's office","24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,12  - Exterior wall covering or finish,1.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded","0  - Detector failure reason, other",N  - None Present,,,,0.0,11.0,Excelsior,"-122.44263648, 37.71430748",2007-09-15 20:12:53,2025-06-01 02:18:08
7074100,0,70741000,100 Golden Gate Br Toll Pz,2007-09-15,72580191,2007-09-15 13:27:39,2007-09-15 13:35:26,2007-09-15 14:49:38,San Francisco,94123.0,B99,51,1461.0,4,13,2,4,0,0,B11,1000.0,50.0,0,0,0,0,1,361  -  Swimming/recreational water areas rescue,Mutual aid received,"22  -  Rescue, remove from harm",86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"941  -  Open ocean, sea or tidal waters","24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,12  - Exterior wall covering or finish,1.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded","0  - Detector failure reason, other",N  - None Present,,,,0.0,2.0,Presidio,"-122.474478, 37.806932",2007-12-30 09:47:54,2025-06-01 02:18:08
7074103,0,70741030,55 Green Street,2007-09-15,72580195,2007-09-15 13:35:04,2007-09-15 13:38:32,2007-09-15 13:43:26,San Francisco,94111.0,B01,13,1461.0,3,11,0,0,0,0,E13,1000.0,50.0,0,0,0,0,1,"740  -  Unintentional alarm, other",Mutual aid received,63  -  Restore fire alarm system,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,599  -  Business office,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,12  - Exterior wall covering or finish,1.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded","0  - Detector failure reason, other",N  - None Present,,,,0.0,3.0,Financial District/South Beach,"-122.400408, 37.800518",2007-09-15 22:05:52,2025-06-01 02:18:08
7074107,0,70741070,Arguello Block. / Fulton Street,2007-09-15,72580200,2007-09-15 14:00:22,2007-09-15 14:06:32,2007-09-15 15:26:49,San Francisco,94121.0,B07,31,1461.0,1,4,1,2,0,0,E31,1000.0,50.0,0,0,0,0,1,322  -  Vehicle accident with injuries,Mutual aid received,33  -  Provide advanced life support (ALS),86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"960  -  Street, other","24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,12  - Exterior wall covering or finish,1.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded","0  - Detector failure reason, other",N  - None Present,,,,0.0,1.0,Golden Gate Park,"-122.458373, 37.774308",2007-09-15 21:55:23,2025-06-01 02:18:08
7074121,0,70741210,1 Sf Intl Airport,2007-09-15,72580217,2007-09-15 14:41:20,2007-09-15 14:46:36,2007-09-15 14:59:51,San Francisco International Airport area,94128.0,B09,A3,1461.0,1,3,0,0,0,0,AP,1000.0,50.0,0,0,0,0,1,"118  -  Trash or rubbish fire, contained",Mutual aid received,11  -  Extinguish,86  -  Investigate,86  -  Investigate,U  -  Unknown,171  -  Airport passenger terminal,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,12  - Exterior wall covering or finish,1.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded","0  - Detector failure reason, other",N  - None Present,,,,0.0,3.0,Mission,"-122.38416, 37.616901",2007-09-15 20:22:05,2025-06-01 02:18:08
