incident_number,exposure_number,id,address,incident_date,call_number,alarm_dttm,arrival_dttm,close_dttm,city,zipcode,battalion,station_area,box,suppression_units,suppression_personnel,ems_units,ems_personnel,other_units,other_personnel,first_unit_on_scene,estimated_property_loss,estimated_contents_loss,fire_fatalities,fire_injuries,civilian_fatalities,civilian_injuries,number_of_alarms,primary_situation,mutual_aid,action_taken_primary,action_taken_secondary,action_taken_other,detector_alerted_occupants,property_use,area_of_fire_origin,ignition_cause,ignition_factor_primary,ignition_factor_secondary,heat_source,item_first_ignited,human_factors_associated_with_ignition,structure_type,structure_status,floor_of_fire_origin,fire_spread,no_flame_spread,number_of_floors_with_minimum_damage,number_of_floors_with_significant_damage,number_of_floors_with_heavy_damage,number_of_floors_with_extreme_damage,detectors_present,detector_type,detector_operation,detector_effectiveness,detector_failure_reason,automatic_extinguishing_system_present,automatic_extinguishing_sytem_type,automatic_extinguishing_sytem_perfomance,automatic_extinguishing_sytem_failure_reason,number_of_sprinkler_heads_operating,supervisor_district,neighborhood_district,point,data_as_of,data_loaded_at
8037968,0,80379680,141 Eddy Street,2008-05-03,81240070,2008-05-03 04:20:42,2008-05-03 04:27:23,2008-05-03 04:29:53,San Francisco,94105,B03,1,2951.0,3,11,0,0,0,0,B02,50.0,50.0,0,0,0,0,1,"113  -  Cooking fire, confined to container",Other aid given,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,429  -  Multifamily dwellings,"24  -  Cooking area, kitchen",2  -  Unintentional,"10  -  Misuse of material or product, other",,"10  -  Heat from powered equipment, other","76  -  Cooking materials, inc. Edible materi",3  -  Unattended or unsupervised person,1  - Enclosed building,2  - In normal use,1.0,"00  - Item First Ignited, Other",1.0,1.0,0.0,0.0,0.0,U  - Undetermined,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",U  - Undetermined,N  - None Present,,,,0.0,5.0,Tenderloin,"-122.409985, 37.784193",2008-05-03 07:01:56,2025-06-01 02:18:08
8037999,0,80379990,1416 Taylor Street,2008-05-03,81240107,2008-05-03 08:20:23,2008-05-03 08:24:30,2008-05-03 08:36:41,San Francisco,94108,B01,2,2951.0,2,9,0,0,0,0,E02,50.0,50.0,0,0,0,0,1,"441  -  Heat -  short circuit, defect/worn wiring",Other aid given,"50  -  Fires/rescue & Haz conditions, other",86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"000  -  Property Use, other","24  -  Cooking area, kitchen",2  -  Unintentional,UU  -  Undetermined,,"10  -  Heat from powered equipment, other","76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"00  - Item First Ignited, Other",1.0,1.0,0.0,0.0,0.0,U  - Undetermined,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",U  - Undetermined,N  - None Present,,,,0.0,3.0,Nob Hill,"-122.4132523, 37.79524378",2008-05-03 09:24:47,2025-06-01 02:18:08
8038000,0,80380000,5157 Diamond Heights Block,2008-05-03,81240108,2008-05-03 08:26:02,2008-05-03 08:30:32,2008-05-03 08:41:27,San Francisco,94131,B06,26,2951.0,1,4,0,0,0,0,E26,50.0,50.0,0,0,0,0,1,"700  -  False alarm or false call, other",Other aid given,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,429  -  Multifamily dwellings,"24  -  Cooking area, kitchen",2  -  Unintentional,UU  -  Undetermined,,"10  -  Heat from powered equipment, other","76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"00  - Item First Ignited, Other",1.0,1.0,0.0,0.0,0.0,U  - Undetermined,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",U  - Undetermined,N  - None Present,,,,0.0,8.0,Noe Valley,"-122.440072, 37.746173",2008-05-03 15:06:06,2025-06-01 02:18:08
8038001,0,80380010,539 Bryant Street,2008-05-03,81240109,2008-05-03 08:36:07,2008-05-03 08:39:14,2008-05-03 08:40:16,San Francisco,94105,B03,8,2951.0,3,10,0,0,0,0,B03,50.0,50.0,0,0,0,0,1,"700  -  False alarm or false call, other",Other aid given,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,599  -  Business office,"24  -  Cooking area, kitchen",2  -  Unintentional,UU  -  Undetermined,,"10  -  Heat from powered equipment, other","76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"00  - Item First Ignited, Other",1.0,1.0,0.0,0.0,0.0,U  - Undetermined,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",U  - Undetermined,N  - None Present,,,,0.0,6.0,South of Market,"-122.39705214, 37.78017403",2008-05-23 12:48:12,2025-06-01 02:18:08
8038002,0,80380020,412 Rolph Street,2008-05-03,81240110,2008-05-03 08:41:54,2008-05-03 08:48:03,2008-05-03 08:52:46,San Francisco,94112,B09,43,2951.0,3,11,0,0,0,0,E43,50.0,50.0,0,0,0,0,1,"740  -  Unintentional alarm, other",Other aid given,"80  -  Information/invest. & enforcement, other",86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,419  -  1 or 2 family dwelling,"24  -  Cooking area, kitchen",2  -  Unintentional,UU  -  Undetermined,,"10  -  Heat from powered equipment, other","76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"00  - Item First Ignited, Other",1.0,1.0,0.0,0.0,0.0,U  - Undetermined,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",U  - Undetermined,N  - None Present,,,,0.0,11.0,Excelsior,"-122.43481817, 37.71250616",2008-05-03 09:24:30,2025-06-01 02:18:08
8038003,0,80380030,539 Bryant Street,2008-05-03,81240113,2008-05-03 08:49:21,2008-05-03 08:52:27,2008-05-03 08:56:33,San Francisco,94107,B03,8,2951.0,3,10,0,0,0,0,T08,50.0,50.0,0,0,0,0,1,745  -  Alarm system sounded/no fire - accidental,Other aid given,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,599  -  Business office,"24  -  Cooking area, kitchen",2  -  Unintentional,UU  -  Undetermined,,"10  -  Heat from powered equipment, other","76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"00  - Item First Ignited, Other",1.0,1.0,0.0,0.0,0.0,U  - Undetermined,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",U  - Undetermined,N  - None Present,,,,0.0,6.0,South of Market,"-122.39705214, 37.78017403",2008-08-06 12:07:45,2025-06-01 02:18:08
8038018,0,80380180,3326 Vicente Street,2008-05-03,81240134,2008-05-03 09:54:39,2008-05-03 10:02:32,2008-05-03 10:13:56,San Francisco,94122,B08,18,2951.0,1,4,0,0,0,0,E18,50.0,50.0,0,0,0,0,1,412  -  Gas leak (natural gas or LPG),Other aid given,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,419  -  1 or 2 family dwelling,"24  -  Cooking area, kitchen",2  -  Unintentional,UU  -  Undetermined,,"10  -  Heat from powered equipment, other","76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"00  - Item First Ignited, Other",1.0,1.0,0.0,0.0,0.0,U  - Undetermined,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",U  - Undetermined,N  - None Present,,,,0.0,4.0,Sunset/Parkside,"-122.50276793, 37.73836774",2008-05-03 20:36:34,2025-06-01 02:18:08
8038023,0,80380230,325 Sutter Street,2008-05-03,81240145,2008-05-03 10:23:59,2008-05-03 10:31:14,2008-05-03 10:39:06,San Francisco,94104,B01,1,2951.0,3,12,0,0,0,0,E01,50.0,50.0,0,0,0,0,1,745  -  Alarm system sounded/no fire - accidental,Other aid given,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,599  -  Business office,"24  -  Cooking area, kitchen",2  -  Unintentional,UU  -  Undetermined,,"10  -  Heat from powered equipment, other","76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"00  - Item First Ignited, Other",1.0,1.0,0.0,0.0,0.0,U  - Undetermined,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",U  - Undetermined,N  - None Present,,,,0.0,3.0,Financial District/South Beach,"-122.405814, 37.789509",2008-05-03 17:41:34,2025-06-01 02:18:08
8038027,0,80380270,3130 26th Street,2008-05-03,81240151,2008-05-03 10:48:02,2008-05-03 10:55:40,2008-05-03 10:56:38,San Francisco,94110,B06,7,2951.0,1,4,0,0,0,0,E07,50.0,50.0,0,0,0,0,1,"900  -  Special type of incident, other",Other aid given,"00  -  Action taken, other",86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,961  -  Highway or divided highway (Street),"24  -  Cooking area, kitchen",2  -  Unintentional,UU  -  Undetermined,,"10  -  Heat from powered equipment, other","76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"00  - Item First Ignited, Other",1.0,1.0,0.0,0.0,0.0,U  - Undetermined,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",U  - Undetermined,N  - None Present,,,,0.0,9.0,Mission,"-122.4138612, 37.75085257",2008-05-11 11:42:44,2025-06-01 02:18:08
8038028,0,80380280,Jamestown Avenue / 3rd Street,2008-05-03,81240152,2008-05-03 10:56:46,2008-05-03 11:05:42,2008-05-03 11:11:22,San Francisco,94134,B10,44,6544.0,2,4,0,0,0,0,E44,50.0,50.0,0,0,0,0,1,"151  -  Outside rubbish, trash or waste fire",Other aid given,11  -  Extinguish,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,931  -  Open land or field,"24  -  Cooking area, kitchen",2  -  Unintentional,UU  -  Undetermined,,"10  -  Heat from powered equipment, other","76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"00  - Item First Ignited, Other",1.0,1.0,0.0,0.0,0.0,U  - Undetermined,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",U  - Undetermined,N  - None Present,,,,0.0,10.0,Bayview Hunters Point,"-122.396618, 37.720231",2008-05-03 13:23:44,2025-06-01 02:18:08
