incident_number,exposure_number,id,address,incident_date,call_number,alarm_dttm,arrival_dttm,close_dttm,city,zipcode,battalion,station_area,box,suppression_units,suppression_personnel,ems_units,ems_personnel,other_units,other_personnel,first_unit_on_scene,estimated_property_loss,estimated_contents_loss,fire_fatalities,fire_injuries,civilian_fatalities,civilian_injuries,number_of_alarms,primary_situation,mutual_aid,action_taken_primary,action_taken_secondary,action_taken_other,detector_alerted_occupants,property_use,area_of_fire_origin,ignition_cause,ignition_factor_primary,ignition_factor_secondary,heat_source,item_first_ignited,human_factors_associated_with_ignition,structure_type,structure_status,floor_of_fire_origin,fire_spread,no_flame_spread,number_of_floors_with_minimum_damage,number_of_floors_with_significant_damage,number_of_floors_with_heavy_damage,number_of_floors_with_extreme_damage,detectors_present,detector_type,detector_operation,detector_effectiveness,detector_failure_reason,automatic_extinguishing_system_present,automatic_extinguishing_sytem_type,automatic_extinguishing_sytem_perfomance,automatic_extinguishing_sytem_failure_reason,number_of_sprinkler_heads_operating,supervisor_district,neighborhood_district,point,data_as_of,data_loaded_at
10077808,0,100778080,Jones Street / Ellis Street,2010-09-03,102460279,2010-09-03 16:15:03,2010-09-03 16:18:16,2010-09-03 16:18:37,San Francisco,94102,B03,3,3426.0,2,9,0,0,0,0,E03,5000.0,1.0,0,0,0,0,1,"711  -  Municipal alarm system, Street Box False",,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"960  -  Street, other","24  -  Cooking area, kitchen",2  -  Unintentional,12  -  Heat source too close to combustibles,,"10  -  Heat from powered equipment, other","76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",2,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",,N  - None Present,,,,0.0,5.0,Tenderloin,"-122.412784, 37.784866",2010-09-04 08:56:44,2025-06-01 02:18:08
10077813,0,100778130,603 Mason Street,2010-09-03,102460283,2010-09-03 16:20:00,2010-09-03 16:20:00,2010-09-03 18:27:16,PR,94123,B99,51,3426.0,1,4,0,0,0,0,E51,5000.0,1.0,0,0,0,0,1,511  -  Lock - out,,82  -  Notify other agencies.,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,937  -  Beach,"24  -  Cooking area, kitchen",2  -  Unintentional,12  -  Heat source too close to combustibles,,"10  -  Heat from powered equipment, other","76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",2,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",,N  - None Present,,,,0.0,2.0,Presidio,"-122.45545003, 37.8038826",2010-09-19 12:22:45,2025-06-01 02:18:08
10077815,0,100778150,8100 Oceanview Tr.,2010-09-03,102460284,2010-09-03 16:20:24,2010-09-03 16:27:11,2010-09-03 16:54:27,San Francisco,94112,B09,33,3426.0,3,11,0,0,0,0,E19,5000.0,1.0,0,0,0,0,1,"700  -  False alarm or false call, other",,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,429  -  Multifamily dwellings,"24  -  Cooking area, kitchen",2  -  Unintentional,12  -  Heat source too close to combustibles,,"10  -  Heat from powered equipment, other","76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",2,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",,N  - None Present,,,,0.0,7.0,Oceanview/Merced/Ingleside,"-122.466282, 37.710695",2010-09-03 18:52:04,2025-06-01 02:18:08
10077819,0,100778190,21 Parnassus Avenue,2010-09-03,102460289,2010-09-03 16:37:39,2010-09-03 16:41:33,2010-09-03 17:49:31,San Francisco,94117,B05,12,3426.0,3,7,0,0,0,0,E12,5000.0,1.0,0,0,0,0,1,"311  -  Medical assist, assist EMS crew",,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,419  -  1 or 2 family dwelling,"24  -  Cooking area, kitchen",2  -  Unintentional,12  -  Heat source too close to combustibles,,"10  -  Heat from powered equipment, other","76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",2,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",,N  - None Present,,,,0.0,8.0,Haight Ashbury,"-122.4476714, 37.76518935",2010-09-03 20:50:42,2025-06-01 02:18:08
10077827,0,100778270,Green Street / Octavia Street,2010-09-03,102460299,2010-09-03 17:51:32,2010-09-03 17:59:00,2010-09-03 18:01:55,San Francisco,94123,B04,38,3426.0,1,4,0,0,0,0,E38,5000.0,1.0,0,0,0,0,1,"520  -  Water problem, other",,"00  -  Action taken, other",86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"000  -  Property Use, other","24  -  Cooking area, kitchen",2  -  Unintentional,12  -  Heat source too close to combustibles,,"10  -  Heat from powered equipment, other","76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",2,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",,N  - None Present,,,,0.0,2.0,Marina,"-122.429294, 37.799787",2010-09-04 12:56:30,2025-06-01 02:18:08
10077833,0,100778330,Santa Rosa Avenue / Cayuga Avenue,2010-09-03,102460304,2010-09-03 18:10:19,2010-09-03 18:14:26,2010-09-03 18:14:40,San Francisco,94112,B09,15,3426.0,2,9,0,0,0,0,E15,5000.0,1.0,0,0,0,0,1,"700  -  False alarm or false call, other",,"00  -  Action taken, other",86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"960  -  Street, other","24  -  Cooking area, kitchen",2  -  Unintentional,12  -  Heat source too close to combustibles,,"10  -  Heat from powered equipment, other","76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",2,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",,N  - None Present,,,,0.0,11.0,Outer Mission,"-122.436805, 37.72717",2010-09-08 11:15:02,2025-06-01 02:18:08
10077835,0,100778350,Ofarrell Street / Van Ness Avenue,2010-09-03,102460306,2010-09-03 18:09:59,2010-09-03 18:15:47,2010-09-03 18:24:22,San Francisco,94109,B04,3,3426.0,1,4,0,0,0,0,T03,5000.0,1.0,0,0,0,0,1,554  -  Assist invalid,,71  -  Assist physically disabled,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,963  -  Street or road in commercial area,"24  -  Cooking area, kitchen",2  -  Unintentional,12  -  Heat source too close to combustibles,,"10  -  Heat from powered equipment, other","76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",2,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",,N  - None Present,,,,0.0,5.0,Western Addition,"-122.421195, 37.784754",2010-09-03 19:19:26,2025-06-01 02:18:08
10077838,0,100778380,100 Westgate Drive,2010-09-03,102460310,2010-09-03 18:18:58,2010-09-03 18:26:58,2010-09-03 18:33:13,San Francisco,94112,B09,15,3426.0,4,13,0,0,0,0,B09,5000.0,1.0,0,0,0,0,1,"500  -  Service Call, other",,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,419  -  1 or 2 family dwelling,"24  -  Cooking area, kitchen",2  -  Unintentional,12  -  Heat source too close to combustibles,,"10  -  Heat from powered equipment, other","76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",2,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",,N  - None Present,,,,0.0,7.0,West of Twin Peaks,"-122.46512311, 37.7285575",2010-09-03 18:50:50,2025-06-01 02:18:08
10077839,0,100778390,21st Street / Dolores Street,2010-09-03,102460311,2010-09-03 18:20:29,2010-09-03 18:36:06,2010-09-03 18:36:06,San Francisco,94131,B06,11,3426.0,1,4,0,0,0,0,E36,5000.0,1.0,0,0,0,0,1,522  -  Water or steam leak,,61  -  Restore municipal services,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"962  -  Residential street, road or residential dr","24  -  Cooking area, kitchen",2  -  Unintentional,12  -  Heat source too close to combustibles,,"10  -  Heat from powered equipment, other","76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",2,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",,N  - None Present,,,,0.0,8.0,Noe Valley,"-122.425613, 37.75663",2010-09-04 18:31:16,2025-06-01 02:18:08
10077844,0,100778440,1420 Turk Street,2010-09-03,102460314,2010-09-03 18:29:04,2010-09-03 18:33:57,2010-09-03 18:59:25,San Francisco,94102,B05,5,3426.0,1,4,0,0,0,0,E05,5000.0,1.0,0,0,0,0,1,554  -  Assist invalid,,"30  -  Emergency medical services, other",86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"000  -  Property Use, other","24  -  Cooking area, kitchen",2  -  Unintentional,12  -  Heat source too close to combustibles,,"10  -  Heat from powered equipment, other","76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",2,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",,N  - None Present,,,,0.0,5.0,Western Addition,"-122.432542, 37.780514",2010-11-04 10:13:20,2025-06-01 02:18:08
