incident_number,exposure_number,id,address,incident_date,call_number,alarm_dttm,arrival_dttm,close_dttm,city,zipcode,battalion,station_area,box,suppression_units,suppression_personnel,ems_units,ems_personnel,other_units,other_personnel,first_unit_on_scene,estimated_property_loss,estimated_contents_loss,fire_fatalities,fire_injuries,civilian_fatalities,civilian_injuries,number_of_alarms,primary_situation,mutual_aid,action_taken_primary,action_taken_secondary,action_taken_other,detector_alerted_occupants,property_use,area_of_fire_origin,ignition_cause,ignition_factor_primary,ignition_factor_secondary,heat_source,item_first_ignited,human_factors_associated_with_ignition,structure_type,structure_status,floor_of_fire_origin,fire_spread,no_flame_spread,number_of_floors_with_minimum_damage,number_of_floors_with_significant_damage,number_of_floors_with_heavy_damage,number_of_floors_with_extreme_damage,detectors_present,detector_type,detector_operation,detector_effectiveness,detector_failure_reason,automatic_extinguishing_system_present,automatic_extinguishing_sytem_type,automatic_extinguishing_sytem_perfomance,automatic_extinguishing_sytem_failure_reason,number_of_sprinkler_heads_operating,supervisor_district,neighborhood_district,point,data_as_of,data_loaded_at
12006830,0,120068300,Sutter Street / Taylor Street,2012-01-20,120200358,2012-01-20 20:15:12,2012-01-20 20:21:40,2012-01-20 21:45:58,San Francisco,94109.0,B01,3,1554.0,1,4,1,2,0,0,81,5000.0,50.0,0,0,0,0,1,324  -  Motor vehicle accident with no injuries.,N None,86  -  Investigate,63 Restore fire alarm system,84 Refer to proper authority,1 Detector alerted occupants,"962  -  Residential street, road or residential dr","90 Outside area, other",1 Intentional,NN None,,UU Undetermined,UU Undetermined,N None,1 Enclosed building,2 In normal use,2.0,,NO,1.0,0.0,0.0,0.0,1 Present,3  - Combination smoke & heat in single unit,2 Detector operated,"1 Detector alerted occupants, occupants responded",,N None Present,1 Wet - pipe sprinkler system,1 System operated and was effective,,1.0,3.0,Nob Hill,"-122.411888, 37.788808",2012-01-24 09:24:08,2025-06-01 02:18:08
12006831,0,120068310,22nd Street / 3rd Street,2012-01-20,120200359,2012-01-20 20:19:54,2012-01-20 20:23:16,2012-01-20 20:23:35,San Francisco,94124.0,B10,25,1554.0,2,9,0,0,0,0,E25,5000.0,50.0,0,0,0,0,1,"711  -  Municipal alarm system, Street Box False",N None,86  -  Investigate,63 Restore fire alarm system,84 Refer to proper authority,1 Detector alerted occupants,963  -  Street or road in commercial area,"90 Outside area, other",1 Intentional,NN None,,UU Undetermined,UU Undetermined,N None,1 Enclosed building,2 In normal use,2.0,,NO,1.0,0.0,0.0,0.0,1 Present,3  - Combination smoke & heat in single unit,2 Detector operated,"1 Detector alerted occupants, occupants responded",,N None Present,1 Wet - pipe sprinkler system,1 System operated and was effective,,1.0,10.0,Potrero Hill,"-122.388318, 37.757939",2012-01-21 09:55:51,2025-06-01 02:18:08
12006833,0,120068330,Geary Block. / Laguna Street,2012-01-20,120200363,2012-01-20 20:20:02,2012-01-20 20:31:12,2012-01-20 20:33:27,San Francisco,94115.0,B04,5,1554.0,2,9,0,0,0,0,E05,5000.0,50.0,0,0,0,0,1,"711  -  Municipal alarm system, Street Box False",N None,86  -  Investigate,63 Restore fire alarm system,84 Refer to proper authority,1 Detector alerted occupants,963  -  Street or road in commercial area,"90 Outside area, other",1 Intentional,NN None,,UU Undetermined,UU Undetermined,N None,1 Enclosed building,2 In normal use,2.0,,NO,1.0,0.0,0.0,0.0,1 Present,3  - Combination smoke & heat in single unit,2 Detector operated,"1 Detector alerted occupants, occupants responded",,N None Present,1 Wet - pipe sprinkler system,1 System operated and was effective,,1.0,5.0,Western Addition,"-122.427992, 37.784953",2012-01-21 09:06:07,2025-06-01 02:18:08
12006834,0,120068340,Thornton Avenue / Elmira Street,2012-01-20,120200364,2012-01-20 20:22:24,2012-01-20 20:25:56,2012-01-20 20:33:33,San Francisco,94134.0,B10,42,1554.0,1,4,0,0,0,0,E42,5000.0,50.0,0,0,0,0,1,"400  -  Hazardous condition, other",N None,86  -  Investigate,63 Restore fire alarm system,84 Refer to proper authority,1 Detector alerted occupants,"960  -  Street, other","90 Outside area, other",1 Intentional,NN None,,UU Undetermined,UU Undetermined,N None,1 Enclosed building,2 In normal use,2.0,,NO,1.0,0.0,0.0,0.0,1 Present,3  - Combination smoke & heat in single unit,2 Detector operated,"1 Detector alerted occupants, occupants responded",,N None Present,1 Wet - pipe sprinkler system,1 System operated and was effective,,1.0,10.0,Bayview Hunters Point,"-122.402867, 37.730802",2012-01-24 06:33:09,2025-06-01 02:18:08
12006835,0,120068350,Eddy Street / Polk Street,2012-01-20,120200362,2012-01-20 20:22:09,2012-01-20 20:27:37,2012-01-20 20:30:28,San Francisco,94109.0,B02,3,1554.0,1,4,1,2,0,0,E03,5000.0,50.0,0,0,0,0,1,322  -  Vehicle accident with injuries,N None,86  -  Investigate,63 Restore fire alarm system,84 Refer to proper authority,1 Detector alerted occupants,"960  -  Street, other","90 Outside area, other",1 Intentional,NN None,,UU Undetermined,UU Undetermined,N None,1 Enclosed building,2 In normal use,2.0,,NO,1.0,0.0,0.0,0.0,1 Present,3  - Combination smoke & heat in single unit,2 Detector operated,"1 Detector alerted occupants, occupants responded",,N None Present,1 Wet - pipe sprinkler system,1 System operated and was effective,,1.0,5.0,Tenderloin,"-122.419183, 37.783099",2012-01-24 23:17:22,2025-06-01 02:18:08
12006836,0,120068360,Mission Street / Acton Street,2012-01-20,120200366,2012-01-20 20:24:57,2012-01-20 20:30:47,2012-01-20 21:11:51,San Francisco,94112.0,B09,33,1554.0,1,4,1,2,0,0,E33,5000.0,50.0,0,0,0,0,1,323  -  Auto/Ped. Accident (Veh.),N None,32  -  Provide basic life support (BLS),63 Restore fire alarm system,84 Refer to proper authority,1 Detector alerted occupants,"962  -  Residential street, road or residential dr","90 Outside area, other",1 Intentional,NN None,,UU Undetermined,UU Undetermined,N None,1 Enclosed building,2 In normal use,2.0,,NO,1.0,0.0,0.0,0.0,1 Present,3  - Combination smoke & heat in single unit,2 Detector operated,"1 Detector alerted occupants, occupants responded",,N None Present,1 Wet - pipe sprinkler system,1 System operated and was effective,,1.0,11.0,Excelsior,"-122.452664, 37.708805",2012-02-03 12:01:49,2025-06-01 02:18:08
12006840,0,120068400,Polk Street / Geary Street,2012-01-20,120200370,2012-01-20 20:31:04,2012-01-20 20:31:45,2012-01-20 20:32:25,San Francisco,94109.0,B04,3,1554.0,2,9,0,0,0,0,E03,5000.0,50.0,0,0,0,0,1,"711  -  Municipal alarm system, Street Box False",N None,86  -  Investigate,63 Restore fire alarm system,84 Refer to proper authority,1 Detector alerted occupants,"960  -  Street, other","90 Outside area, other",1 Intentional,NN None,,UU Undetermined,UU Undetermined,N None,1 Enclosed building,2 In normal use,2.0,,NO,1.0,0.0,0.0,0.0,1 Present,3  - Combination smoke & heat in single unit,2 Detector operated,"1 Detector alerted occupants, occupants responded",,N None Present,1 Wet - pipe sprinkler system,1 System operated and was effective,,1.0,3.0,Tenderloin,"-122.41974, 37.785893",2012-01-20 23:36:38,2025-06-01 02:18:08
12006844,0,120068440,402 8th Avenue,2012-01-20,120200374,2012-01-20 20:34:01,2012-01-20 20:40:49,2012-01-20 20:58:11,San Francisco,94118.0,B07,31,1554.0,1,4,0,0,0,0,E31,5000.0,50.0,0,0,0,0,1,531  -  Smoke or odor removal,N None,51  -  Ventilate,63 Restore fire alarm system,84 Refer to proper authority,1 Detector alerted occupants,429  -  Multifamily dwellings,"90 Outside area, other",1 Intentional,NN None,,UU Undetermined,UU Undetermined,N None,1 Enclosed building,2 In normal use,2.0,,NO,1.0,0.0,0.0,0.0,1 Present,3  - Combination smoke & heat in single unit,2 Detector operated,"1 Detector alerted occupants, occupants responded",,N None Present,1 Wet - pipe sprinkler system,1 System operated and was effective,,1.0,1.0,Inner Richmond,"-122.466334, 37.780822",2012-01-20 23:52:05,2025-06-01 02:18:08
12006845,0,120068450,1647 29th Avenue,2012-01-20,120200375,2012-01-20 20:36:44,2012-01-20 20:41:04,2012-01-20 20:44:28,San Francisco,94116.0,B08,18,1554.0,1,4,0,0,0,0,E18,5000.0,50.0,0,0,0,0,1,735  -  Alarm system sounded due to malfunction,N None,86  -  Investigate,63 Restore fire alarm system,84 Refer to proper authority,1 Detector alerted occupants,"400  -  Residential, other","90 Outside area, other",1 Intentional,NN None,,UU Undetermined,UU Undetermined,N None,1 Enclosed building,2 In normal use,2.0,,NO,1.0,0.0,0.0,0.0,1 Present,3  - Combination smoke & heat in single unit,2 Detector operated,"1 Detector alerted occupants, occupants responded",,N None Present,1 Wet - pipe sprinkler system,1 System operated and was effective,,1.0,4.0,Sunset/Parkside,"-122.487376, 37.75744032",2012-02-14 13:39:17,2025-06-01 02:18:08
12006852,0,120068520,1500 Owens Street,2012-01-20,120200382,2012-01-20 20:50:26,2012-01-20 20:57:04,2012-01-20 21:11:12,San Francisco,94103.0,B03,29,1554.0,3,10,0,0,0,0,E29,5000.0,50.0,0,0,0,0,1,412  -  Gas leak (natural gas or LPG),N None,64  -  Shut down system,63 Restore fire alarm system,84 Refer to proper authority,1 Detector alerted occupants,331  -  Hospital  -  medical or psychiatric,"90 Outside area, other",1 Intentional,NN None,,UU Undetermined,UU Undetermined,N None,1 Enclosed building,2 In normal use,2.0,,NO,1.0,0.0,0.0,0.0,1 Present,3  - Combination smoke & heat in single unit,2 Detector operated,"1 Detector alerted occupants, occupants responded",,N None Present,1 Wet - pipe sprinkler system,1 System operated and was effective,,1.0,6.0,Mission Bay,"-122.395771, 37.769348",2012-01-21 00:04:21,2025-06-01 02:18:08
