incident_number,exposure_number,id,address,incident_date,call_number,alarm_dttm,arrival_dttm,close_dttm,city,zipcode,battalion,station_area,box,suppression_units,suppression_personnel,ems_units,ems_personnel,other_units,other_personnel,first_unit_on_scene,estimated_property_loss,estimated_contents_loss,fire_fatalities,fire_injuries,civilian_fatalities,civilian_injuries,number_of_alarms,primary_situation,mutual_aid,action_taken_primary,action_taken_secondary,action_taken_other,detector_alerted_occupants,property_use,area_of_fire_origin,ignition_cause,ignition_factor_primary,ignition_factor_secondary,heat_source,item_first_ignited,human_factors_associated_with_ignition,structure_type,structure_status,floor_of_fire_origin,fire_spread,no_flame_spread,number_of_floors_with_minimum_damage,number_of_floors_with_significant_damage,number_of_floors_with_heavy_damage,number_of_floors_with_extreme_damage,detectors_present,detector_type,detector_operation,detector_effectiveness,detector_failure_reason,automatic_extinguishing_system_present,automatic_extinguishing_sytem_type,automatic_extinguishing_sytem_perfomance,automatic_extinguishing_sytem_failure_reason,number_of_sprinkler_heads_operating,supervisor_district,neighborhood_district,point,data_as_of,data_loaded_at
7044048,0,70440480,68 Middle Point Road,2007-06-03,71540207,2007-06-03 14:38:15,2007-06-03 14:42:55,2007-06-03 15:47:19,San Francisco,94124,B10,25,3623.0,1,4,1,2,0,0,E25,50.0,50.0,0,0,0,0,1,"311  -  Medical assist, assist EMS crew",Mutual aid received,"30  -  Emergency medical services, other",86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,419  -  1 or 2 family dwelling,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,UU  -  Undetermined,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,12  - Exterior wall covering or finish,1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",U  - Undetermined,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,,0.0,10.0,Bayview Hunters Point,"-122.38018061, 37.73609674",2007-06-03 20:33:10,2025-06-01 02:18:08
7044053,0,70440530,John Muir Drive / Lake Merced Block,2007-06-03,71540212,2007-06-03 14:55:30,2007-06-03 15:00:35,2007-06-03 15:16:38,San Francisco,94132,B08,19,3623.0,11,33,0,0,0,0,M18,50.0,50.0,0,0,0,0,1,621  -  Wrong location,Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,961  -  Highway or divided highway (Street),"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,UU  -  Undetermined,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,12  - Exterior wall covering or finish,1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",U  - Undetermined,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,,0.0,6.0,Mission,"-122.485736, 37.708154",2007-06-04 07:27:28,2025-06-01 02:18:08
7044054,0,70440540,315 Santa Ana Avenue,2007-06-03,71540213,2007-06-03 14:59:11,2007-06-03 15:06:07,2007-06-03 16:01:44,San Francisco,94127,B09,39,3623.0,1,4,0,0,0,0,E39,50.0,50.0,0,0,0,0,1,522  -  Water or steam leak,Mutual aid received,64  -  Shut down system,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,419  -  1 or 2 family dwelling,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,UU  -  Undetermined,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,12  - Exterior wall covering or finish,1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",U  - Undetermined,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,,0.0,7.0,West of Twin Peaks,"-122.4679188, 37.73174873",2007-08-14 08:05:31,2025-06-01 02:18:08
7044055,0,70440550,1160 Prague Street,2007-06-03,71540214,2007-06-03 15:08:38,2007-06-03 15:17:59,2007-06-03 15:24:39,San Francisco,94112,B09,43,3623.0,3,11,0,0,0,0,E43,50.0,50.0,0,0,0,0,1,"744  -  Detector activation, no fire  -  accident",Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,419  -  1 or 2 family dwelling,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,UU  -  Undetermined,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,12  - Exterior wall covering or finish,1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",U  - Undetermined,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,,0.0,11.0,Excelsior,"-122.43908737, 37.71027135",2007-06-04 07:29:24,2025-06-01 02:18:08
7044057,0,70440570,Fulton Street / Masonic Avenue,2007-06-03,71540217,2007-06-03 15:25:29,2007-06-03 15:48:03,2007-06-03 15:48:03,San Francisco,94117,B05,21,3623.0,1,4,0,0,0,0,T10,50.0,50.0,0,0,0,0,1,611  -  Dispatched & canceled en route,Mutual aid received,93  -  Cancelled enroute,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"960  -  Street, other","24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,UU  -  Undetermined,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,12  - Exterior wall covering or finish,1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",U  - Undetermined,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,,0.0,5.0,Lone Mountain/USF,"-122.446472, 37.775801",2007-06-03 20:17:50,2025-06-01 02:18:08
7044058,0,70440580,Taraval Street / 19th Avenue,2007-06-03,71540218,2007-06-03 15:31:10,2007-06-03 15:39:28,2007-06-03 16:24:57,San Francisco,94122,B08,40,3623.0,3,7,0,0,0,0,M18,50.0,50.0,0,0,0,0,1,323  -  Auto/Ped. Accident (Veh.),Mutual aid received,33  -  Provide advanced life support (ALS),86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,961  -  Highway or divided highway (Street),"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,UU  -  Undetermined,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,12  - Exterior wall covering or finish,1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",U  - Undetermined,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,,0.0,7.0,Inner Sunset,"-122.476237, 37.752801",2007-06-07 21:16:52,2025-06-01 02:18:08
7044060,0,70440600,50 Francisco Street,2007-06-03,71540220,2007-06-03 15:35:59,2007-06-03 15:40:39,2007-06-03 15:44:41,San Francisco,94133,B01,28,3623.0,3,12,0,0,0,0,E28,50.0,50.0,0,0,0,0,1,745  -  Alarm system sounded/no fire - accidental,Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,599  -  Business office,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,UU  -  Undetermined,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,12  - Exterior wall covering or finish,1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",U  - Undetermined,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,,0.0,3.0,North Beach,"-122.40546, 37.805752",2007-06-03 18:04:56,2025-06-01 02:18:08
7044064,0,70440640,1730 Ofarrell Street,2007-06-03,71540226,2007-06-03 15:54:44,2007-06-03 15:58:36,2007-06-03 16:41:49,San Francisco,94115,B04,5,3623.0,3,10,0,0,0,0,E05,50.0,75000.0,0,0,0,0,1,"113  -  Cooking fire, confined to container",Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"400  -  Residential, other","24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,"10  -  Heat from powered equipment, other","76  -  Cooking materials, inc. Edible materi",3  -  Unattended or unsupervised person,1  - Enclosed building,2  - In normal use,1.0,12  - Exterior wall covering or finish,1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",U  - Undetermined,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,,0.0,5.0,Western Addition,"-122.433257, 37.783291",2007-06-03 18:07:02,2025-06-01 02:18:08
7044074,0,70440740,2158 18th Avenue,2007-06-03,71540236,2007-06-03 16:15:16,2007-06-03 16:17:39,2007-06-03 16:33:14,San Francisco,94116,B08,40,3623.0,10,30,0,0,0,0,B08,50.0,50.0,0,0,0,0,1,111  -  Building fire,Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,419  -  1 or 2 family dwelling,"41  -  Storage room, area, tank, or bin",2  -  Unintentional,12  -  Heat source too close to combustibles,,12  -  Radiated/conducted heat operating equ,23  -  Cabinetry (including built - in),N  -  None,1  - Enclosed building,2  - In normal use,1.0,12  - Exterior wall covering or finish,1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,4  - Failed to alert occupants,U  - Undetermined,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,,0.0,7.0,Sunset/Parkside,"-122.4760695, 37.74869854",2007-06-03 17:42:28,2025-06-01 02:18:08
7044080,0,70440800,620 Bryant Street,2007-06-03,71540243,2007-06-03 16:34:13,2007-06-03 16:42:02,2007-06-03 16:44:13,San Francisco,94107,B03,8,3623.0,2,9,0,0,0,0,T08,50.0,50.0,0,0,0,0,1,321  -  EMS excluding veh. accident w/injuries,Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"960  -  Street, other","24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,UU  -  Undetermined,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,12  - Exterior wall covering or finish,1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",U  - Undetermined,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,,0.0,6.0,South of Market,"-122.39889977, 37.77917992",2007-06-03 19:33:51,2025-06-01 02:18:08
