incident_number,exposure_number,id,address,incident_date,call_number,alarm_dttm,arrival_dttm,close_dttm,city,zipcode,battalion,station_area,box,suppression_units,suppression_personnel,ems_units,ems_personnel,other_units,other_personnel,first_unit_on_scene,estimated_property_loss,estimated_contents_loss,fire_fatalities,fire_injuries,civilian_fatalities,civilian_injuries,number_of_alarms,primary_situation,mutual_aid,action_taken_primary,action_taken_secondary,action_taken_other,detector_alerted_occupants,property_use,area_of_fire_origin,ignition_cause,ignition_factor_primary,ignition_factor_secondary,heat_source,item_first_ignited,human_factors_associated_with_ignition,structure_type,structure_status,floor_of_fire_origin,fire_spread,no_flame_spread,number_of_floors_with_minimum_damage,number_of_floors_with_significant_damage,number_of_floors_with_heavy_damage,number_of_floors_with_extreme_damage,detectors_present,detector_type,detector_operation,detector_effectiveness,detector_failure_reason,automatic_extinguishing_system_present,automatic_extinguishing_sytem_type,automatic_extinguishing_sytem_perfomance,automatic_extinguishing_sytem_failure_reason,number_of_sprinkler_heads_operating,supervisor_district,neighborhood_district,point,data_as_of,data_loaded_at
19016958,0,190169580,2nd Street,2019-02-09,190402483,2019-02-09 17:04:04,2019-02-09 17:07:29,2019-02-09 17:08:17,San Francisco,94107,B03,8,2153,2,9,0,0,0,0,,100.0,50.0,0,0,0,0,1,"710 Malicious, mischievous false call, other",N None,86 Investigate,63 Restore fire alarm system,65 Secure property,1 Detector alerted occupants,NNN None,UU Undetermined,2 Unintentional,UU Undetermined,,UU Undetermined,UU Undetermined,N None,1 Enclosed building,2 In normal use,1.0,,NO,,,,,1 Present,1 Smoke,2 Detector operated,"1 Detector alerted occupants, occupants responded",,N None Present,1 Wet - pipe sprinkler system,3 Fire too small to activate system,,1.0,6.0,Financial District/South Beach,"-122.392082, 37.781846",2019-02-09 17:08:17,2025-06-01 02:18:08
19016960,0,190169600,537 Valencia Street,2019-02-09,190402514,2019-02-09 17:10:30,2019-02-09 17:14:39,2019-02-09 17:37:40,San Francisco,94110,B02,7,5247,1,4,0,0,0,0,,100.0,50.0,0,0,0,0,1,"251 Excessive heat, scorch burns with no ignition",N None,86 Investigate,63 Restore fire alarm system,65 Secure property,1 Detector alerted occupants,429 Multifamily dwelling,UU Undetermined,2 Unintentional,UU Undetermined,,UU Undetermined,UU Undetermined,N None,1 Enclosed building,2 In normal use,1.0,,NO,,,,,1 Present,1 Smoke,2 Detector operated,"1 Detector alerted occupants, occupants responded",,N None Present,1 Wet - pipe sprinkler system,3 Fire too small to activate system,,1.0,9.0,Mission,"-122.421742, 37.76431",2019-02-09 17:37:40,2025-06-01 02:18:08
19016966,0,190169660,Capp Street,2019-02-09,190402576,2019-02-09 17:25:15,2019-02-09 17:32:40,2019-02-09 18:57:09,San Francisco,94110,B06,7,5433,1,4,1,2,0,0,,100.0,50.0,0,0,0,0,1,"311 Medical assist, assist EMS crew",N None,"00 Action taken, other",63 Restore fire alarm system,65 Secure property,1 Detector alerted occupants,419 1 or 2 family dwelling,UU Undetermined,2 Unintentional,UU Undetermined,,UU Undetermined,UU Undetermined,N None,1 Enclosed building,2 In normal use,1.0,,NO,,,,,1 Present,1 Smoke,2 Detector operated,"1 Detector alerted occupants, occupants responded",,N None Present,1 Wet - pipe sprinkler system,3 Fire too small to activate system,,1.0,9.0,Mission,"-122.41812, 37.760301",2019-02-09 18:57:09,2025-06-01 02:18:08
19016978,0,190169780,Harrison Street,2019-02-09,190402717,2019-02-09 17:57:33,2019-02-09 18:02:28,2019-02-09 18:57:15,San Francisco,94110,B06,7,5533,1,4,1,2,0,0,,100.0,50.0,0,0,0,0,1,324 Motor vehicle accident with no injuries.,N None,"70 Assistance, other",63 Restore fire alarm system,65 Secure property,1 Detector alerted occupants,124 Playground,UU Undetermined,2 Unintentional,UU Undetermined,,UU Undetermined,UU Undetermined,N None,1 Enclosed building,2 In normal use,1.0,,NO,,,,,1 Present,1 Smoke,2 Detector operated,"1 Detector alerted occupants, occupants responded",,N None Present,1 Wet - pipe sprinkler system,3 Fire too small to activate system,,1.0,9.0,Mission,"-122.411902, 37.752628",2019-02-09 18:57:15,2025-06-01 02:18:08
19016979,0,190169790,824 Harrison Street,2019-02-09,190402724,2019-02-09 17:58:52,2019-02-09 18:01:09,2019-02-09 18:04:16,San Francisco,94107,B03,1,221,3,10,0,0,0,0,,100.0,50.0,0,0,0,0,1,"700 False alarm or false call, other",N None,"00 Action taken, other",63 Restore fire alarm system,65 Secure property,1 Detector alerted occupants,"000 Property Use, other",UU Undetermined,2 Unintentional,UU Undetermined,,UU Undetermined,UU Undetermined,N None,1 Enclosed building,2 In normal use,1.0,,NO,,,,,1 Present,1 Smoke,2 Detector operated,"1 Detector alerted occupants, occupants responded",,N None Present,1 Wet - pipe sprinkler system,3 Fire too small to activate system,,1.0,6.0,South of Market,"-122.400492, 37.780561",2019-02-09 18:04:16,2025-06-01 02:18:08
19016981,0,190169810,540 Delancey Street,2019-02-09,190402746,2019-02-09 18:04:17,2019-02-09 18:10:55,2019-02-09 18:34:11,San Francisco,94107,B03,35,2134,1,5,0,0,0,0,,100.0,50.0,0,0,0,0,1,353 Removal of victim(s) from stalled elevator,N None,"50 Fires, rescues & hazardous conditions, other",63 Restore fire alarm system,65 Secure property,1 Detector alerted occupants,429 Multifamily dwelling,UU Undetermined,2 Unintentional,UU Undetermined,,UU Undetermined,UU Undetermined,N None,1 Enclosed building,2 In normal use,1.0,,NO,,,,,1 Present,1 Smoke,2 Detector operated,"1 Detector alerted occupants, occupants responded",,N None Present,1 Wet - pipe sprinkler system,3 Fire too small to activate system,,1.0,6.0,Financial District/South Beach,"-122.39086, 37.784314",2019-02-09 18:34:11,2025-06-01 02:18:08
19016989,0,190169890,1335 Pacific Avenue,2019-02-09,190402846,2019-02-09 18:26:52,2019-02-09 18:29:02,2019-02-09 18:45:26,San Francisco,94109,B01,41,1565,3,11,0,0,0,0,,100.0,50.0,0,0,0,0,1,"113 Cooking fire, confined to container",N None,86 Investigate,63 Restore fire alarm system,65 Secure property,U Unknown,429 Multifamily dwelling,UU Undetermined,2 Unintentional,UU Undetermined,,UU Undetermined,UU Undetermined,N None,1 Enclosed building,2 In normal use,1.0,,NO,,,,,1 Present,1 Smoke,2 Detector operated,"1 Detector alerted occupants, occupants responded",,N None Present,1 Wet - pipe sprinkler system,3 Fire too small to activate system,,1.0,3.0,Russian Hill,"-122.417302, 37.795519",2019-02-09 18:45:26,2025-06-01 02:18:08
19016991,0,190169910,916 Kearny Street,2019-02-09,190402859,2019-02-09 18:30:54,2019-02-09 18:35:20,2019-02-09 18:47:26,San Francisco,94111,B01,13,1246,3,10,0,0,0,0,,100.0,50.0,0,0,0,0,1,"700 False alarm or false call, other",N None,86 Investigate,63 Restore fire alarm system,65 Secure property,1 Detector alerted occupants,"500 Mercantile, business, other",UU Undetermined,2 Unintentional,UU Undetermined,,UU Undetermined,UU Undetermined,N None,1 Enclosed building,2 In normal use,1.0,,NO,,,,,1 Present,1 Smoke,2 Detector operated,"1 Detector alerted occupants, occupants responded",,N None Present,1 Wet - pipe sprinkler system,3 Fire too small to activate system,,1.0,3.0,Chinatown,"-122.405021, 37.796535",2019-02-09 18:47:26,2025-06-01 02:18:08
19016992,0,190169920,68 San Juan Avenue,2019-02-09,190402868,2019-02-09 18:33:39,2019-02-09 18:40:43,2019-02-09 18:42:31,San Francisco,94112,B09,43,6117,1,4,0,0,0,0,,100.0,50.0,0,0,0,0,1,"445 Arcing, shorted electrical equipment",N None,86 Investigate,63 Restore fire alarm system,65 Secure property,1 Detector alerted occupants,"960 Street, other",UU Undetermined,2 Unintentional,UU Undetermined,,UU Undetermined,UU Undetermined,N None,1 Enclosed building,2 In normal use,1.0,,NO,,,,,1 Present,1 Smoke,2 Detector operated,"1 Detector alerted occupants, occupants responded",,N None Present,1 Wet - pipe sprinkler system,3 Fire too small to activate system,,1.0,11.0,Outer Mission,"-122.436407, 37.724624",2019-02-09 18:42:31,2025-06-01 02:18:08
19017005,0,190170050,1320 3rd Avenue,2019-02-09,190402980,2019-02-09 19:05:13,2019-02-09 19:08:35,2019-02-09 19:17:17,San Francisco,94122,B05,12,7324,3,10,0,0,0,0,,100.0,50.0,0,0,0,0,1,"745 Alarm system activation, no fire  -  unintentional",N None,86 Investigate,63 Restore fire alarm system,65 Secure property,1 Detector alerted occupants,419 1 or 2 family dwelling,UU Undetermined,2 Unintentional,UU Undetermined,,UU Undetermined,UU Undetermined,N None,1 Enclosed building,2 In normal use,1.0,,NO,,,,,1 Present,1 Smoke,2 Detector operated,"1 Detector alerted occupants, occupants responded",,N None Present,1 Wet - pipe sprinkler system,3 Fire too small to activate system,,1.0,7.0,Inner Sunset,"-122.459779, 37.763996",2019-02-09 19:17:17,2025-06-01 02:18:08
