incident_number,exposure_number,id,address,incident_date,call_number,alarm_dttm,arrival_dttm,close_dttm,city,zipcode,battalion,station_area,box,suppression_units,suppression_personnel,ems_units,ems_personnel,other_units,other_personnel,first_unit_on_scene,estimated_property_loss,estimated_contents_loss,fire_fatalities,fire_injuries,civilian_fatalities,civilian_injuries,number_of_alarms,primary_situation,mutual_aid,action_taken_primary,action_taken_secondary,action_taken_other,detector_alerted_occupants,property_use,area_of_fire_origin,ignition_cause,ignition_factor_primary,ignition_factor_secondary,heat_source,item_first_ignited,human_factors_associated_with_ignition,structure_type,structure_status,floor_of_fire_origin,fire_spread,no_flame_spread,number_of_floors_with_minimum_damage,number_of_floors_with_significant_damage,number_of_floors_with_heavy_damage,number_of_floors_with_extreme_damage,detectors_present,detector_type,detector_operation,detector_effectiveness,detector_failure_reason,automatic_extinguishing_system_present,automatic_extinguishing_sytem_type,automatic_extinguishing_sytem_perfomance,automatic_extinguishing_sytem_failure_reason,number_of_sprinkler_heads_operating,supervisor_district,neighborhood_district,point,data_as_of,data_loaded_at
20073915,0,200739150,1355 Market Street,2020-06-27,201790350,2020-06-27 04:26:30,2020-06-27 04:33:43,2020-06-27 04:43:31,San Francisco,94103.0,B02,36,2338,1,5,0,0,0,0,,50.0,50.0,0,0,0,0,1,"550 Public service assistance, other",N None,75 Provide equipment,63 Restore fire alarm system,82 Notify other agencies.,1 Detector alerted occupants,NNN None,UU Undetermined,2 Unintentional,UU Undetermined,,UU Undetermined,UU Undetermined,N None,1 Enclosed building,2 In normal use,2.0,,NO,,,,,U Undetermined,,,,,N None Present,,,,,6.0,South of Market,"-122.416586, 37.776892",2020-06-27 04:43:31,2025-06-01 02:18:08
20073927,0,200739270,2600 Arelious Walker Drive,2020-06-27,201790430,2020-06-27 05:42:09,2020-06-27 05:49:06,2020-06-27 05:55:50,San Francisco,94124.0,B10,17,6615,1,4,0,0,0,0,,50.0,50.0,0,0,0,0,1,"150 Outside rubbish fire, other",N None,"10 Fire control or extinguishment, other",63 Restore fire alarm system,82 Notify other agencies.,1 Detector alerted occupants,NNN None,UU Undetermined,2 Unintentional,UU Undetermined,,UU Undetermined,UU Undetermined,N None,1 Enclosed building,2 In normal use,2.0,,NO,,,,,U Undetermined,,,,,N None Present,,,,,10.0,Bayview Hunters Point,"-122.384699, 37.719073",2020-06-27 05:55:50,2025-06-01 02:18:08
20073942,0,200739420,29th Street,2020-06-27,201790561,2020-06-27 07:19:27,2020-06-27 07:24:57,2020-06-27 07:29:34,San Francisco,94131.0,B06,26,5565,1,4,0,0,0,0,,50.0,50.0,0,0,0,0,1,444 Power line down,N None,65 Secure property,63 Restore fire alarm system,82 Notify other agencies.,1 Detector alerted occupants,419 1 or 2 family dwelling,UU Undetermined,2 Unintentional,UU Undetermined,,UU Undetermined,UU Undetermined,N None,1 Enclosed building,2 In normal use,2.0,,NO,,,,,U Undetermined,,,,,N None Present,,,,,8.0,Noe Valley,"-122.433321, 37.743297",2020-06-27 07:29:34,2025-06-01 02:18:08
20073944,0,200739440,1400 Geary,2020-06-27,201790599,2020-06-27 07:38:41,2020-06-27 07:42:41,2020-06-27 07:49:32,San Francisco,94109.0,B04,38,3323,3,10,0,0,0,0,,50.0,50.0,0,0,0,0,1,"743 Smoke detector activation, no fire  -  unintentional",N None,86 Investigate,63 Restore fire alarm system,82 Notify other agencies.,1 Detector alerted occupants,459 Residential board and care,UU Undetermined,2 Unintentional,UU Undetermined,,UU Undetermined,UU Undetermined,N None,1 Enclosed building,2 In normal use,2.0,,NO,,,,,U Undetermined,,,,,N None Present,,,,,2.0,Western Addition,"-122.426549, 37.785208",2020-06-27 07:49:32,2025-06-01 02:18:08
20073946,0,200739460,5116 Anza Street,2020-06-27,201790651,2020-06-27 08:14:55,2020-06-27 08:16:57,2020-06-27 08:39:00,San Francisco,94121.0,B07,34,7267,8,28,1,2,1,2,,50.0,50.0,0,0,0,0,1,"651 Smoke scare, odor of smoke",N None,86 Investigate,63 Restore fire alarm system,82 Notify other agencies.,1 Detector alerted occupants,"400 Residential, other",UU Undetermined,2 Unintentional,UU Undetermined,,UU Undetermined,UU Undetermined,N None,1 Enclosed building,2 In normal use,2.0,,NO,,,,,U Undetermined,,,,,N None Present,,,,,1.0,Outer Richmond,"-122.503045, 37.777391",2020-06-27 08:39:00,2025-06-01 02:18:08
20073948,0,200739480,369 3rd Av 2,2020-06-27,201790687,2020-06-27 08:29:33,2020-06-27 08:34:27,2020-06-27 08:39:41,San Francisco,94118.0,B07,31,7116,1,5,0,0,0,0,,50.0,50.0,0,0,0,0,1,554 Assist invalid,N None,86 Investigate,63 Restore fire alarm system,82 Notify other agencies.,1 Detector alerted occupants,429 Multifamily dwelling,UU Undetermined,2 Unintentional,UU Undetermined,,UU Undetermined,UU Undetermined,N None,1 Enclosed building,2 In normal use,2.0,,NO,,,,,U Undetermined,,,,,N None Present,,,,,1.0,Inner Richmond,"-122.461196, 37.781771",2020-06-27 08:39:41,2025-06-01 02:18:08
20073958,0,200739580,448 Brannan Street,2020-06-27,201790786,2020-06-27 09:09:18,2020-06-27 09:12:56,2020-06-27 09:25:01,San Francisco,94107.0,B03,8,2223,3,10,0,0,0,0,,50.0,50.0,0,0,0,0,1,"700 False alarm or false call, other",N None,"60 Systems and services, other",63 Restore fire alarm system,82 Notify other agencies.,1 Detector alerted occupants,"000 Property Use, other",UU Undetermined,2 Unintentional,UU Undetermined,,UU Undetermined,UU Undetermined,N None,1 Enclosed building,2 In normal use,2.0,,NO,,,,,U Undetermined,,,,,N None Present,,,,,6.0,South of Market,"-122.395583, 37.779176",2020-06-27 09:25:01,2025-06-01 02:18:08
20073961,0,200739610,705 Natoma St 319,2020-06-27,201790817,2020-06-27 09:24:19,2020-06-27 09:32:06,2020-06-27 09:41:10,San Francisco,94103.0,B02,1,2318,1,5,0,0,0,0,,50.0,50.0,0,0,0,0,1,"510 Person in distress, other",N None,71 Assist physically disabled,63 Restore fire alarm system,82 Notify other agencies.,1 Detector alerted occupants,429 Multifamily dwelling,UU Undetermined,2 Unintentional,UU Undetermined,,UU Undetermined,UU Undetermined,N None,1 Enclosed building,2 In normal use,2.0,,NO,,,,,U Undetermined,,,,,N None Present,,,,,6.0,South of Market,"-122.41222, 37.776516",2020-06-27 09:41:10,2025-06-01 02:18:08
20073967,0,200739670,1000 Cayuga Avenue,2020-06-27,201790898,2020-06-27 09:57:22,2020-06-27 10:00:58,2020-06-27 10:22:13,San Francisco,94112.0,B09,15,8332,3,10,0,0,0,0,,50.0,50.0,0,0,0,0,1,735 Alarm system sounded due to malfunction,N None,86 Investigate,63 Restore fire alarm system,82 Notify other agencies.,1 Detector alerted occupants,215 High school/junior high school/middle school,UU Undetermined,2 Unintentional,UU Undetermined,,UU Undetermined,UU Undetermined,N None,1 Enclosed building,2 In normal use,2.0,,NO,,,,,U Undetermined,,,,,N None Present,,,,,11.0,Outer Mission,"-122.441397, 37.721144",2020-06-27 10:22:13,2025-06-01 02:18:08
20073973,0,200739730,988 Market St 7thfloor,2020-06-27,201790926,2020-06-27 10:10:53,2020-06-27 10:15:18,2020-06-27 10:24:50,San Francisco,94102.0,B03,1,1365,3,11,0,0,0,0,,50.0,50.0,0,0,0,0,1,735 Alarm system sounded due to malfunction,N None,86 Investigate,63 Restore fire alarm system,82 Notify other agencies.,1 Detector alerted occupants,599 Business office,UU Undetermined,2 Unintentional,UU Undetermined,,UU Undetermined,UU Undetermined,N None,1 Enclosed building,2 In normal use,2.0,,NO,,,,,U Undetermined,,,,,N None Present,,,,,5.0,Tenderloin,"-122.410039, 37.782527",2020-06-27 10:24:50,2025-06-01 02:18:08
20073996,0,200739960,3850 18th St 204,2020-06-27,201791187,2020-06-27 11:40:07,2020-06-27 11:53:42,2020-06-27 13:31:14,San Francisco,94114.0,B02,6,5421,1,5,1,2,0,0,,50.0,50.0,0,0,0,0,1,"311 Medical assist, assist EMS crew",N None,71 Assist physically disabled,63 Restore fire alarm system,82 Notify other agencies.,1 Detector alerted occupants,"960 Street, other",UU Undetermined,2 Unintentional,UU Undetermined,,UU Undetermined,UU Undetermined,N None,1 Enclosed building,2 In normal use,2.0,,NO,,,,,U Undetermined,,,,,N None Present,,,,,8.0,Castro/Upper Market,"-122.429491, 37.761274",2020-06-27 13:31:14,2025-06-01 02:18:08
20073997,0,200739970,1575 15th Street,2020-06-27,201791199,2020-06-27 11:44:52,2020-06-27 11:49:09,2020-06-27 12:26:07,San Francisco,94103.0,B02,7,522,3,10,0,0,0,0,,50.0,50.0,0,0,0,0,1,"700 False alarm or false call, other",N None,"60 Systems and services, other",63 Restore fire alarm system,82 Notify other agencies.,1 Detector alerted occupants,"200 Educational, other",UU Undetermined,2 Unintentional,UU Undetermined,,UU Undetermined,UU Undetermined,N None,1 Enclosed building,2 In normal use,2.0,,NO,,,,,U Undetermined,,,,,N None Present,,,,,9.0,Mission,"-122.419024, 37.766289",2020-06-27 12:26:07,2025-06-01 02:18:08
20074007,0,200740070,1367 Noe Street,2020-06-27,201791264,2020-06-27 12:08:40,2020-06-27 12:12:12,2020-06-27 12:22:36,San Francisco,94131.0,B06,11,5546,3,10,0,0,0,0,,50.0,50.0,0,0,0,0,1,"745 Alarm system activation, no fire  -  unintentional",N None,86 Investigate,63 Restore fire alarm system,82 Notify other agencies.,1 Detector alerted occupants,"400 Residential, other",UU Undetermined,2 Unintentional,UU Undetermined,,UU Undetermined,UU Undetermined,N None,1 Enclosed building,2 In normal use,2.0,,NO,,,,,U Undetermined,,,,,N None Present,,,,,8.0,Noe Valley,"-122.431368, 37.747147",2020-06-27 12:22:36,2025-06-01 02:18:08
