incident_number,exposure_number,id,address,incident_date,call_number,alarm_dttm,arrival_dttm,close_dttm,city,zipcode,battalion,station_area,box,suppression_units,suppression_personnel,ems_units,ems_personnel,other_units,other_personnel,first_unit_on_scene,estimated_property_loss,estimated_contents_loss,fire_fatalities,fire_injuries,civilian_fatalities,civilian_injuries,number_of_alarms,primary_situation,mutual_aid,action_taken_primary,action_taken_secondary,action_taken_other,detector_alerted_occupants,property_use,area_of_fire_origin,ignition_cause,ignition_factor_primary,ignition_factor_secondary,heat_source,item_first_ignited,human_factors_associated_with_ignition,structure_type,structure_status,floor_of_fire_origin,fire_spread,no_flame_spread,number_of_floors_with_minimum_damage,number_of_floors_with_significant_damage,number_of_floors_with_heavy_damage,number_of_floors_with_extreme_damage,detectors_present,detector_type,detector_operation,detector_effectiveness,detector_failure_reason,automatic_extinguishing_system_present,automatic_extinguishing_sytem_type,automatic_extinguishing_sytem_perfomance,automatic_extinguishing_sytem_failure_reason,number_of_sprinkler_heads_operating,supervisor_district,neighborhood_district,point,data_as_of,data_loaded_at
8030959,0,80309590,1121 Sunnydale Avenue,2008-04-10,81010320,2008-04-10 18:47:42,2008-04-10 18:52:52,2008-04-10 19:42:57,San Francisco,94112,B09,44,3465.0,3,11,0,0,0,0,E44,50.0,50.0,0,0,0,0,1,741  -  Sprinkler activation/no fire - accidental,Mutual aid received,63  -  Restore fire alarm system,86  -  Investigate,86  -  Investigate,U  -  Unknown,429  -  Multifamily dwellings,"24  -  Cooking area, kitchen",2  -  Unintentional,UU  -  Undetermined,18  -  Improper container or storage,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"00  - Item First Ignited, Other",1.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",,N  - None Present,,1  - System operated and was effective,,0.0,10.0,Visitacion Valley,"-122.412481, 37.71085",2008-06-05 22:12:39,2025-06-01 02:18:08
8030963,0,80309630,140 Turk Street,2008-04-10,81010324,2008-04-10 19:06:30,2008-04-10 19:10:37,2008-04-10 19:17:01,San Francisco,94109,B03,1,3465.0,3,11,0,0,0,0,E03,50.0,50.0,0,0,0,0,1,"700  -  False alarm or false call, other",Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,U  -  Unknown,"439  -  Boarding/rooming house, res. hotels","24  -  Cooking area, kitchen",2  -  Unintentional,UU  -  Undetermined,18  -  Improper container or storage,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"00  - Item First Ignited, Other",1.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",,N  - None Present,,1  - System operated and was effective,,0.0,5.0,Tenderloin,"-122.41147, 37.783194",2008-04-10 19:44:06,2025-06-01 02:18:08
8030964,0,80309640,420 Eddy Street,2008-04-10,81010325,2008-04-10 19:17:12,2008-04-10 19:20:55,2008-04-10 19:59:08,San Francisco,94109,B02,3,3465.0,5,13,0,0,0,0,E03,50.0,50.0,0,0,0,0,1,"311  -  Medical assist, assist EMS crew",Mutual aid received,"00  -  Action taken, other",86  -  Investigate,86  -  Investigate,U  -  Unknown,"439  -  Boarding/rooming house, res. hotels","24  -  Cooking area, kitchen",2  -  Unintentional,UU  -  Undetermined,18  -  Improper container or storage,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"00  - Item First Ignited, Other",1.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",,N  - None Present,,1  - System operated and was effective,,0.0,5.0,Tenderloin,"-122.414642, 37.783743",2008-04-10 23:28:29,2025-06-01 02:18:08
8030965,0,80309650,3000 23rd Street,2008-04-10,81010326,2008-04-10 19:20:02,2008-04-10 19:24:40,2008-04-10 19:35:23,San Francisco,94110,B06,7,3465.0,2,10,0,0,0,0,E07,50.0,50.0,0,0,0,0,1,735  -  Alarm system sounded due to malfunction,Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,U  -  Unknown,429  -  Multifamily dwellings,"24  -  Cooking area, kitchen",2  -  Unintentional,UU  -  Undetermined,18  -  Improper container or storage,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"00  - Item First Ignited, Other",1.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",,N  - None Present,,1  - System operated and was effective,,0.0,9.0,Mission,"-122.412143, 37.754294",2008-04-11 08:02:41,2025-06-01 02:18:08
8030966,0,80309660,Silver Avenue / Lisbon Street,2008-04-10,81010327,2008-04-10 19:23:13,2008-04-10 19:26:38,2008-04-10 20:17:23,San Francisco,94112,B09,32,3465.0,1,4,1,2,0,0,E32,50.0,50.0,0,0,0,0,1,322  -  Vehicle accident with injuries,Mutual aid received,33  -  Provide advanced life support (ALS),86  -  Investigate,86  -  Investigate,U  -  Unknown,"962  -  Residential street, road or residential dr","24  -  Cooking area, kitchen",2  -  Unintentional,UU  -  Undetermined,18  -  Improper container or storage,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"00  - Item First Ignited, Other",1.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",,N  - None Present,,1  - System operated and was effective,,0.0,11.0,Excelsior,"-122.428669, 37.728534",2008-11-26 14:30:04,2025-06-01 02:18:08
8030967,0,80309670,1707 Union Street,2008-04-10,81010328,2008-04-10 19:22:57,2008-04-10 19:28:45,2008-04-10 19:40:11,San Francisco,94123,B04,16,3465.0,3,10,0,0,0,0,E16,50.0,50.0,0,0,0,0,1,621  -  Wrong location,Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,U  -  Unknown,NNN  -  None,"24  -  Cooking area, kitchen",2  -  Unintentional,UU  -  Undetermined,18  -  Improper container or storage,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"00  - Item First Ignited, Other",1.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",,N  - None Present,,1  - System operated and was effective,,0.0,2.0,Marina,"-122.428854, 37.79796195",2008-04-10 20:50:20,2025-06-01 02:18:08
8030969,0,80309690,4th Street / Folsom Street,2008-04-10,81010331,2008-04-10 19:37:31,2008-04-10 19:40:42,2008-04-10 19:41:09,San Francisco,94107,B03,1,3465.0,1,4,0,0,0,0,E01,50.0,50.0,0,0,0,0,1,"711  -  Municipal alarm system, Street Box False",Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,U  -  Unknown,963  -  Street or road in commercial area,"24  -  Cooking area, kitchen",2  -  Unintentional,UU  -  Undetermined,18  -  Improper container or storage,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"00  - Item First Ignited, Other",1.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",,N  - None Present,,1  - System operated and was effective,,0.0,6.0,South of Market,"-122.401162, 37.782024",2008-04-13 11:23:21,2025-06-01 02:18:08
8030972,0,80309720,133 Shipley Street,2008-04-10,81010335,2008-04-10 19:45:23,2008-04-10 19:51:27,2008-04-10 19:56:40,San Francisco,94107,B03,1,3465.0,3,10,0,0,0,0,E01,50.0,200.0,0,0,0,0,1,"113  -  Cooking fire, confined to container",Mutual aid received,51  -  Ventilate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,429  -  Multifamily dwellings,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,18  -  Improper container or storage,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",3  -  Unattended or unsupervised person,1  - Enclosed building,2  - In normal use,1.0,"00  - Item First Ignited, Other",1.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",,N  - None Present,,1  - System operated and was effective,,0.0,6.0,South of Market,"-122.401304, 37.780948",2008-05-28 10:53:16,2025-06-01 02:18:08
8030978,0,80309780,1400 Evans Avenue,2008-04-10,81010341,2008-04-10 20:19:30,2008-04-10 20:23:47,2008-04-10 20:36:36,San Francisco,94124,B10,25,3465.0,3,10,0,0,0,0,E25,50.0,50.0,0,0,0,0,1,735  -  Alarm system sounded due to malfunction,Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,U  -  Unknown,"241  -  Adult ed. center, college classroom","24  -  Cooking area, kitchen",2  -  Unintentional,UU  -  Undetermined,18  -  Improper container or storage,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"00  - Item First Ignited, Other",1.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",,N  - None Present,,1  - System operated and was effective,,0.0,10.0,Bayview Hunters Point,"-122.384707, 37.741798",2008-04-10 20:59:08,2025-06-01 02:18:08
8030981,0,80309810,5th Street / Harrison Street,2008-04-10,81010344,2008-04-10 20:41:41,2008-04-10 20:44:17,2008-04-10 20:44:57,San Francisco,94107,B03,8,3465.0,2,9,0,0,0,0,E08,50.0,50.0,0,0,0,0,1,"711  -  Municipal alarm system, Street Box False",Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,U  -  Unknown,963  -  Street or road in commercial area,"24  -  Cooking area, kitchen",2  -  Unintentional,UU  -  Undetermined,18  -  Improper container or storage,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"00  - Item First Ignited, Other",1.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",,N  - None Present,,1  - System operated and was effective,,0.0,6.0,South of Market,"-122.401847, 37.779032",2008-04-11 07:11:57,2025-06-01 02:18:08
