"incident_number","exposure_number","id","address","incident_date","call_number","alarm_dttm","arrival_dttm","close_dttm","city","zipcode","battalion","station_area","box","suppression_units","suppression_personnel","ems_units","ems_personnel","other_units","other_personnel","first_unit_on_scene","estimated_property_loss","estimated_contents_loss","fire_fatalities","fire_injuries","civilian_fatalities","civilian_injuries","number_of_alarms","primary_situation","mutual_aid","action_taken_primary","action_taken_secondary","action_taken_other","detector_alerted_occupants","property_use","area_of_fire_origin","ignition_cause","ignition_factor_primary","ignition_factor_secondary","heat_source","item_first_ignited","human_factors_associated_with_ignition","structure_type","structure_status","floor_of_fire_origin","fire_spread","no_flame_spread","number_of_floors_with_minimum_damage","number_of_floors_with_significant_damage","number_of_floors_with_heavy_damage","number_of_floors_with_extreme_damage","detectors_present","detector_type","detector_operation","detector_effectiveness","detector_failure_reason","automatic_extinguishing_system_present","automatic_extinguishing_sytem_type","automatic_extinguishing_sytem_perfomance","automatic_extinguishing_sytem_failure_reason","number_of_sprinkler_heads_operating","supervisor_district","neighborhood_district","point","data_as_of","data_loaded_at"
"17018252","0","170182520","1 101 SB OCTAVIA ON","2017-02-11T00:00:00.000","170420267","2017-02-11T01:56:20.000","2017-02-11T02:05:36.000","2017-02-11T03:12:20.000","San Francisco","94102","B02","36","3311","1","4","1","2","0","0",,,,"0","0","0","0","1","311 Medical assist, assist EMS crew","N None","32 Provide basic life support (BLS)",,,,"000 Property Use, other",,,,,,,,,,,,"NA",,,,,,,,,,,,,,,"8","Mission","POINT (-122.423268 37.771838)","2017-02-11T03:12:20.000","2025-06-14T02:21:17.000"
"17018254","0","170182540","52 6TH STREET","2017-02-11T00:00:00.000","170420283","2017-02-11T02:03:13.000","2017-02-11T02:06:58.000","2017-02-11T02:14:58.000","San Francisco","94103","B02","01","2248","4","15","0","0","0","0",,,,"0","0","0","0","1","710 Malicious, mischievous false call, other","N None","86 Investigate",,,,"100 Assembly, other",,,,,,,,,,,,"NA",,,,,,,,,,,,,,,"6","South of Market","POINT (-122.409479 37.781485)","2017-02-11T02:14:58.000","2025-06-14T02:21:17.000"
"17018267","0","170182670","1535 EDDY STREET","2017-02-11T00:00:00.000","170420383","2017-02-11T02:49:34.000","2017-02-11T02:53:14.000","2017-02-11T03:07:21.000","San Francisco","94115","B05","05","3624","3","10","0","0","0","0",,,,"0","0","0","0","1","715 Local alarm system, malicious false alarm","N None","86 Investigate",,,,"429 Multifamily dwelling",,,,,,,,,,,,"NA",,,,,,,,,,,,,,,"5","Western Addition","POINT (-122.432913 37.781285)","2017-02-11T03:07:21.000","2025-06-14T02:21:17.000"
"17018272","0","170182720","461 2ND STREET","2017-02-11T00:00:00.000","170420418","2017-02-11T03:20:57.000","2017-02-11T04:14:43.000","2017-02-11T04:14:45.000","San Francisco","94107","B03","08","2151","1","5","0","0","0","0",,,,"0","0","0","0","1","551 Assist police or other governmental agency","N None","70 Assistance, other",,,,"429 Multifamily dwelling",,,,,,,,,,,,"NA",,,,,,,,,,,,,,,"6","Financial District/South Beach","POINT (-122.394292 37.783712)","2017-02-11T04:14:45.000","2025-06-14T02:21:17.000"
"17018277","0","170182770","0 GOUGH STREET","2017-02-11T00:00:00.000","170420441","2017-02-11T03:42:19.000","2017-02-11T03:46:34.000","2017-02-11T03:47:22.000","San Francisco","94102","B02","36","3266","2","9","0","0","0","0",,,,"0","0","0","0","1","712 Direct tie to FD, malicious false alarm","N None","86 Investigate",,,,"963 Street or road in commercial area",,,,,,,,,,,,"NA",,,,,,,,,,,,,,,"5","Hayes Valley","POINT (-122.422601 37.77502)","2017-02-11T03:47:22.000","2025-06-14T02:21:17.000"
"17018278","0","170182780","2222 BROADWAY","2017-02-11T00:00:00.000","170420455","2017-02-11T03:56:18.000","2017-02-11T04:01:12.000","2017-02-11T04:21:51.000","San Francisco","94123","B04","38","3464","3","10","0","0","0","0",,,,"0","0","0","0","1","735 Alarm system sounded due to malfunction","N None","86 Investigate",,,,"215 High school/junior high school/middle school",,,,,,,,,,,,"NA",,,,,,,,,,,,,,,"2","Pacific Heights","POINT (-122.433976 37.794646)","2017-02-11T04:21:51.000","2025-06-14T02:21:17.000"
"17018280","0","170182800","98 LAIDLEY STREET","2017-02-11T00:00:00.000","170420477","2017-02-11T04:19:25.000","2017-02-11T04:33:31.000","2017-02-11T04:53:19.000","San Francisco","94131","B06","26","5573","1","4","0","0","0","0",,,,"0","0","0","0","1","522 Water or steam leak","N None","70 Assistance, other",,,,"419 1 or 2 family dwelling",,,,,,,,,,,,"NA",,,,,,,,,,,,,,,"8","Glen Park","POINT (-122.430862 37.740411)","2017-02-11T04:53:19.000","2025-06-14T02:21:17.000"
"17018282","0","170182820","0 MIGUEL STREET","2017-02-11T00:00:00.000","170420485","2017-02-11T04:30:33.000","2017-02-11T04:38:24.000","2017-02-11T05:09:18.000","San Francisco","94131","B06","26","8116","1","4","0","0","0","0",,,,"0","0","0","0","1","522 Water or steam leak","N None","70 Assistance, other",,,,"419 1 or 2 family dwelling",,,,,,,,,,,,"NA",,,,,,,,,,,,,,,"8","Glen Park","POINT (-122.431175 37.739154)","2017-02-11T05:09:18.000","2025-06-14T02:21:17.000"
"17018283","0","170182830","2 BAYSIDE VILLAGE PLACE","2017-02-11T00:00:00.000","170420486","2017-02-11T04:30:57.000","2017-02-11T04:37:28.000","2017-02-11T04:47:16.000","San Francisco","94107","B03","08","2134","3","10","0","0","0","0",,,,"0","0","0","0","1","733 Smoke detector activation due to malfunction","N None","63 Restore fire alarm system",,,,"429 Multifamily dwelling",,,,,,,,,,,,"NA",,,,,,,,,,,,,,,"6","Financial District/South Beach","POINT (-122.390317 37.78408)","2017-02-11T04:47:16.000","2025-06-14T02:21:17.000"
"17018288","0","170182880","55 MASON STREET","2017-02-11T00:00:00.000","170420550","2017-02-11T05:25:57.000","2017-02-11T05:30:08.000","2017-02-11T05:50:40.000","San Francisco","94102","B03","01","1365","3","11","0","0","0","0",,,,"0","0","0","0","1","700 False alarm or false call, other","N None","86 Investigate",,,,"400 Residential, other",,,,,,,,,,,,"NA",,,,,,,,,,,,,,,"5","Tenderloin","POINT (-122.409608 37.784029)","2017-02-11T05:50:40.000","2025-06-14T02:21:17.000"
"17018289","0","170182890","0 ELLSWORTH STREET","2017-02-11T00:00:00.000","170420557","2017-02-11T05:34:19.000","2017-02-11T05:38:56.000","2017-02-11T06:30:20.000","San Francisco","94110","B06","32","5726","1","4","0","0","0","0",,,,"0","0","0","0","1","522 Water or steam leak","N None","70 Assistance, other",,,,"419 1 or 2 family dwelling",,,,,,,,,,,,"NA",,,,,,,,,,,,,,,"9","Bernal Heights","POINT (-122.414614 37.738383)","2017-02-11T06:30:20.000","2025-06-14T02:21:17.000"
