"incident_number","exposure_number","id","address","incident_date","call_number","alarm_dttm","arrival_dttm","close_dttm","city","zipcode","battalion","station_area","box","suppression_units","suppression_personnel","ems_units","ems_personnel","other_units","other_personnel","first_unit_on_scene","estimated_property_loss","estimated_contents_loss","fire_fatalities","fire_injuries","civilian_fatalities","civilian_injuries","number_of_alarms","primary_situation","mutual_aid","action_taken_primary","action_taken_secondary","action_taken_other","detector_alerted_occupants","property_use","area_of_fire_origin","ignition_cause","ignition_factor_primary","ignition_factor_secondary","heat_source","item_first_ignited","human_factors_associated_with_ignition","structure_type","structure_status","floor_of_fire_origin","fire_spread","no_flame_spread","number_of_floors_with_minimum_damage","number_of_floors_with_significant_damage","number_of_floors_with_heavy_damage","number_of_floors_with_extreme_damage","detectors_present","detector_type","detector_operation","detector_effectiveness","detector_failure_reason","automatic_extinguishing_system_present","automatic_extinguishing_sytem_type","automatic_extinguishing_sytem_perfomance","automatic_extinguishing_sytem_failure_reason","number_of_sprinkler_heads_operating","supervisor_district","neighborhood_district","point","data_as_of","data_loaded_at"
"06026299","0","060262990","22nd St. / Church St.","2006-04-05T00:00:00.000","060950045","2006-04-05T07:02:25.000","2006-04-05T07:06:33.000","2006-04-05T07:20:19.000","SF","94112","B06","11",,"2","9","0","0","0","0","T11","500","0","0","0","0","0","1","131 - Passenger vehicle fire","None","11 - Extinguish",,,,"960 - Street, other","83 - Engine area, running gear, wheel area","2 - Unintentional","UU - Undetermined",,"UU - Undetermined","UU - Undetermined","N - None",,,,,,,,,,,,,,,,,,,,"8","Noe Valley","POINT (-122.427737 37.754898)","2006-04-05T07:33:04.000","2025-06-01T02:18:08.000"
"06026300","0","060263000","441 12th Av.","2006-04-05T00:00:00.000","060950046","2006-04-05T07:05:04.000","2006-04-05T07:05:22.000","2006-04-05T07:37:02.000","SF","94118","B07","31",,"1","4","0","0","0","0","E31","0","0","0","0","0","0","1","900 - Special type of incident, other","None","86 - Investigate",,,,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,"1","Inner Richmond","POINT (-122.471177 37.779847)","2006-05-05T22:49:45.000","2025-06-01T02:18:08.000"
"06026303","0","060263030","858 Washington St.","2006-04-05T00:00:00.000","060950053","2006-04-05T07:46:51.000","2006-04-05T07:50:41.000","2006-04-05T07:56:15.000","SF","94108","B01","02",,"2","9","0","0","0","0","E02","0","0","0","0","0","0","1","700 - False alarm or false call, other","None","86 - Investigate",,,,"429 - Multifamily dwellings",,,,,,,,,,,,,,,,,,,,,,,,,,,"3","Chinatown","POINT (-122.407381 37.795098)","2006-04-19T14:27:01.000","2025-06-01T02:18:08.000"
"06026305","0","060263050","1069 Portola Dr.","2006-04-05T00:00:00.000","060950060","2006-04-05T08:06:10.000","2006-04-05T08:09:20.000","2006-04-05T08:37:10.000","SF","94127","B08","39",,"1","3","0","0","0","0","E39","0","0","0","0","0","0","1","322 - Vehicle accident with injuries","None","86 - Investigate",,,,"150 - Public or government, other",,,,,,,,,,,,,,,,,,,,,,,,,,,"7","West of Twin Peaks","POINT (-122.45799925 37.74042455)","2006-04-05T09:22:58.000","2025-06-01T02:18:08.000"
"06026307","0","060263070","530 Yale St.","2006-04-05T00:00:00.000","060950062","2006-04-05T08:12:55.000","2006-04-05T08:23:50.000","2006-04-05T08:37:41.000","SF","94134","B09","42",,"1","4","0","0","0","0","E42","0","0","0","0","0","0","1","554 - Assist invalid","None","70 - Assistance, other",,,,"419 - 1 or 2 family dwelling",,,,,,,,,,,,,,,,,,,,,,,,,,,"9","Portola","POINT (-122.41603191 37.72257206)","2006-04-05T10:56:51.000","2025-06-01T02:18:08.000"
"06026314","0","060263140","2460 Lyon St.","2006-04-05T00:00:00.000","060950076","2006-04-05T09:05:05.000","2006-04-05T09:09:41.000","2006-04-05T09:19:06.000","SF","94123","B04","10","4333","3","10","0","0","0","0","E10","0","0","0","0","0","0","1","745 - Alarm system sounded/no fire-accidental","None","86 - Investigate",,,,"419 - 1 or 2 family dwelling",,,,,,,,,,,,,,,,,,,,,,,,,,,"2","Pacific Heights","POINT (-122.44631451 37.79351137)","2006-04-05T11:47:33.000","2025-06-01T02:18:08.000"
"06026321","0","060263210","19th Av. / Santiago St.","2006-04-05T00:00:00.000","060950091","2006-04-05T09:28:37.000","2006-04-05T09:37:30.000","2006-04-05T09:48:11.000","SF","94116","B08","40",,"1","4","0","0","0","0","T18","0","0","0","0","0","0","1","551 - Assist PD or other Govern. Agency","None","70 - Assistance, other",,,,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,"7","Sunset/Parkside","POINT (-122.475774 37.744919)","2006-04-05T11:59:50.000","2025-06-01T02:18:08.000"
"06026327","0","060263270","275 Beacon St.","2006-04-05T00:00:00.000","060950103","2006-04-05T10:19:18.000","2006-04-05T10:25:20.000","2006-04-05T10:30:00.000","SF","94131","B06","26",,"3","10","0","0","0","0","T11","0","0","0","0","0","0","1","745 - Alarm system sounded/no fire-accidental","None","86 - Investigate",,,,"429 - Multifamily dwellings",,,,,,,,,,,,,,,,,,,,,,,,,,,"8","Glen Park","POINT (-122.43278451 37.74053266)","2006-04-05T13:49:10.000","2025-06-01T02:18:08.000"
"06026332","0","060263320","558 26th Av.","2006-04-05T00:00:00.000","060950110","2006-04-05T10:35:18.000","2006-04-05T10:35:18.000","2006-04-05T10:57:46.000","SF","94121","B07","14",,"2","9","0","0","0","0","E14","0","0","0","0","0","0","1","730 - System malfunction, other","None","86 - Investigate",,,,"429 - Multifamily dwellings",,,,,,,,,,,,,,,,,,,,,,,,,,,"1","Outer Richmond","POINT (-122.484658048 37.780036987)","2006-04-13T14:37:08.000","2025-06-01T02:18:08.000"
"06026333","0","060263330","821 Folsom St.","2006-04-05T00:00:00.000","060950109","2006-04-05T10:35:19.000","2006-04-05T10:39:07.000","2006-04-05T10:43:05.000","SF","94105","B03","01",,"3","10","0","0","0","0","T01","0","0","0","0","0","0","1","740 - Unintentional alarm, other","None","86 - Investigate",,,,"500 - Mercantile, business, other",,,,,,,,,,,,,,,,,,,,,,,,,,,"6","South of Market","POINT (-122.40142137 37.78144189)","2006-04-06T05:56:56.000","2025-06-01T02:18:08.000"
"06026335","0","060263350","585 Geary St.","2006-04-05T00:00:00.000","060950115","2006-04-05T10:45:01.000","2006-04-05T10:49:33.000","2006-04-05T10:59:17.000","SF","94102","B01","03",,"3","11","0","0","0","0","T01","0","0","0","0","0","0","1","740 - Unintentional alarm, other","None","63 - Restore fire alarm system","86 - Investigate",,,"439 - Boarding/rooming house, res. hotels",,,,,,,,,,,,,,,,,,,,,,,,,,,"5","Tenderloin","POINT (-122.41284088 37.78658137)","2006-04-05T16:17:57.000","2025-06-01T02:18:08.000"
"06026339","0","060263390","2641 25th St.","2006-04-05T00:00:00.000","060950121","2006-04-05T11:00:49.000","2006-04-05T11:04:10.000","2006-04-05T11:24:58.000","SF","94124","B10","09",,"3","10","0","0","0","0","E09","0","0","0","0","0","0","1","745 - Alarm system sounded/no fire-accidental","None","86 - Investigate",,,,"599 - Business office",,,,,,,,,,,,,,,,,,,,,,,,,,,"9","Mission","POINT (-122.404638 37.751767)","2006-04-05T13:21:37.000","2025-06-01T02:18:08.000"
"06026340","0","060263400","950 Mason St.","2006-04-05T00:00:00.000","060950125","2006-04-05T11:06:01.000","2006-04-05T11:08:57.000","2006-04-05T11:12:17.000","SF","94108","B01","41",,"3","11","0","0","0","0","E02","0","0","0","0","0","0","1","745 - Alarm system sounded/no fire-accidental","None","86 - Investigate",,,,"449 - Hotel/motel, commercial",,,,,,,,,,,,,,,,,,,,,,,,,,,"3","Nob Hill","POINT (-122.410093 37.792425)","2006-04-05T16:22:40.000","2025-06-01T02:18:08.000"
"06026344","0","060263440","950 Mason St.","2006-04-05T00:00:00.000","060950131","2006-04-05T11:25:37.000","2006-04-05T11:28:42.000","2006-04-05T11:32:30.000","SF","94108","B01","41",,"3","11","0","0","0","0","E02","0","0","0","0","0","0","1","745 - Alarm system sounded/no fire-accidental","None","86 - Investigate",,,,"449 - Hotel/motel, commercial",,,,,,,,,,,,,,,,,,,,,,,,,,,"3","Nob Hill","POINT (-122.410093 37.792425)","2006-04-05T16:26:25.000","2025-06-01T02:18:08.000"
