"incident_number","exposure_number","id","address","incident_date","call_number","alarm_dttm","arrival_dttm","close_dttm","city","zipcode","battalion","station_area","box","suppression_units","suppression_personnel","ems_units","ems_personnel","other_units","other_personnel","first_unit_on_scene","estimated_property_loss","estimated_contents_loss","fire_fatalities","fire_injuries","civilian_fatalities","civilian_injuries","number_of_alarms","primary_situation","mutual_aid","action_taken_primary","action_taken_secondary","action_taken_other","detector_alerted_occupants","property_use","area_of_fire_origin","ignition_cause","ignition_factor_primary","ignition_factor_secondary","heat_source","item_first_ignited","human_factors_associated_with_ignition","structure_type","structure_status","floor_of_fire_origin","fire_spread","no_flame_spread","number_of_floors_with_minimum_damage","number_of_floors_with_significant_damage","number_of_floors_with_heavy_damage","number_of_floors_with_extreme_damage","detectors_present","detector_type","detector_operation","detector_effectiveness","detector_failure_reason","automatic_extinguishing_system_present","automatic_extinguishing_sytem_type","automatic_extinguishing_sytem_perfomance","automatic_extinguishing_sytem_failure_reason","number_of_sprinkler_heads_operating","supervisor_district","neighborhood_district","point","data_as_of","data_loaded_at"
"22134725","0","221347250","1625 POST STREET","2022-10-18T00:00:00.000","222912628","2022-10-18T18:05:48.000","2022-10-18T18:09:22.000","2022-10-18T18:17:53.000","San Francisco","94115","B04","38","3364","3","10","0","0","0","0",,,,"0","0","0","0","1","730 System malfunction, other","N None","86 Investigate",,,,"429 Multifamily dwelling",,,,,,,,,,,,"NA",,,,,,,,,,,,,,,"5","Japantown","POINT (-122.42902 37.785438)","2022-10-18T18:17:53.000","2025-06-10T02:23:58.000"
"22134727","0","221347270","2699 MISSION STREET","2022-10-18T00:00:00.000","222912639","2022-10-18T18:08:46.000","2022-10-18T18:12:22.000","2022-10-18T18:15:58.000","San Francisco","94110","B06","07","5472","1","4","0","0","0","0",,,,"0","0","0","0","1","151 Outside rubbish, trash or waste fire","N None","73 Provide manpower",,,,"NNN None",,,,,,,,,,,,"NA",,,,,,,,,,,,,,,"9","Mission","POINT (-122.418517 37.753912)","2022-10-18T18:15:58.000","2025-06-10T02:23:58.000"
"22134732","0","221347320","548 BRANNAN STREET","2022-10-18T00:00:00.000","222912662","2022-10-18T18:15:08.000","2022-10-18T18:19:06.000","2022-10-18T18:26:26.000","San Francisco","94107","B03","08","2241","1","5","0","0","0","0",,,,"0","0","0","0","1","553 Public service","N None","86 Investigate",,,,"429 Multifamily dwelling",,,,,,,,,,,,"NA",,,,,,,,,,,,,,,"6","South of Market","POINT (-122.397686 37.777513)","2022-10-18T18:26:26.000","2025-06-10T02:23:58.000"
"22134734","0","221347340","1700 CALIFORNIA STREET","2022-10-18T00:00:00.000","222912684","2022-10-18T18:23:14.000","2022-10-18T18:25:31.000","2022-10-18T18:35:56.000","San Francisco","94109","B04","38","3155","3","10","0","0","0","0",,,,"0","0","0","0","1","743 Smoke detector activation, no fire - unintentional","N None","86 Investigate",,,,"429 Multifamily dwelling",,,,,,,,,,,,"NA",,,,,,,,,,,,,,,"3","Pacific Heights","POINT (-122.422429 37.790426)","2022-10-18T18:35:56.000","2025-06-10T02:23:58.000"
"22134735","0","221347350","99 MORAGA AV, PRAIRIE","2022-10-18T00:00:00.000","222912687","2022-10-18T18:25:01.000","2022-10-18T18:28:52.000","2022-10-18T18:42:20.000","Presidio","94129","B07","51","4626","3","10","0","0","0","0",,,,"0","0","0","0","1","743 Smoke detector activation, no fire - unintentional","N None","63 Restore fire alarm system",,,,"100 Assembly, other",,,,,,,,,,,,"NA",,,,,,,,,,,,,,,"2","Presidio","POINT (-122.46085 37.79858)","2022-10-18T18:42:20.000","2025-06-10T02:23:58.000"
"22134738","0","221347380","330 CLEMENTINA STREET","2022-10-18T00:00:00.000","222912712","2022-10-18T18:35:33.000","2022-10-18T18:38:01.000","2022-10-18T18:48:46.000","San Francisco","94107","B03","01","2215","8","29","1","2","1","2",,,,"0","0","0","0","1","730 System malfunction, other","N None","63 Restore fire alarm system",,,,"400 Residential, other",,,,,,,,,,,,"NA",,,,,,,,,,,,,,,"6","South of Market","POINT (-122.402465 37.781947)","2022-10-18T18:48:46.000","2025-06-10T02:23:58.000"
"22134743","0","221347430","FRANKLIN STREET","2022-10-18T00:00:00.000","222912742","2022-10-18T18:44:43.000","2022-10-18T18:49:18.000","2022-10-18T18:52:19.000","San Francisco","94109","B04","03","3223","1","4","0","0","0","0",,,,"0","0","0","0","1","622 No incident found on arrival at dispatch address","N None","86 Investigate",,,,"963 Street or road in commercial area",,,,,,,,,,,,"NA",,,,,,,,,,,,,,,"2","Western Addition","POINT (-122.423598 37.78828)","2022-10-18T18:52:19.000","2025-06-10T02:23:58.000"
"22134750","0","221347500","120 LINCOLN BL, PRAIRIE","2022-10-18T00:00:00.000","222912798","2022-10-18T19:07:47.000","2022-10-18T19:16:02.000","2022-10-18T19:23:03.000","Presidio","94129","B07","51","4626","2","8","0","0","0","0",,,,"0","0","0","0","1","700 False alarm or false call, other","N None","21 Search",,,,"000 Property Use, other",,,,,,,,,,,,"NA",,,,,,,,,,,,,,,"2","Presidio","POINT (-122.459521 37.801769)","2022-10-18T19:23:03.000","2025-06-10T02:23:58.000"
"22134751","0","221347510","25TH AVENUE","2022-10-18T00:00:00.000","222912805","2022-10-18T19:09:21.000","2022-10-18T19:14:35.000","2022-10-18T19:16:42.000","San Francisco","94122","B08","22","7452","1","4","0","0","0","0",,,,"0","0","0","0","1","700 False alarm or false call, other","N None","00 Action taken, other",,,,"NNN None",,,,,,,,,,,,"NA",,,,,,,,,,,,,,,"4","Sunset/Parkside","POINT (-122.483686 37.765158)","2022-10-18T19:16:42.000","2025-06-10T02:23:58.000"
"22134752","0","221347520","JACKSON STREET","2022-10-18T00:00:00.000","222912806","2022-10-18T19:09:22.000","2022-10-18T19:13:20.000","2022-10-18T19:16:04.000","San Francisco","94109","B04","38","3252","1","4","0","0","0","0",,,,"0","0","0","0","1","622 No incident found on arrival at dispatch address","N None","86 Investigate",,,,"960 Street, other",,,,,,,,,,,,"NA",,,,,,,,,,,,,,,"2","Pacific Heights","POINT (-122.426338 37.793518)","2022-10-18T19:16:04.000","2025-06-10T02:23:58.000"
