"incident_number","exposure_number","id","address","incident_date","call_number","alarm_dttm","arrival_dttm","close_dttm","city","zipcode","battalion","station_area","box","suppression_units","suppression_personnel","ems_units","ems_personnel","other_units","other_personnel","first_unit_on_scene","estimated_property_loss","estimated_contents_loss","fire_fatalities","fire_injuries","civilian_fatalities","civilian_injuries","number_of_alarms","primary_situation","mutual_aid","action_taken_primary","action_taken_secondary","action_taken_other","detector_alerted_occupants","property_use","area_of_fire_origin","ignition_cause","ignition_factor_primary","ignition_factor_secondary","heat_source","item_first_ignited","human_factors_associated_with_ignition","structure_type","structure_status","floor_of_fire_origin","fire_spread","no_flame_spread","number_of_floors_with_minimum_damage","number_of_floors_with_significant_damage","number_of_floors_with_heavy_damage","number_of_floors_with_extreme_damage","detectors_present","detector_type","detector_operation","detector_effectiveness","detector_failure_reason","automatic_extinguishing_system_present","automatic_extinguishing_sytem_type","automatic_extinguishing_sytem_perfomance","automatic_extinguishing_sytem_failure_reason","number_of_sprinkler_heads_operating","supervisor_district","neighborhood_district","point","data_as_of","data_loaded_at"
"05057455","0","050574550","2850 Fulton St.","2005-08-03T00:00:00.000","052150316","2005-08-03T18:34:12.000","2005-08-03T18:39:19.000","2005-08-03T18:50:37.000","SF","94121","B07","31",,"1","5","0","0","0","0","T12","0","0","0","0","0","0","1","500 - Service Call, other","None","00 - Action taken, other",,,,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,"1","Inner Richmond","POINT (-122.46252885 37.77407584)","2005-08-03T21:40:21.000","2025-06-10T02:23:58.000"
"05057457","0","050574570","23 Turquoise Wy.","2005-08-03T00:00:00.000","052150318","2005-08-03T18:35:02.000","2005-08-03T18:39:04.000","2005-08-03T19:46:49.000","SF","94131","B06","26",,"2","8","2","3","0","0","E26","0","0","0","0","0","0","1","311 - Medical assist, assist EMS crew","None","32 - Provide basic life support (BLS)",,,,"429 - Multifamily dwellings",,,,,,,,,,,,,,,,,,,,,,,,,,,"8","Noe Valley","POINT (-122.446169 37.745398)","2005-08-03T21:47:46.000","2025-06-10T02:23:58.000"
"05057459","0","050574590","101 Grijalva Dr.","2005-08-03T00:00:00.000","052150322","2005-08-03T18:44:09.000","2005-08-03T18:49:00.000","2005-08-03T18:56:33.000","SF","94132","B08","19",,"9","30","1","2","0","0","E19","0","50","0","0","0","0","1","113 - Cooking fire, confined to container","None","86 - Investigate",,,"1 - Detector alerted occupants","419 - 1 or 2 family dwelling",,,,,,,,,,,,,,,,,,,,,,,,,,,"7","Lakeshore","POINT (-122.480307 37.71529315)","2005-08-03T19:31:48.000","2025-06-10T02:23:58.000"
"05057465","0","050574650","25th St. / Wisconsin St.","2005-08-03T00:00:00.000","052150331","2005-08-03T19:11:01.000","2005-08-03T19:13:42.000","2005-08-03T19:14:37.000","SF","94107","B10","37",,"1","4","0","0","0","0","E37","0","0","0","0","0","0","1","711 - Municipal alarm system, Street Box False","None","86 - Investigate",,,,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,"10","Potrero Hill","POINT (-122.398454 37.752195)","2005-08-09T08:59:11.000","2025-06-10T02:23:58.000"
"05057474","0","050574740","1230 11th Av.","2005-08-03T00:00:00.000","052150343","2005-08-03T20:09:43.000","2005-08-03T20:15:04.000","2005-08-03T21:37:54.000","SF","94122","B08","22",,"2","7","0","0","0","0","T12","0","0","0","0","0","0","1","331 - Lock-in (if lock out , use 511 )","None","00 - Action taken, other",,,,"400 - Residential, other",,,,,,,,,,,,,,,,,,,,,,,,,,,"7","Inner Sunset","POINT (-122.4684878 37.76399388)","2005-08-03T21:43:54.000","2025-06-10T02:23:58.000"
"05057476","0","050574760","189 Crestmont Dr.","2005-08-03T00:00:00.000","052150345","2005-08-03T20:25:56.000","2005-08-03T20:31:35.000","2005-08-03T20:45:16.000","SF","94131","B08","20",,"1","4","0","0","0","0","E20","0","0","0","0","0","0","1","554 - Assist invalid","None","73 - Provide manpower",,,,"419 - 1 or 2 family dwelling",,,,,,,,,,,,,,,,,,,,,,,,,,,"7","Inner Sunset","POINT (-122.45970228 37.7555972)","2005-08-03T21:16:54.000","2025-06-10T02:23:58.000"
"05057477","0","050574770","29th St. / Church St.","2005-08-03T00:00:00.000","052150346","2005-08-03T20:30:05.000","2005-08-03T20:32:16.000","2005-08-03T20:33:16.000","SF","94114","B06","11",,"2","9","0","0","0","0","T11","0","0","0","0","0","0","1","711 - Municipal alarm system, Street Box False","None","86 - Investigate",,,,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,"8","Noe Valley","POINT (-122.426672 37.743699)","2005-08-03T21:49:30.000","2025-06-10T02:23:58.000"
"05057479","0","050574790","Market St. / Mason St.","2005-08-03T00:00:00.000","052150348","2005-08-03T20:41:14.000","2005-08-03T20:43:58.000","2005-08-03T20:44:41.000","SF","94102","B03","01",,"2","9","0","0","0","0","E01","0","0","0","0","0","0","1","711 - Municipal alarm system, Street Box False","None","86 - Investigate",,,,"150 - Public or government, other",,,,,,,,,,,,,,,,,,,,,,,,,,,"6","Tenderloin","POINT (-122.408953 37.783288)","2005-08-03T23:17:04.000","2025-06-10T02:23:58.000"
"05057480","0","050574800","1860 Jackson St.","2005-08-03T00:00:00.000","052150349","2005-08-03T20:43:43.000","2005-08-03T20:46:58.000","2005-08-03T20:57:15.000","SF","94115","B04","38",,"3","11","0","0","0","0","E41","0","0","0","0","0","0","1","651 - Smoke scare, odor of smoke","None","86 - Investigate",,,,"429 - Multifamily dwellings",,,,,,,,,,,,,,,,,,,,,,,,,,,"2","Pacific Heights","POINT (-122.425697 37.793668)","2005-08-04T07:47:44.000","2025-06-10T02:23:58.000"
"05057481","0","050574810","Harrison St. / The Embarcadero Sou","2005-08-03T00:00:00.000","052150350","2005-08-03T20:56:52.000","2005-08-03T20:56:52.000","2005-08-03T21:05:58.000","SF","94111","B03","35",,"1","4","0","0","0","0","E35","0","0","0","0","0","0","1","511 - Lock-out","None","52 - Forcible entry",,,,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,"6","Financial District/South Beach","POINT (-122.387951 37.789364)","2005-08-17T22:11:54.000","2025-06-10T02:23:58.000"
