"incident_number","exposure_number","id","address","incident_date","call_number","alarm_dttm","arrival_dttm","close_dttm","city","zipcode","battalion","station_area","box","suppression_units","suppression_personnel","ems_units","ems_personnel","other_units","other_personnel","first_unit_on_scene","estimated_property_loss","estimated_contents_loss","fire_fatalities","fire_injuries","civilian_fatalities","civilian_injuries","number_of_alarms","primary_situation","mutual_aid","action_taken_primary","action_taken_secondary","action_taken_other","detector_alerted_occupants","property_use","area_of_fire_origin","ignition_cause","ignition_factor_primary","ignition_factor_secondary","heat_source","item_first_ignited","human_factors_associated_with_ignition","structure_type","structure_status","floor_of_fire_origin","fire_spread","no_flame_spread","number_of_floors_with_minimum_damage","number_of_floors_with_significant_damage","number_of_floors_with_heavy_damage","number_of_floors_with_extreme_damage","detectors_present","detector_type","detector_operation","detector_effectiveness","detector_failure_reason","automatic_extinguishing_system_present","automatic_extinguishing_sytem_type","automatic_extinguishing_sytem_perfomance","automatic_extinguishing_sytem_failure_reason","number_of_sprinkler_heads_operating","supervisor_district","neighborhood_district","point","data_as_of","data_loaded_at"
"24071611","0","240716110","TAYLOR STREET","2024-05-23T00:00:00.000","241443633","2024-05-23T23:07:49.000","2024-05-23T23:14:08.000","2024-05-23T23:19:21.000","San Francisco","94102","B03","03","1453","1","4","0","0","0","0",,,,"0","0","0","0","1","151 Outside rubbish, trash or waste fire","N None","11 Extinguishment by fire service personnel",,,,"963 Street or road in commercial area",,,,,,,,,,,,,,,,,,,,,,,,,,,"5","Tenderloin","POINT (-122.410955 37.78414)","2024-05-23T23:19:21.000","2025-06-10T02:23:58.000"
"24071616","0","240716160","CUSTER AVENUE","2024-05-23T00:00:00.000","241443655","2024-05-23T23:22:30.000","2024-05-23T23:25:47.000","2024-05-23T23:39:30.000","San Francisco","94124","B10","25","6441","1","4","0","0","0","0",,,,"0","0","0","0","1","154 Dumpster or other outside trash receptacle fire","N None","11 Extinguishment by fire service personnel",,,,"UUU Undetermined",,,,,,,,,,,,,,,,,,,,,,,,,,,"10","Bayview Hunters Point","POINT (-122.391058 37.746364)","2024-05-23T23:39:30.000","2025-06-10T02:23:58.000"
"24071620","0","240716200","2399 MARKET STREET","2024-05-23T00:00:00.000","241443679","2024-05-23T23:36:36.000","2024-05-23T23:39:19.000","2024-05-24T00:46:57.000","San Francisco","94114","B05","06","5252","1","4","1","2","0","0",,,,"0","0","0","0","1","323 Motor vehicle/pedestrian accident (MV Ped)","N None","30 Emergency medical services, other",,,,"963 Street or road in commercial area",,,,,,,,,,,,,,,,,,,,,,,,,,,"8","Castro/Upper Market","POINT (-122.435066 37.762666)","2024-05-24T00:46:57.000","2025-06-10T02:23:58.000"
"24071626","0","240716260","800 FONT BL","2024-05-23T00:00:00.000","241443708","2024-05-23T23:51:34.000","2024-05-23T23:56:45.000","2024-05-24T00:10:18.000","San Francisco","94132","B08","19","0868","3","11","0","0","0","0",,,,"0","0","0","0","1","412 Gas leak (natural gas or LPG)","N None","86 Investigate",,,,"419 1 or 2 family dwelling",,,,,,,,,,,,,,,,,,,,,,,,,,,"7","Lakeshore","POINT (-122.483602 37.722997)","2024-05-24T00:10:18.000","2025-06-10T02:23:58.000"
"24071627","0","240716270","2698 CALIFORNIA STREET","2024-05-23T00:00:00.000","241443709","2024-05-23T23:51:51.000","2024-05-23T23:56:58.000","2024-05-24T00:08:55.000","San Francisco","94115","B04","38","4125","3","10","0","0","0","0",,,,"0","0","0","0","1","711 Municipal alarm system, malicious false alarm","N None","86 Investigate",,,,"429 Multifamily dwelling",,,,,,,,,,,,,,,,,,,,,,,,,,,"2","Pacific Heights","POINT (-122.438705 37.788357)","2024-05-24T00:08:55.000","2025-06-10T02:23:58.000"
"24071628","0","240716280","51 FUNSTON AV, PRAIRIE","2024-05-23T00:00:00.000","241443719","2024-05-23T23:57:36.000","2024-05-24T00:05:43.000","2024-05-24T00:12:53.000","Presidio","94129","B07","51","4626","3","10","0","0","0","0",,,,"0","0","0","0","1","745 Alarm system activation, no fire - unintentional","N None","86 Investigate",,,,"449 Hotel/motel, commercial",,,,,,,,,,,,,,,,,,,,,,,,,,,"2","Presidio","POINT (-122.45728 37.797072)","2024-05-24T00:12:53.000","2025-06-10T02:23:58.000"
"24071629","0","240716290","1036 MISSION STREET","2024-05-24T00:00:00.000","241450014","2024-05-24T00:09:24.000","2024-05-24T00:13:44.000","2024-05-24T00:24:35.000","San Francisco","94103","B03","01","2251","3","10","0","0","0","0",,,,"0","0","0","0","1","730 System malfunction, other","N None","63 Restore fire alarm system",,,,"400 Residential, other",,,,,,,,,,,,,,,,,,,,,,,,,,,"6","South of Market","POINT (-122.409606 37.78036)","2024-05-24T00:24:35.000","2025-06-10T02:23:58.000"
"24071630","0","240716300","245 BALBOA STREET","2024-05-24T00:00:00.000","241450020","2024-05-24T00:11:56.000","2024-05-24T00:17:36.000","2024-05-24T00:28:40.000","San Francisco","94118","B07","31","7123","1","4","0","0","0","0",,,,"0","0","0","0","1","553 Public service","N None","70 Assistance, other",,,,"519 Food and beverage sales, grocery store",,,,,,,,,,,,,,,,,,,,,,,,,,,"1","Inner Richmond","POINT (-122.461282 37.777289)","2024-05-24T00:28:40.000","2025-06-10T02:23:58.000"
"24071635","0","240716350","737 POST STREET","2024-05-24T00:00:00.000","241450041","2024-05-24T00:27:23.000","2024-05-24T00:30:41.000","2024-05-24T00:48:47.000","San Francisco","94109","B04","03","1543","3","11","0","0","0","0",,,,"0","0","0","0","1","733 Smoke detector activation due to malfunction","N None","63 Restore fire alarm system",,,,"400 Residential, other",,,,,,,,,,,,,,,,,,,,,,,,,,,"3","Tenderloin","POINT (-122.413969 37.787515)","2024-05-24T00:48:47.000","2025-06-10T02:23:58.000"
"24071636","0","240716360","100 FONT BL","2024-05-24T00:00:00.000","241450045","2024-05-24T00:30:29.000","2024-05-24T00:37:00.000","2024-05-24T00:43:36.000","San Francisco","94132","B08","33","8422","1","5","0","0","0","0",,,,"0","0","0","0","1","531 Smoke or odor removal","N None","86 Investigate",,,,"429 Multifamily dwelling",,,,,,,,,,,,,,,,,,,,,,,,,,,"7","Lakeshore","POINT (-122.473006 37.715106)","2024-05-24T00:43:36.000","2025-06-10T02:23:58.000"
