"incident_number","exposure_number","id","address","incident_date","call_number","alarm_dttm","arrival_dttm","close_dttm","city","zipcode","battalion","station_area","box","suppression_units","suppression_personnel","ems_units","ems_personnel","other_units","other_personnel","first_unit_on_scene","estimated_property_loss","estimated_contents_loss","fire_fatalities","fire_injuries","civilian_fatalities","civilian_injuries","number_of_alarms","primary_situation","mutual_aid","action_taken_primary","action_taken_secondary","action_taken_other","detector_alerted_occupants","property_use","area_of_fire_origin","ignition_cause","ignition_factor_primary","ignition_factor_secondary","heat_source","item_first_ignited","human_factors_associated_with_ignition","structure_type","structure_status","floor_of_fire_origin","fire_spread","no_flame_spread","number_of_floors_with_minimum_damage","number_of_floors_with_significant_damage","number_of_floors_with_heavy_damage","number_of_floors_with_extreme_damage","detectors_present","detector_type","detector_operation","detector_effectiveness","detector_failure_reason","automatic_extinguishing_system_present","automatic_extinguishing_sytem_type","automatic_extinguishing_sytem_perfomance","automatic_extinguishing_sytem_failure_reason","number_of_sprinkler_heads_operating","supervisor_district","neighborhood_district","point","data_as_of","data_loaded_at"
"05050442","0","050504420","1192 Market St.","2005-07-08T00:00:00.000","051890191","2005-07-08T13:25:18.000","2005-07-08T13:26:42.000","2005-07-08T13:28:56.000","SF","94102","B02","36",,"3","10","0","0","0","0","E36","0","0","0","0","0","0","1","711 - Municipal alarm system, Street Box False","None","86 - Investigate",,,,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,"5","Tenderloin","POINT (-122.414653 37.779332)","2005-07-08T18:22:03.000","2025-06-10T02:23:58.000"
"05050444","0","050504440","Eddy St. / Gough St.","2005-07-08T00:00:00.000","051890194","2005-07-08T13:33:58.000","2005-07-08T13:35:41.000","2005-07-08T13:36:34.000","SF","94102","B02","05",,"2","9","0","0","0","0","T05","0","0","0","0","0","0","1","711 - Municipal alarm system, Street Box False","None","86 - Investigate",,,,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,"5","Western Addition","POINT (-122.424109 37.782475)","2005-07-08T14:25:37.000","2025-06-10T02:23:58.000"
"05050448","0","050504480","2445 Mariposa St.","2005-07-08T00:00:00.000","051890198","2005-07-08T13:46:15.000","2005-07-08T13:50:29.000","2005-07-08T14:28:33.000","SF","94103","B02","29",,"3","10","0","0","0","0","T07","0","0","0","0","0","0","1","735 - Alarm system sounded due to malfunction","None","86 - Investigate",,,,"429 - Multifamily dwellings",,,,,,,,,,,,,,,,,,,,,,,,,,,"9","Mission","POINT (-122.407755 37.763089)","2005-07-08T18:24:23.000","2025-06-10T02:23:58.000"
"05050449","0","050504490","Mcallister St. / Van Ness Av.","2005-07-08T00:00:00.000","051890199","2005-07-08T13:48:24.000","2005-07-08T13:49:08.000","2005-07-08T13:52:46.000","SF","94102","B02","36",,"1","4","0","0","0","0","E36","0","0","0","0","0","0","1","700 - False alarm or false call, other","None","86 - Investigate",,,,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,"5","Western Addition","POINT (-122.42025 37.780075)","2005-07-08T20:01:55.000","2025-06-10T02:23:58.000"
"05050455","0","050504550","Cargo Wy. / Jennings St.","2005-07-08T00:00:00.000","051890207","2005-07-08T14:00:27.000","2005-07-08T14:01:41.000","2005-07-08T14:16:43.000","SF","94124","B10","25",,"1","4","0","0","0","0","E25","0","0","0","0","0","0","1","520 - Water problem, other","None","62 - Restore fire protection system",,,,"963 - Street or road in commercial area",,,,,,,,,,,,,,,,,,,,,,,,,,,"10","Bayview Hunters Point","POINT (-122.37685 37.740194)","2005-08-08T22:32:56.000","2025-06-10T02:23:58.000"
"05050458","0","050504580","1520 Custer Av.","2005-07-08T00:00:00.000","051890210","2005-07-08T14:13:58.000","2005-07-08T14:18:40.000","2005-07-08T14:24:54.000","SF","94124","B10","25",,"3","10","0","0","0","0","E09","0","0","0","0","0","0","1","740 - Unintentional alarm, other","None","86 - Investigate",,,,"500 - Mercantile, business, other",,,,,,,,,,,,,,,,,,,,,,,,,,,"10","Bayview Hunters Point","POINT (-122.389568 37.745595)","2005-08-04T22:36:02.000","2025-06-10T02:23:58.000"
"05050459","0","050504590","300 Newhall St.","2005-07-08T00:00:00.000","051890211","2005-07-08T14:17:18.000","2005-07-08T14:17:18.000","2005-07-08T14:28:46.000","SF","94124","B10","25",,"3","10","0","0","0","0","E25","0","0","0","0","0","0","1","731 - Sprinkler activation due to malfunction","None","86 - Investigate",,,,"569 - Professional supplies, services",,,,,,,,,,,,,,,,,,,,,,,,,,,"10","Bayview Hunters Point","POINT (-122.38534298 37.7432247)","2005-11-02T20:08:13.000","2025-06-10T02:23:58.000"
"05050460","0","050504600","650 Davis St.","2005-07-08T00:00:00.000","051890212","2005-07-08T14:17:42.000","2005-07-08T14:20:42.000","2005-07-08T14:24:49.000","SF","94111","B01","13",,"3","11","0","0","0","0","E13","0","0","0","0","0","0","1","740 - Unintentional alarm, other","None","86 - Investigate",,,,"429 - Multifamily dwellings",,,,,,,,,,,,,,,,,,,,,,,,,,,"3","Financial District/South Beach","POINT (-122.398522 37.798438)","2005-07-08T16:04:36.000","2025-06-10T02:23:58.000"
"05050465","0","050504650","8th St. / Brannan St.","2005-07-08T00:00:00.000","051890224","2005-07-08T14:38:43.000","2005-07-08T14:41:59.000","2005-07-08T14:54:02.000","SF","94105","B03","29",,"2","6","0","0","0","0","E29","0","0","0","0","0","0","1","511 - Lock-out","None","52 - Forcible entry",,,,"961 - Highway or divided highway (Street)",,,,,,,,,,,,,,,,,,,,,,,,,,,"6","South of Market","POINT (-122.405427 37.771297)","2005-07-08T15:25:48.000","2025-06-10T02:23:58.000"
"05050473","0","050504730","2829 Clay St.","2005-07-08T00:00:00.000","051890235","2005-07-08T15:24:39.000","2005-07-08T15:27:48.000","2005-07-08T15:46:35.000","SF","94115","B04","38",,"3","10","0","0","0","0","E38","0","0","0","0","0","0","1","413 - Oil or other combustible liquid spill","None","86 - Investigate",,,,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,"2","Pacific Heights","POINT (-122.43960423 37.78975128)","2005-07-08T16:25:24.000","2025-06-10T02:23:58.000"
