"incident_number","exposure_number","id","address","incident_date","call_number","alarm_dttm","arrival_dttm","close_dttm","city","zipcode","battalion","station_area","box","suppression_units","suppression_personnel","ems_units","ems_personnel","other_units","other_personnel","first_unit_on_scene","estimated_property_loss","estimated_contents_loss","fire_fatalities","fire_injuries","civilian_fatalities","civilian_injuries","number_of_alarms","primary_situation","mutual_aid","action_taken_primary","action_taken_secondary","action_taken_other","detector_alerted_occupants","property_use","area_of_fire_origin","ignition_cause","ignition_factor_primary","ignition_factor_secondary","heat_source","item_first_ignited","human_factors_associated_with_ignition","structure_type","structure_status","floor_of_fire_origin","fire_spread","no_flame_spread","number_of_floors_with_minimum_damage","number_of_floors_with_significant_damage","number_of_floors_with_heavy_damage","number_of_floors_with_extreme_damage","detectors_present","detector_type","detector_operation","detector_effectiveness","detector_failure_reason","automatic_extinguishing_system_present","automatic_extinguishing_sytem_type","automatic_extinguishing_sytem_perfomance","automatic_extinguishing_sytem_failure_reason","number_of_sprinkler_heads_operating","supervisor_district","neighborhood_district","point","data_as_of","data_loaded_at"
"03076293","0","030762930","801 Terry A Francois Bl.","2003-09-22T00:00:00.000","032650245","2003-09-22T13:11:45.000","2003-09-22T13:14:42.000","2003-09-22T13:39:34.000","SF","94107","B03","08",,"3","10","0","0","0","0","E08","0","0","0","0","0","0","1","710 - Malicious, mischievous false call, other","None","86 - Investigate",,,,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,"10","Potrero Hill","POINT (-122.386623 37.765538)","2003-09-22T21:00:04.000","2025-06-14T02:21:17.000"
"03076295","0","030762950","Golden Gate Av. / Van Ness Av.","2003-09-22T00:00:00.000","032650247","2003-09-22T13:13:43.000","2003-09-22T13:17:37.000","2003-09-22T13:19:46.000","SF","94102","B02","36",,"1","4","0","0","0","0","E36","0","0","0","0","0","0","1","520 - Water problem, other","None","62 - Restore fire protection system",,,,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,"5","Western Addition","POINT (-122.420441 37.78103)","2003-09-22T17:11:57.000","2025-06-14T02:21:17.000"
"03076304","0","030763040","1801 Larkin St.","2003-09-22T00:00:00.000","032650265","2003-09-22T14:10:31.000","2003-09-22T14:13:56.000","2003-09-22T14:14:05.000","SF","94109","B01","41",,"2","9","0","0","0","0","T03","0","0","0","0","0","0","1","711 - Municipal alarm system, Street Box False","None","86 - Investigate",,,,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,"3","Russian Hill","POINT (-122.41996376 37.79456512)","2003-10-01T11:48:35.000","2025-06-14T02:21:17.000"
"03076307","0","030763070","17th St. / Ord St.","2003-09-22T00:00:00.000","032650270","2003-09-22T14:20:54.000","2003-09-22T14:24:32.000","2003-09-22T14:40:12.000","SF","94114","B05","06",,"1","4","0","0","0","0","E06","0","0","0","0","0","0","1","143 - Grass fire","None","11 - Extinguish",,,,"960 - Street, other","92 - Highway, parking lot, street: on or n","2 - Unintentional","11 - Abandoned or discarded materials or p",,"63 - Heat from undetermined smoking materi","70 - Organic materials, other","2 - Possibly impaired by alcohol or drugs",,,,,,,,,,,,,,,,,,,,"8","Castro/Upper Market","POINT (-122.440168 37.762187)","2003-09-22T14:41:07.000","2025-06-14T02:21:17.000"
"03076308","0","030763080","150 Anza St.","2003-09-22T00:00:00.000","032650271","2003-09-22T14:21:34.000","2003-09-22T14:26:03.000","2003-09-22T14:33:18.000","SF","94115","B05","10",,"1","5","0","0","0","0","T10","0","0","0","0","0","0","1","511 - Lock-out","None","00 - Action taken, other",,,,"419 - 1 or 2 family dwelling",,,,,,,,,,,,,,,,,,,,,,,,,,,"2","Lone Mountain/USF","POINT (-122.44850551 37.78116804)","2003-09-22T16:08:46.000","2025-06-14T02:21:17.000"
"03076309","0","030763090","26th St. / Mission St.","2003-09-22T00:00:00.000","032650272","2003-09-22T14:22:32.000","2003-09-22T14:26:36.000","2003-09-22T14:26:40.000","SF","94110","B06","11",,"2","9","0","0","0","0","E07","0","0","0","0","0","0","1","711 - Municipal alarm system, Street Box False","None","86 - Investigate",,,,"963 - Street or road in commercial area",,,,,,,,,,,,,,,,,,,,,,,,,,,"9","Mission","POINT (-122.418137 37.749041)","2003-09-22T18:52:52.000","2025-06-14T02:21:17.000"
"03076311","0","030763110","945 Bryant St.","2003-09-22T00:00:00.000","032650274","2003-09-22T14:29:23.000","2003-09-22T14:32:27.000","2003-09-22T15:25:35.000","SF","94107","B03","08",,"3","10","0","0","0","0","T08","0","0","0","0","0","0","1","743 - Smoke detector, no fire, accidental","None","86 - Investigate",,,,"599 - Business office",,,,,,,,,,,,,,,,,,,,,,,,,,,"6","South of Market","POINT (-122.40514586 37.7730941)","2003-09-22T17:52:09.000","2025-06-14T02:21:17.000"
"03076314","0","030763140","3995 Alemany Bl.","2003-09-22T00:00:00.000","032650278","2003-09-22T14:41:54.000","2003-09-22T14:45:16.000","2003-09-22T14:48:15.000","SF","94132","B09","33",,"1","4","0","0","0","0","E33","0","0","0","0","0","0","1","740 - Unintentional alarm, other","None","86 - Investigate",,,,"882 - Parking garage, general vehicle",,,,,,,,,,,,,,,,,,,,,,,,,,,"7","Oceanview/Merced/Ingleside","POINT (-122.469096 37.710595)","2003-09-22T16:39:51.000","2025-06-14T02:21:17.000"
"03076317","0","030763170","Taylor St. / Turk St.","2003-09-22T00:00:00.000","032650282","2003-09-22T14:49:53.000","2003-09-22T14:49:53.000","2003-09-22T15:41:01.000","SF","94109","B03","01","1365","2","6","0","0","0","0","M03","0","0","0","0","0","0","1","311 - Medical assist, assist EMS crew","None","86 - Investigate",,,,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,"5","Tenderloin","POINT (-122.411472 37.783055)","2003-10-01T17:06:18.000","2025-06-14T02:21:17.000"
"03076319","0","030763190","200 Kansas St.","2003-09-22T00:00:00.000","032650285","2003-09-22T14:54:46.000","2003-09-22T14:55:39.000","2003-09-22T15:12:03.000","SF","94107","B02","29",,"11","33","0","0","0","0","E29","0","0","0","0","0","0","1","443 - Light ballast breakdown","None","86 - Investigate",,,,"000 - Property Use, other",,,,,,,,,,,,,,,,,,,,,,,,,,,"6","Mission Bay","POINT (-122.403841 37.767243)","2003-09-22T18:02:23.000","2025-06-14T02:21:17.000"
