"incident_number","exposure_number","id","address","incident_date","call_number","alarm_dttm","arrival_dttm","close_dttm","city","zipcode","battalion","station_area","box","suppression_units","suppression_personnel","ems_units","ems_personnel","other_units","other_personnel","first_unit_on_scene","estimated_property_loss","estimated_contents_loss","fire_fatalities","fire_injuries","civilian_fatalities","civilian_injuries","number_of_alarms","primary_situation","mutual_aid","action_taken_primary","action_taken_secondary","action_taken_other","detector_alerted_occupants","property_use","area_of_fire_origin","ignition_cause","ignition_factor_primary","ignition_factor_secondary","heat_source","item_first_ignited","human_factors_associated_with_ignition","structure_type","structure_status","floor_of_fire_origin","fire_spread","no_flame_spread","number_of_floors_with_minimum_damage","number_of_floors_with_significant_damage","number_of_floors_with_heavy_damage","number_of_floors_with_extreme_damage","detectors_present","detector_type","detector_operation","detector_effectiveness","detector_failure_reason","automatic_extinguishing_system_present","automatic_extinguishing_sytem_type","automatic_extinguishing_sytem_perfomance","automatic_extinguishing_sytem_failure_reason","number_of_sprinkler_heads_operating","supervisor_district","neighborhood_district","point","data_as_of","data_loaded_at"
"06016302","0","060163020","559 Sanchez St.","2006-02-27T00:00:00.000","060580442","2006-02-27T20:40:22.000","2006-02-27T20:45:40.000","2006-02-27T22:34:09.000","SF","94114","B06","06",,"3","9","0","0","0","0","E11","0","0","0","0","0","0","1","400 - Hazardous condition, other","None","45 - Remove hazard","55 - Establish safe area",,,"419 - 1 or 2 family dwelling",,,,,,,,,,,,,,,,,,,,,,,,,,,"8","Castro/Upper Market","POINT (-122.43014021 37.76011838)","2006-03-14T22:36:07.000","2025-06-14T02:21:17.000"
"06016303","0","060163030","1512 25th St.","2006-02-27T00:00:00.000","060580444","2006-02-27T20:42:22.000","2006-02-27T22:07:11.000","2006-02-27T22:07:11.000","SF","94124","B10","37",,"1","5","0","0","0","0","T09","0","0","0","0","0","0","1","500 - Service Call, other","None","65 - Secure property",,,,"429 - Multifamily dwellings",,,,,,,,,,,,,,,,,,,,,,,,,,,"10","Potrero Hill","POINT (-122.39415233 37.75258996)","2006-03-03T13:11:23.000","2025-06-14T02:21:17.000"
"06016304","0","060163040","277 Thrift St.","2006-02-27T00:00:00.000","060580445","2006-02-27T20:45:34.000","2006-02-27T20:49:47.000","2006-02-27T22:33:28.000","SF","94112","B09","33",,"1","4","0","0","0","0","E33","0","0","0","0","0","0","1","440 - Elec. wiring/equip. problem, other","None","86 - Investigate",,,,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,"11","Oceanview/Merced/Ingleside","POINT (-122.461864 37.717361)","2006-02-28T07:09:01.000","2025-06-14T02:21:17.000"
"06016305","0","060163050","23rd St. / San Bruno Av.","2006-02-27T00:00:00.000","060580446","2006-02-27T20:46:55.000","2006-02-27T20:50:59.000","2006-02-27T21:00:56.000","SF","94107","B10","37",,"3","11","0","0","0","0","E37","0","0","0","0","0","0","1","711 - Municipal alarm system, Street Box False","None","86 - Investigate",,,,"331 - Hospital - medical or psychiatric",,,,,,,,,,,,,,,,,,,,,,,,,,,"10","Mission","POINT (-122.404486 37.754397)","2006-03-16T08:53:23.000","2025-06-14T02:21:17.000"
"06016306","0","060163060","1878 26th Av.","2006-02-27T00:00:00.000","060580448","2006-02-27T20:49:33.000","2006-02-27T20:53:10.000","2006-02-27T20:59:31.000","SF","94122","B08","18",,"0","0","1","4","0","0","E18","0","0","0","0","0","0","1","440 - Elec. wiring/equip. problem, other","None","86 - Investigate",,,,"419 - 1 or 2 family dwelling",,,,,,,,,,,,,,,,,,,,,,,,,,,"4","Sunset/Parkside","POINT (-122.483787 37.752469)","2006-02-27T23:35:55.000","2025-06-14T02:21:17.000"
"06016307","0","060163070","1544 Hudson Av.","2006-02-27T00:00:00.000","060580449","2006-02-27T20:50:53.000","2006-02-27T20:57:12.000","2006-02-27T20:57:47.000","SF","94124","B10","25",,"1","4","0","0","0","0","E25","0","0","0","0","0","0","1","444 - Power line down (wire)","None","86 - Investigate",,,,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,"10","Bayview Hunters Point","POINT (-122.3893289 37.73881986)","2006-02-28T11:18:15.000","2025-06-14T02:21:17.000"
"06016309","0","060163090","359 Harkness Av.","2006-02-27T00:00:00.000","060580451","2006-02-27T20:55:16.000","2006-02-27T20:58:05.000","2006-02-27T21:07:14.000","SF","94134","B10","44",,"1","4","0","0","0","0","E44","0","0","0","0","0","0","1","400 - Hazardous condition, other","None","45 - Remove hazard",,,,"419 - 1 or 2 family dwelling",,,,,,,,,,,,,,,,,,,,,,,,,,,"10","Visitacion Valley","POINT (-122.4050983 37.71794491)","2006-02-28T07:17:21.000","2025-06-14T02:21:17.000"
"06016313","0","060163130","533 Parnassus Av.","2006-02-27T00:00:00.000","060580454","2006-02-27T21:02:43.000","2006-02-27T21:06:56.000","2006-02-27T21:29:37.000","SF","94143","B05","12",,"1","5","0","0","0","0","T12","0","0","0","0","0","0","1","353 - Removal of victim(s) from stalled elev.","None","23 - Extricate, disentangle",,,,"331 - Hospital - medical or psychiatric",,,,,,,,,,,,,,,,,,,,,,,,,,,"7","Inner Sunset","POINT (-122.458448 37.763232)","2006-03-02T16:16:09.000","2025-06-14T02:21:17.000"
"06016314","0","060163140","43rd Av. / Irving St.","2006-02-27T00:00:00.000","060580456","2006-02-27T21:03:10.000","2006-02-27T21:05:27.000","2006-02-27T21:10:50.000","SF","94122","B08","23",,"1","4","0","0","0","0","E23","0","0","0","0","0","0","1","444 - Power line down (wire)","None","45 - Remove hazard",,,,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,"4","Sunset/Parkside","POINT (-122.502844 37.762424)","2006-02-28T09:34:15.000","2025-06-14T02:21:17.000"
"06016317","0","060163170","815 Joost Av.","2006-02-27T00:00:00.000","060580460","2006-02-27T21:06:35.000","2006-02-27T21:12:28.000","2006-02-27T21:25:48.000","SF","94127","B09","15",,"1","4","0","0","0","0","E39","0","0","0","0","0","0","1","371 - Electrocution or potential electrocution","None","53 - Evacuate area",,,,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,"7","West of Twin Peaks","POINT (-122.45373 37.732269)","2006-03-17T18:00:38.000","2025-06-14T02:21:17.000"
