"incident_number","exposure_number","id","address","incident_date","call_number","alarm_dttm","arrival_dttm","close_dttm","city","zipcode","battalion","station_area","box","suppression_units","suppression_personnel","ems_units","ems_personnel","other_units","other_personnel","first_unit_on_scene","estimated_property_loss","estimated_contents_loss","fire_fatalities","fire_injuries","civilian_fatalities","civilian_injuries","number_of_alarms","primary_situation","mutual_aid","action_taken_primary","action_taken_secondary","action_taken_other","detector_alerted_occupants","property_use","area_of_fire_origin","ignition_cause","ignition_factor_primary","ignition_factor_secondary","heat_source","item_first_ignited","human_factors_associated_with_ignition","structure_type","structure_status","floor_of_fire_origin","fire_spread","no_flame_spread","number_of_floors_with_minimum_damage","number_of_floors_with_significant_damage","number_of_floors_with_heavy_damage","number_of_floors_with_extreme_damage","detectors_present","detector_type","detector_operation","detector_effectiveness","detector_failure_reason","automatic_extinguishing_system_present","automatic_extinguishing_sytem_type","automatic_extinguishing_sytem_perfomance","automatic_extinguishing_sytem_failure_reason","number_of_sprinkler_heads_operating","supervisor_district","neighborhood_district","point","data_as_of","data_loaded_at"
"03004920","0","030049200","2359 North Point St.","2003-01-17T00:00:00.000","030170241","2003-01-17T13:29:21.000","2003-01-17T13:32:24.000","2003-01-17T17:59:12.000","SF","94123","B04","16",,"7","26","0","0","0","0","B04","0","0","0","0","0","0","1","100 - Fire, other","None","10 - Fire, other",,,"2 - Detector did not alert occupants","419 - 1 or 2 family dwelling","24 - Cooking area, kitchen","U - Cause undetermined after investigation",,,"UU - Undetermined","UU - Undetermined",,,,,,,,,,,,,,,,,,,,,"2","Marina","POINT (-122.44601859 37.80215578)","2003-05-26T17:04:04.000","2025-06-10T02:23:58.000"
"03004922","0","030049220","2980 24th Av.","2003-01-17T00:00:00.000","030170245","2003-01-17T13:36:56.000","2003-01-17T13:42:25.000","2003-01-17T14:26:57.000","SF","94117","B08","19",,"2","9","0","0","0","0","T19","0","0","0","0","0","0","1","740 - Unintentional alarm, other","None","86 - Investigate",,,,"400 - Residential, other",,,,,,,,,,,,,,,,,,,,,,,,,,,"4","Sunset/Parkside","POINT (-122.4801401 37.73256325)","2003-03-24T14:43:50.000","2025-06-10T02:23:58.000"
"03004924","0","030049240","2730 Bryant St.","2003-01-17T00:00:00.000","030170246","2003-01-17T13:38:26.000","2003-01-17T13:41:35.000","2003-01-17T13:53:26.000","SF","94110","B06","09",,"2","11","0","0","0","0","E09","0","0","0","0","0","0","1","711 - Municipal alarm system, Street Box False","None","86 - Investigate",,,,"215 - Middle/Junior or High School",,,,,,,,,,,,,,,,,,,,,,,,,,,"9","Mission","POINT (-122.40939655 37.75043248)","2003-04-05T22:38:46.000","2025-06-10T02:23:58.000"
"03004927","0","030049270","20th St. / Connecticut St.","2003-01-17T00:00:00.000","030170252","2003-01-17T14:01:53.000","2003-01-17T14:04:09.000","2003-01-17T14:04:09.000","SF","94107","B10","37",,"2","9","0","0","0","0",,"0","0","0","0","0","0","1","711 - Municipal alarm system, Street Box False","None","86 - Investigate",,,,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,"10","Potrero Hill","POINT (-122.397252 37.759969)","2003-04-05T08:38:49.000","2025-06-10T02:23:58.000"
"03004928","0","030049280","1223 24th Av.","2003-01-17T00:00:00.000","030170254","2003-01-17T14:14:56.000","2003-01-17T14:17:43.000","2003-01-17T14:26:16.000","SF","94124","B08","22",,"3","11","0","0","0","0","E09","0","0","0","0","0","0","1","118 - Trash or rubbish fire, contained","None","86 - Investigate",,,"U - Unknown","419 - 1 or 2 family dwelling",,,,,,,,,,,,,,,,,,,,,,,,,,,"4","Sunset/Parkside","POINT (-122.4836124 37.7651044)","2003-04-22T16:21:12.000","2025-06-10T02:23:58.000"
"03004929","0","030049290","999 Brannan St.","2003-01-17T00:00:00.000","030170255","2003-01-17T14:22:15.000","2003-01-17T14:25:00.000","2003-01-17T14:45:35.000","SF","94105","B03","29",,"3","11","0","0","0","0","E29","0","0","0","0","0","0","1","743 - Smoke detector, no fire, accidental","None","63 - Restore fire alarm system",,,,"599 - Business office",,,,,,,,,,,,,,,,,,,,,,,,,,,"6","South of Market","POINT (-122.406882 37.770049)","2003-05-23T22:10:55.000","2025-06-10T02:23:58.000"
"03004930","0","030049300","604 Moultrie St.","2003-01-17T00:00:00.000","030170256","2003-01-17T14:23:06.000","2003-01-17T14:27:16.000","2003-01-17T15:09:44.000","SF","94124","B06","32",,"3","11","0","0","0","0","E32","0","0","0","0","0","0","1","118 - Trash or rubbish fire, contained","None","86 - Investigate",,,"U - Unknown","419 - 1 or 2 family dwelling",,,,,,,,,,,,,,,,,,,,,,,,,,,"9","Bernal Heights","POINT (-122.41616248 37.73703769)","2003-04-22T16:36:50.000","2025-06-10T02:23:58.000"
"03004932","0","030049320","2675 San Bruno Av.","2003-01-17T00:00:00.000","030170259","2003-01-17T14:28:47.000","2003-01-17T14:40:28.000","2003-01-17T14:40:28.000","SF","94134","B10","42",,"1","4","0","0","0","0",,"0","0","0","0","0","0","1","413 - Oil or other combustible liquid spill","None","45 - Remove hazard",,,,"965 - Vehicle parking area",,,,,,,,,,,,,,,,,,,,,,,,,,,"9","Portola","POINT (-122.403651 37.727984)","2003-04-11T14:38:56.000","2025-06-10T02:23:58.000"
"03004942","0","030049420","160 26th Av.","2003-01-17T00:00:00.000","030170272","2003-01-17T14:52:04.000","2003-01-17T14:56:41.000","2003-01-17T14:57:23.000","SF","94117","B07","14",,"2","9","0","0","0","0","E14","0","0","0","0","0","0","1","745 - Alarm system sounded/no fire-accidental","None","86 - Investigate",,,,"419 - 1 or 2 family dwelling",,,,,,,,,,,,,,,,,,,,,,,,,,,"1","Outer Richmond","POINT (-122.4861516 37.78564222)","2003-03-24T14:47:20.000","2025-06-10T02:23:58.000"
"03004944","0","030049440","300 Lake St.","2003-01-17T00:00:00.000","030170275","2003-01-17T14:56:12.000","2003-01-17T15:00:57.000","2003-01-17T15:04:20.000","SF","94117","B07","31",,"1","4","0","0","0","0","E31","0","0","0","0","0","0","1","730 - System malfunction, other","None","86 - Investigate",,,,"311 - 24-hr care nurse homes, 4 or more person",,,,,,,,,,,,,,,,,,,,,,,,,,,"1","Inner Richmond","POINT (-122.462522 37.787928)","2003-03-24T21:04:35.000","2025-06-10T02:23:58.000"
