"incident_number","exposure_number","id","address","incident_date","call_number","alarm_dttm","arrival_dttm","close_dttm","city","zipcode","battalion","station_area","box","suppression_units","suppression_personnel","ems_units","ems_personnel","other_units","other_personnel","first_unit_on_scene","estimated_property_loss","estimated_contents_loss","fire_fatalities","fire_injuries","civilian_fatalities","civilian_injuries","number_of_alarms","primary_situation","mutual_aid","action_taken_primary","action_taken_secondary","action_taken_other","detector_alerted_occupants","property_use","area_of_fire_origin","ignition_cause","ignition_factor_primary","ignition_factor_secondary","heat_source","item_first_ignited","human_factors_associated_with_ignition","structure_type","structure_status","floor_of_fire_origin","fire_spread","no_flame_spread","number_of_floors_with_minimum_damage","number_of_floors_with_significant_damage","number_of_floors_with_heavy_damage","number_of_floors_with_extreme_damage","detectors_present","detector_type","detector_operation","detector_effectiveness","detector_failure_reason","automatic_extinguishing_system_present","automatic_extinguishing_sytem_type","automatic_extinguishing_sytem_perfomance","automatic_extinguishing_sytem_failure_reason","number_of_sprinkler_heads_operating","supervisor_district","neighborhood_district","point","data_as_of","data_loaded_at"
"24091654","0","240916540","136 PARKER AVENUE","2024-07-04T00:00:00.000","241861564","2024-07-04T13:55:52.000","2024-07-04T13:59:13.000","2024-07-04T14:06:00.000","San Francisco","94118","B07","10","4453","3","10","0","0","0","0",,,,"0","0","0","0","1","745 Alarm system activation, no fire - unintentional","N None","86 Investigate",,,,"429 Multifamily dwelling",,,,,,,,,,,,,,,,,,,,,,,,,,,"2","Presidio Heights","POINT (-122.454395 37.783126)","2024-07-04T14:06:00.000","2025-06-10T02:23:58.000"
"24091663","0","240916630","1806 MASON STREET","2024-07-04T00:00:00.000","241861633","2024-07-04T14:23:19.000","2024-07-04T14:26:38.000","2024-07-04T14:52:05.000","San Francisco","94133","B01","02","1422","3","11","0","0","0","0",,,,"0","0","0","0","1","730 System malfunction, other","N None","61 Restore municipal services",,,,"429 Multifamily dwelling",,,,,,,,,,,,,,,,,,,,,,,,,,,"3","Chinatown","POINT (-122.412406 37.800129)","2024-07-04T14:52:05.000","2025-06-10T02:23:58.000"
"24091669","0","240916690","1 ZOO ROAD","2024-07-04T00:00:00.000","241861710","2024-07-04T14:52:59.000","2024-07-04T14:59:45.000","2024-07-04T15:06:45.000","San Francisco","94132","B08","19","8716","3","10","0","0","0","0",,,,"0","0","0","0","1","730 System malfunction, other","N None","86 Investigate",,,,"100 Assembly, other",,,,,,,,,,,,,,,,,,,,,,,,,,,"7","Lakeshore","POINT (-122.50324 37.732909)","2024-07-04T15:06:45.000","2025-06-10T02:23:58.000"
"24091676","0","240916760","79 CENTRAL AVENUE","2024-07-04T00:00:00.000","241861796","2024-07-04T15:22:49.000","2024-07-04T15:26:39.000","2024-07-04T15:40:54.000","San Francisco","94117","B05","21","4354","3","10","0","0","0","0",,,,"0","0","0","0","1","735 Alarm system sounded due to malfunction","N None","86 Investigate",,,,"419 1 or 2 family dwelling",,,,,,,,,,,,,,,,,,,,,,,,,,,"5","Haight Ashbury","POINT (-122.443655 37.770015)","2024-07-04T15:40:54.000","2025-06-10T02:23:58.000"
"24091682","0","240916820","2290 14TH AVENUE","2024-07-04T00:00:00.000","241861817","2024-07-04T15:30:57.000","2024-07-04T15:33:28.000","2024-07-04T15:53:17.000","San Francisco","94116","B08","40","0736","3","10","0","0","0","0",,,,"0","0","0","0","1","733 Smoke detector activation due to malfunction","N None","63 Restore fire alarm system",,,,"215 High school/junior high school/middle school",,,,,,,,,,,,,,,,,,,,,,,,,,,"7","West of Twin Peaks","POINT (-122.469959 37.745381)","2024-07-04T15:53:17.000","2025-06-10T02:23:58.000"
"24091684","0","240916840","1396 LA PLAYA","2024-07-04T00:00:00.000","241861830","2024-07-04T15:34:08.000","2024-07-04T15:38:59.000","2024-07-04T15:42:34.000","San Francisco","94122","B08","23","7723","10","40","2","3","0","0",,,,"0","0","0","0","1","611 Dispatched & canceled en route","N None","93 Cancelled en route",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4","Sunset/Parkside","POINT (-122.50906 37.760386)","2024-07-04T15:42:34.000","2025-06-10T02:23:58.000"
"24091686","0","240916860","2853 HYDE STREET","2024-07-04T00:00:00.000","241861840","2024-07-04T15:38:41.000","2024-07-04T15:44:40.000","2024-07-04T15:51:31.000","San Francisco","94109","B01","28","1616","1","4","0","0","0","0",,,,"0","0","0","0","1","151 Outside rubbish, trash or waste fire","N None","86 Investigate",,,,"963 Street or road in commercial area",,,,,,,,,,,,,,,,,,,,,,,,,,,"2","Russian Hill","POINT (-122.420782 37.807135)","2024-07-04T15:51:31.000","2025-06-10T02:23:58.000"
"24091687","0","240916870","833 BRYANT STREET","2024-07-04T00:00:00.000","241861848","2024-07-04T15:42:34.000","2024-07-04T15:46:51.000","2024-07-04T15:55:07.000","San Francisco","94103","B03","08","2255","3","10","0","0","0","0",,,,"0","0","0","0","1","743 Smoke detector activation, no fire - unintentional","N None","63 Restore fire alarm system",,,,"429 Multifamily dwelling",,,,,,,,,,,,,,,,,,,,,,,,,,,"6","South of Market","POINT (-122.403198 37.775412)","2024-07-04T15:55:07.000","2025-06-10T02:23:58.000"
"24091689","0","240916890","400 BLK PIERCE STREET","2024-07-04T00:00:00.000","241861865","2024-07-04T15:49:13.000","2024-07-04T15:53:32.000","2024-07-04T15:56:22.000","San Francisco","94117","B05","21","3641","2","8","0","0","0","0",,,,"0","0","0","0","1","700 False alarm or false call, other","N None","86 Investigate",,,,"429 Multifamily dwelling",,,,,,,,,,,,,,,,,,,,,,,,,,,"5","Hayes Valley","POINT (-122.434111 37.773549)","2024-07-04T15:56:22.000","2025-06-10T02:23:58.000"
"24091694","0","240916940","655 PACIFIC AVENUE","2024-07-04T00:00:00.000","241861916","2024-07-04T16:08:51.000","2024-07-04T16:12:22.000","2024-07-04T16:23:30.000","San Francisco","94111","B01","13","1246","3","11","0","0","0","0",,,,"0","0","0","0","1","745 Alarm system activation, no fire - unintentional","N None","86 Investigate",,,,"429 Multifamily dwelling",,,,,,,,,,,,,,,,,,,,,,,,,,,"3","Chinatown","POINT (-122.406246 37.796908)","2024-07-04T16:23:30.000","2025-06-10T02:23:58.000"
"24091698","0","240916980","3945 CLAY STREET","2024-07-04T00:00:00.000","241861952","2024-07-04T16:22:01.000","2024-07-04T16:26:25.000","2024-07-04T16:42:13.000","San Francisco","94118","B07","10","4445","3","10","0","0","0","0",,,,"0","0","0","0","1","743 Smoke detector activation, no fire - unintentional","N None","86 Investigate",,,,"419 1 or 2 family dwelling",,,,,,,,,,,,,,,,,,,,,,,,,,,"2","Presidio Heights","POINT (-122.458072 37.78761)","2024-07-04T16:42:13.000","2025-06-10T02:23:58.000"
"24091702","0","240917020","1045 MISSION STREET","2024-07-04T00:00:00.000","241861978","2024-07-04T16:30:34.000","2024-07-04T16:35:04.000","2024-07-04T16:43:53.000","San Francisco","94103","B03","01","2251","3","10","0","0","0","0",,,,"0","0","0","0","1","550 Public service assistance, other","N None","86 Investigate",,,,"429 Multifamily dwelling",,,,,,,,,,,,,,,,,,,,,,,,,,,"6","South of Market","POINT (-122.409656 37.780127)","2024-07-04T16:43:53.000","2025-06-10T02:23:58.000"
"24091711","0","240917110","626 5TH AVENUE","2024-07-04T00:00:00.000","241861997","2024-07-04T16:35:57.000","2024-07-04T16:40:25.000","2024-07-04T16:50:00.000","San Francisco","94118","B07","31","7123","4","11","0","0","0","0",,,,"0","0","0","0","1","500 Service Call, other","N None","86 Investigate",,,,"400 Residential, other",,,,,,,,,,,,,,,,,,,,,,,,,,,"1","Inner Richmond","POINT (-122.462819 37.776759)","2024-07-04T16:50:00.000","2025-06-10T02:23:58.000"
"24091712","0","240917120","1041 VALENCIA STREET","2024-07-04T00:00:00.000","241861999","2024-07-04T16:36:27.000","2024-07-04T16:40:46.000","2024-07-04T16:54:44.000","San Francisco","94110","B06","07","5456","3","10","0","0","0","0",,,,"0","0","0","0","1","100 Fire, other","N None","11 Extinguishment by fire service personnel",,,,"400 Residential, other","46 Chute/container - trash, rubbish, waste","2 Unintentional","11 Abandoned or discarded materials or products",,"60 Heat from other open flame or smoking materials, other","96 Rubbish, trash, waste","N None",,,,,,,,,,,,,,,,,,,,"9","Mission","POINT (-122.420973 37.756287)","2024-07-04T16:54:44.000","2025-06-10T02:23:58.000"
"24091713","0","240917130","2801 FOLSOM STREET","2024-07-04T00:00:00.000","241862001","2024-07-04T16:36:57.000","2024-07-04T16:47:46.000","2024-07-04T16:52:58.000","San Francisco","94110","B06","07","5526","1","4","0","0","0","0",,,,"0","0","0","0","1","900 Special type of incident, other","N None","00 Action taken, other",,,,"161 Restaurant or cafeteria",,,,,,,,,,,,,,,,,,,,,,,,,,,"9","Mission","POINT (-122.413996 37.752442)","2024-07-04T16:52:58.000","2025-06-10T02:23:58.000"
"24091716","0","240917160","595 JOHN MUIR DRIVE","2024-07-04T00:00:00.000","241862008","2024-07-04T16:41:54.000","2024-07-04T16:47:26.000","2024-07-04T17:10:55.000","San Francisco","94132","B08","19","8714","9","33","2","2","1","2",,,,"0","0","0","0","1","600 Good intent call, other","N None","86 Investigate",,,,"429 Multifamily dwelling",,,,,,,,,,,,,,,,,,,,,,,,,,,"7","Lakeshore","POINT (-122.491526 37.713617)","2024-07-04T17:10:55.000","2025-06-10T02:23:58.000"
"24091718","0","240917180","1299 BUSH STREET","2024-07-04T00:00:00.000","241862012","2024-07-04T16:43:28.000","2024-07-04T16:47:53.000","2024-07-04T16:54:59.000","San Francisco","94109","B04","03","1636","1","4","0","0","0","0",,,,"0","0","0","0","1","553 Public service","N None","86 Investigate",,,,"429 Multifamily dwelling",,,,,,,,,,,,,,,,,,,,,,,,,,,"3","Nob Hill","POINT (-122.41856 37.788852)","2024-07-04T16:54:59.000","2025-06-10T02:23:58.000"
"24091726","0","240917260","556 GUERRERO STREET","2024-07-04T00:00:00.000","241862037","2024-07-04T16:53:10.000","2024-07-04T16:55:29.000","2024-07-04T17:10:18.000","San Francisco","94110","B02","07","5422","4","16","0","0","0","0",,,,"0","0","0","0","1","733 Smoke detector activation due to malfunction","N None","86 Investigate",,,,"429 Multifamily dwelling",,,,,,,,,,,,,,,,,,,,,,,,,,,"8","Mission","POINT (-122.42395 37.762191)","2024-07-04T17:10:18.000","2025-06-10T02:23:58.000"
